,fight_id,round,KOL_blue,TDA_blue,SMA_blue,ST_blue,SSBA_blue,SSA_blue,SSHA_blue,SSHL_blue,SML_blue,SGHL_blue,GRC_blue,TDL_blue,SGHA_blue,SSBL_blue,SGA_blue,SGBA_blue,RVL_blue,KDL_blue,SGBL_blue,SUL_blue,FT_blue,KOL_red,TDA_red,SMA_red,ST_red,SSBA_red,SSA_red,SSHA_red,SSHL_red,SML_red,SGHL_red,GRC_red,TDL_red,SGHA_red,SSBL_red,SGA_red,SGBA_red,RVL_red,KDL_red,SGBL_red,SUL_red,FT_red,blue,red
1,6040,2,0,0,0,24,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,126,0,1,1,24,0,0,0,0,1,6,126,1,11,0,11,0,0,0,0,0,126,2739,2586
0,6893,1,0,1,0,63,2,17,15,5,0,15,201,1,22,2,23,0,0,0,0,0,0,0,0,0,63,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2739,2750
1,6893,2,0,0,0,28,0,7,5,0,0,0,14,0,0,0,0,0,0,0,0,1,260,0,1,1,28,0,4,4,1,0,4,260,0,5,0,5,0,1,0,0,0,260,2739,2750
2,6893,3,0,0,0,24,1,3,2,1,0,14,276,0,20,1,20,0,0,0,0,0,0,0,1,1,24,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,2750
0,6390,1,0,1,0,76,2,35,29,7,0,5,212,1,8,1,13,5,0,0,5,0,0,0,0,1,76,0,21,13,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2739,2842
1,6390,2,1,0,0,72,1,27,24,14,0,4,9,0,7,0,7,0,0,1,0,0,0,0,3,0,72,0,13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,2842
0,7341,1,0,1,0,167,4,29,21,7,0,0,38,0,0,3,0,0,0,0,0,2,88,0,1,0,167,3,23,17,0,0,3,88,1,6,1,6,0,1,0,0,0,88,2739,2851
1,7341,2,0,1,0,15,0,0,0,0,0,2,53,1,8,0,8,0,0,0,0,0,0,1,1,0,15,0,4,4,0,0,6,0,0,6,0,6,0,0,0,0,1,0,2739,2851
0,11156,1,1,0,0,194,5,45,32,5,0,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,194,2,22,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2739,3021
0,10554,1,0,1,0,283,9,69,46,10,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,283,3,52,26,5,0,0,0,0,0,2,0,0,0,0,0,1,0,2739,3344
1,10554,2,0,1,0,157,4,30,17,3,0,0,2,1,0,3,0,0,0,0,0,0,2,0,2,0,157,4,18,10,4,0,0,2,0,0,4,0,0,0,0,0,1,2,2739,3344
2,10554,3,0,0,0,291,10,35,22,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,291,7,35,24,10,0,0,0,0,0,4,0,0,0,0,0,0,0,2739,3344
0,9749,1,0,2,0,258,8,36,26,12,0,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,258,6,54,35,6,0,2,42,0,4,6,4,0,0,0,0,0,42,2739,3440
1,9749,2,0,0,0,296,8,69,57,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,296,11,80,55,7,0,0,0,0,0,6,0,0,0,0,0,0,0,2739,3440
2,9749,3,0,2,0,264,6,72,61,30,0,0,0,0,0,6,0,0,0,0,0,1,29,0,0,0,264,4,83,62,10,0,1,29,0,3,4,3,0,0,1,0,0,29,2739,3440
0,9460,1,0,0,0,293,7,60,47,17,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,293,12,51,20,4,0,0,6,0,0,7,0,0,0,0,0,0,6,2739,3535
1,9460,2,0,0,0,300,12,88,73,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,300,11,47,21,7,0,0,0,0,0,9,0,0,0,0,0,0,0,2739,3535
2,9460,3,0,1,0,285,10,86,75,38,0,1,0,0,1,10,1,0,0,0,0,0,10,0,0,0,285,13,56,33,8,0,0,7,0,2,11,2,0,0,0,0,0,10,2739,3535
0,11753,1,0,2,0,260,12,45,32,11,0,0,25,2,0,9,0,0,0,0,0,0,0,0,2,0,260,11,31,17,4,0,0,0,0,0,9,0,0,0,0,0,2,0,2739,3745
1,11753,2,0,1,0,244,3,29,25,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,244,15,41,23,6,0,0,0,0,0,13,0,0,0,0,0,0,0,2739,3745
2,11753,3,0,2,0,290,11,37,22,10,0,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,290,12,38,24,10,0,0,0,0,0,9,0,0,0,0,0,0,0,2739,3745
0,10313,1,0,0,0,118,3,39,33,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,118,2,20,12,2,1,7,15,0,11,1,11,0,0,1,0,0,0,2739,3753
0,8518,1,0,1,0,290,4,23,14,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,290,9,40,26,3,0,8,10,0,10,4,10,0,0,0,0,0,0,3021,2508
1,8518,2,0,2,0,253,4,27,20,8,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,253,9,41,28,3,0,0,0,0,0,5,0,0,0,0,0,0,4,3021,2508
2,8518,3,0,0,0,300,6,38,30,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,300,7,47,34,9,0,0,0,0,0,2,0,0,0,0,0,0,0,3021,2508
0,10599,1,0,1,0,291,17,45,26,14,0,0,2,1,0,11,0,0,0,0,0,0,2,0,0,0,291,8,44,25,7,0,0,0,0,0,6,0,0,0,0,0,1,2,3021,2509
1,10599,2,0,1,0,84,5,14,9,5,0,0,15,1,0,5,0,0,0,0,0,1,15,0,3,0,84,9,23,13,6,0,3,105,1,4,7,4,0,0,0,0,1,15,3021,2509
2,10599,3,0,0,0,112,6,29,23,15,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,112,26,65,38,21,0,4,19,1,4,23,4,0,0,0,0,0,0,3021,2509
0,7382,1,0,1,0,234,10,38,25,8,0,0,12,1,0,6,2,1,0,0,0,0,12,0,2,0,234,15,65,48,20,0,0,1,0,0,10,0,0,0,0,0,1,12,2247,1096
1,7382,2,0,0,0,79,2,24,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,79,4,41,35,23,0,0,0,0,0,4,0,0,0,0,0,0,0,2247,1096
0,6008,1,0,0,1,212,9,27,17,8,0,0,63,0,0,9,0,0,0,0,0,0,3,0,0,0,212,5,41,31,14,0,0,3,0,0,2,0,0,0,0,0,0,3,2247,2263
1,6008,2,0,0,0,291,11,45,32,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,291,8,69,50,21,0,0,0,0,0,6,0,0,0,0,0,0,0,2247,2263
2,6008,3,0,2,0,271,7,64,56,29,0,0,0,0,0,4,0,0,0,0,0,0,9,0,1,0,271,7,121,105,49,0,0,9,0,0,5,0,0,0,0,0,0,9,2247,2263
0,10248,1,0,0,0,266,5,35,22,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,266,17,74,51,19,0,0,0,0,0,13,0,0,0,0,0,0,0,2247,2509
1,10248,2,0,2,0,218,2,37,29,11,0,0,62,1,0,1,0,0,0,0,0,0,3,0,1,0,218,7,72,61,21,0,1,3,0,1,5,1,0,0,0,0,1,3,2247,2509
2,10248,3,0,1,0,284,5,72,66,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,284,17,101,82,34,0,0,0,0,0,17,0,0,0,0,0,0,0,2247,2509
0,8923,1,1,1,0,59,8,15,6,3,0,6,37,1,6,7,6,0,0,1,0,0,0,0,0,0,59,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2247,3466
0,8292,1,0,1,3,55,1,5,1,1,0,0,202,1,0,1,0,0,0,0,0,1,202,0,0,0,55,0,16,16,6,0,1,28,0,3,0,4,1,1,0,1,0,202,1096,2932
1,8292,2,0,1,1,158,7,22,9,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,158,2,41,38,12,0,25,113,0,35,2,36,1,0,0,1,0,0,1096,2932
2,8292,3,0,2,0,266,4,53,39,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,266,3,51,47,19,0,0,0,0,0,2,0,0,0,0,0,0,0,1096,2932
0,11179,1,0,0,0,162,0,22,17,6,0,1,3,0,1,0,3,0,0,0,0,2,3,0,4,0,162,2,13,9,4,0,0,128,2,0,1,0,0,0,0,0,0,3,2263,2844
1,11179,2,0,0,0,95,0,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,95,1,4,3,3,1,0,136,1,0,1,0,0,0,0,0,0,0,2263,2844
0,8086,1,0,2,0,200,7,28,17,0,0,0,1,0,1,3,1,0,1,0,0,0,67,0,0,0,200,1,24,19,5,0,4,67,0,8,0,8,0,0,0,0,1,67,2509,2469
1,8086,2,0,1,0,119,5,29,21,7,0,0,128,1,0,2,0,0,0,0,0,1,2,0,1,0,119,1,13,11,5,0,0,2,1,0,0,0,0,0,0,0,1,2,2509,2469
2,8086,3,0,1,0,77,0,6,5,1,0,11,93,0,20,0,20,0,0,0,0,2,107,0,3,0,77,0,2,2,0,0,0,107,2,0,0,0,0,0,0,0,0,107,2509,2469
0,5433,1,0,3,0,208,7,30,17,2,0,2,91,3,2,5,2,0,0,0,0,0,91,0,0,0,208,1,34,31,10,0,0,0,0,0,0,0,0,0,0,0,3,91,2509,2508
1,5433,2,0,5,0,283,4,61,48,6,0,0,11,2,0,1,0,0,0,0,0,0,11,0,1,0,283,5,56,47,17,0,0,0,0,0,2,0,0,0,0,0,2,11,2509,2508
2,5433,3,0,2,0,239,8,44,32,4,0,0,26,1,2,6,2,0,0,0,0,1,26,0,1,0,239,11,38,25,8,0,2,31,0,3,11,3,0,1,0,0,0,26,2509,2508
0,6163,1,0,1,0,54,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54,0,12,9,5,0,9,247,0,21,0,26,3,0,1,3,0,0,2509,668
1,6163,2,0,0,0,38,1,9,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,38,0,9,9,2,0,3,252,2,6,0,6,0,0,0,0,0,0,2509,668
2,6163,3,0,0,0,188,6,33,26,4,0,2,0,0,2,4,2,0,0,0,0,1,0,0,3,0,188,3,23,20,9,0,0,95,1,0,2,0,0,0,0,0,0,0,2509,668
0,6027,1,0,0,0,235,10,53,33,8,0,0,4,0,0,2,0,0,0,0,0,1,60,0,0,1,235,2,39,35,9,0,0,60,0,2,1,3,0,0,1,0,0,60,2509,1422
1,6027,2,0,0,0,293,12,57,37,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,293,14,75,59,17,0,0,0,0,0,7,0,0,0,0,0,0,0,2509,1422
2,6027,3,0,1,0,175,2,38,31,11,0,1,0,0,2,1,2,0,0,0,0,1,124,0,3,0,175,2,37,34,11,0,1,124,1,2,2,4,1,0,0,1,0,124,2509,1422
0,9213,1,0,1,0,113,2,20,16,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,113,6,24,16,6,0,0,147,1,0,5,2,2,0,0,2,0,0,2509,1952
1,9213,2,0,2,0,195,9,60,49,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,195,15,47,29,11,0,1,78,0,1,14,2,1,0,0,1,0,0,2509,1952
2,9213,3,0,1,0,109,8,36,28,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,109,9,18,9,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2509,1952
0,9912,1,0,0,0,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,49,1,2,1,0,0,0,232,1,0,0,0,0,0,0,0,0,0,2509,2162
1,9912,2,0,0,0,117,9,54,42,19,0,2,73,0,3,7,3,0,1,0,0,1,73,0,6,0,117,2,10,7,3,0,0,88,2,0,2,0,0,0,0,0,1,73,2509,2162
2,9912,3,0,1,1,80,3,25,21,5,0,6,139,1,11,2,11,0,0,0,0,1,144,0,2,0,80,2,9,5,1,0,0,76,1,0,2,0,0,0,0,0,1,144,2509,2162
0,11409,1,0,2,0,204,10,41,27,6,0,0,0,0,0,7,0,0,0,0,0,1,0,0,3,0,204,5,52,43,21,0,0,12,1,0,4,0,0,0,0,0,0,0,2509,3635
1,11409,2,0,1,0,217,18,53,34,17,0,0,0,0,0,13,0,0,0,0,0,2,0,0,2,0,217,8,46,36,17,0,0,65,2,0,6,0,0,0,0,0,0,0,2509,3635
2,11409,3,0,1,0,86,5,40,35,13,0,0,16,0,0,5,0,0,0,0,0,2,16,0,6,0,86,0,36,34,15,0,0,100,2,0,0,0,0,0,0,0,0,16,2509,3635
0,8528,1,0,1,0,284,18,82,48,14,0,0,16,1,0,11,0,0,0,0,0,0,16,0,0,0,284,5,83,70,30,0,0,0,0,0,5,0,0,0,0,0,1,16,3466,2634
1,8528,2,0,2,0,175,11,74,58,31,0,0,125,2,0,8,2,2,0,0,2,0,125,0,0,0,175,0,31,23,12,0,0,0,0,0,0,0,0,0,0,0,2,125,3466,2634
2,8528,3,0,1,0,85,4,15,9,3,0,3,124,1,3,3,4,1,0,0,1,1,124,0,4,0,85,1,19,15,7,0,0,4,1,0,1,0,0,0,0,0,1,124,3466,2634
0,9760,1,0,1,0,261,10,53,36,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,261,4,40,22,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3466,3671
1,9760,2,0,1,0,277,8,87,72,33,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,277,4,74,56,12,0,0,0,0,0,2,0,0,0,0,0,0,0,3466,3671
2,9760,3,0,0,0,300,13,120,100,51,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,300,16,99,63,21,0,0,0,0,0,10,0,0,0,0,0,0,0,3466,3671
0,7980,1,0,0,0,45,1,8,6,0,0,0,113,0,0,1,0,0,1,0,0,1,113,0,1,0,45,1,4,3,1,0,2,140,1,2,0,2,0,1,0,0,0,113,2844,2932
1,7980,2,0,1,0,53,0,2,2,0,0,2,157,0,6,0,6,0,1,0,0,0,157,0,0,0,53,0,3,3,1,0,3,90,0,3,0,3,0,0,0,0,1,157,2844,2932
2,7980,3,0,2,1,56,1,3,2,1,1,0,30,1,0,1,0,0,0,0,0,0,30,0,0,0,56,1,3,2,1,0,0,26,0,0,0,0,0,0,0,0,0,30,2844,2932
0,8550,1,0,0,0,300,12,24,11,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,300,4,21,13,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2469,668
1,8550,2,0,0,0,293,11,33,17,9,0,0,4,0,0,5,0,0,0,1,0,0,0,0,2,0,293,2,17,10,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2469,668
2,8550,3,0,0,0,280,6,35,23,9,0,0,19,0,0,4,1,0,0,0,0,0,1,0,1,0,280,5,29,23,7,0,0,1,0,0,4,0,0,0,0,0,0,1,2469,668
0,6396,1,0,4,0,75,3,10,7,3,0,0,21,1,0,3,0,0,0,1,0,1,59,0,1,0,75,6,16,8,5,0,4,59,1,5,5,7,2,0,0,1,2,59,2469,1952
1,6535,1,0,6,0,41,0,9,5,1,0,1,93,4,5,0,5,0,0,0,0,0,93,0,0,0,41,1,4,3,1,0,2,93,0,3,1,3,0,0,0,0,4,93,2469,1952
2,6535,2,0,5,1,36,1,6,3,1,1,3,70,2,4,1,4,0,0,0,0,0,0,0,1,0,36,0,3,3,3,0,2,0,0,2,0,2,0,0,0,0,1,0,2469,1952
0,9426,1,0,1,0,99,1,17,13,3,0,0,0,0,0,1,0,0,0,0,0,0,201,0,1,0,99,1,14,6,2,0,7,199,0,8,0,8,0,0,0,0,0,201,2469,2851
1,9426,2,0,1,0,137,2,24,16,4,0,5,163,1,9,2,11,2,0,0,2,0,0,0,0,0,137,2,22,12,3,0,3,0,0,4,1,4,0,0,0,0,1,0,2469,2851
2,9426,3,0,0,0,240,18,60,34,19,0,0,0,0,0,12,0,0,0,0,0,1,29,0,2,0,240,6,59,46,17,0,5,29,1,7,4,9,2,0,0,2,0,29,2469,2851
0,7725,1,0,1,0,176,2,41,38,22,0,5,105,1,6,2,7,1,0,0,1,0,2,1,0,0,176,8,61,43,17,0,4,2,0,5,2,6,1,0,1,1,1,2,1952,2851
0,7418,1,0,1,0,42,4,10,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,42,3,21,17,11,0,0,2,0,0,3,0,0,0,1,0,0,0,2851,2634
0,6490,1,0,0,0,292,6,35,24,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,292,5,61,54,12,0,3,8,0,9,3,9,0,0,1,0,0,0,2851,2737
1,6490,2,0,1,0,300,11,81,62,9,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,300,10,61,49,16,0,0,0,0,0,7,0,0,0,0,0,1,0,2851,2737
2,11400,1,0,1,0,209,4,49,44,11,0,1,70,1,1,3,2,1,1,0,1,0,21,0,1,0,209,4,70,61,24,0,2,21,1,2,4,2,0,0,0,0,2,21,2851,2737
3,11400,2,0,3,0,166,11,49,33,8,0,14,99,3,15,7,16,1,0,0,1,0,10,0,0,0,166,2,42,39,18,0,1,0,0,1,1,1,0,0,0,0,3,10,2851,2737
4,11400,3,0,1,0,277,16,103,83,40,0,4,23,1,5,12,5,0,0,0,0,0,0,0,0,0,277,9,95,81,29,0,0,0,0,0,8,0,0,0,0,0,1,0,2851,2737
0,9198,1,0,1,0,233,7,29,14,1,0,0,0,0,0,3,1,0,0,0,0,2,20,0,2,0,233,16,38,19,8,0,0,20,2,0,15,1,0,0,0,0,0,20,2851,3267
1,9198,2,0,1,1,111,3,40,25,8,0,0,0,0,0,1,0,0,0,0,0,1,139,0,1,2,111,8,35,25,14,0,9,132,1,17,7,17,0,0,0,0,0,139,2851,3267
2,9198,3,0,0,0,263,13,108,89,29,0,2,0,0,2,10,2,0,0,0,0,0,2,0,3,0,263,18,63,45,21,0,0,0,0,0,12,0,0,0,0,0,0,2,2851,3267
0,10201,1,0,0,0,291,7,87,63,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,291,3,53,44,12,0,0,0,0,0,3,0,0,0,0,0,0,0,2851,3396
1,10201,2,0,2,0,190,12,85,68,20,0,0,0,0,0,9,0,0,0,0,0,1,88,0,1,2,190,4,40,35,13,0,0,88,1,0,3,0,0,0,0,0,0,88,2851,3396
2,10201,3,0,0,0,147,3,67,58,26,0,8,54,0,8,2,8,0,0,0,0,0,1,1,1,0,147,1,43,41,24,0,0,1,0,3,1,3,0,0,0,0,0,1,2851,3396
0,10865,1,0,0,0,137,5,34,25,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,137,4,40,28,11,0,6,156,0,12,3,21,2,0,1,2,0,0,2508,3635
1,10865,2,0,0,0,227,5,47,38,12,0,0,0,0,0,3,3,3,0,0,3,1,0,0,4,0,227,7,73,57,15,0,0,31,1,0,3,0,0,0,0,0,0,0,2508,3635
2,10865,3,0,1,1,201,12,51,34,18,0,12,70,0,16,8,17,1,0,0,1,1,70,0,5,0,201,3,51,46,18,0,0,5,0,1,3,1,0,1,0,0,0,70,2508,3635
0,10284,1,0,3,0,28,1,5,2,1,0,15,272,2,25,1,25,0,0,0,0,0,272,0,0,0,28,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,272,3635,3745
1,10284,2,0,3,0,34,0,3,3,2,0,7,266,2,11,0,12,1,0,0,1,0,266,0,0,0,34,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,2,266,3635,3745
2,10284,3,0,3,0,43,1,6,4,3,0,10,257,3,17,0,17,0,0,1,0,0,257,0,1,0,43,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,4,257,3635,3745
0,7795,1,0,0,0,288,5,26,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,288,9,20,9,5,0,0,0,0,0,6,0,0,0,0,0,0,0,1422,2932
1,7795,2,0,1,0,290,7,40,27,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,290,2,20,18,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1422,2932
2,7795,3,0,1,1,217,4,34,25,8,1,0,0,0,0,2,0,0,0,1,0,0,17,0,0,0,217,1,24,22,8,0,0,17,0,0,0,0,0,0,0,0,0,17,1422,2932
0,9710,1,0,1,0,199,1,30,29,13,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,199,5,38,31,15,0,6,5,0,6,5,6,0,0,1,0,1,5,2750,2642
0,9570,1,0,0,0,217,10,31,20,6,0,0,0,0,1,8,1,0,0,0,0,1,0,0,0,0,217,4,43,38,14,0,7,83,0,13,4,13,0,0,1,0,0,0,2750,2737
1,9570,2,0,1,0,300,15,47,32,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,300,14,78,64,21,0,0,0,0,0,8,0,0,0,0,0,0,0,2750,2737
2,9570,3,0,0,0,300,11,65,53,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,300,10,96,85,28,0,0,0,0,0,6,0,0,0,0,0,0,0,2750,2737
0,11025,1,0,1,0,200,2,38,29,15,0,3,100,1,6,2,6,0,0,0,0,0,0,0,0,0,200,16,52,30,9,0,0,0,0,0,13,0,0,0,0,0,1,0,3344,3535
1,11025,2,0,0,0,40,0,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,40,2,21,19,15,1,9,31,1,10,1,10,0,0,0,0,0,31,3344,3535
0,8825,1,1,0,0,30,0,9,6,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,2634
0,8315,1,1,1,0,25,4,14,9,4,0,2,2,0,3,4,3,0,0,1,0,0,2,0,0,0,25,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3440,2737
0,8866,1,0,0,0,300,5,31,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,9,20,11,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3440,3267
1,8866,2,0,0,0,282,8,50,33,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,282,11,32,21,9,0,0,1,0,0,10,0,0,0,0,0,0,0,3440,3267
2,8866,3,0,0,0,237,6,46,28,9,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,237,6,25,19,9,0,2,55,2,2,3,2,0,0,0,0,0,0,3440,3267
0,9229,1,0,0,0,219,7,83,63,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,219,4,32,25,11,0,0,0,0,0,4,0,0,0,0,0,0,0,3440,3539
1,9229,2,0,0,0,270,8,80,59,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,270,2,41,32,15,0,0,0,0,0,2,0,0,0,0,0,0,0,3440,3539
2,9229,3,0,0,0,298,16,97,73,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,298,5,68,59,16,0,0,0,0,0,3,0,0,0,0,0,0,0,3440,3539
0,11323,1,1,0,0,89,4,19,8,4,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,89,2,30,25,10,0,0,0,0,0,1,0,0,0,0,0,0,0,3440,3636
0,10455,1,0,0,0,252,19,88,59,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,252,10,56,34,26,0,0,0,0,0,9,0,0,0,0,0,0,0,3440,3971
1,10455,2,0,0,0,282,13,90,60,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,282,4,60,38,25,0,0,0,0,0,3,0,0,0,0,0,0,0,3440,3971
2,10455,3,0,0,0,293,6,105,86,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,293,3,93,78,52,0,0,0,0,0,3,0,0,0,0,0,0,0,3440,3971
0,10457,1,0,0,0,287,22,71,42,20,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,287,8,84,75,34,0,0,0,0,0,8,0,0,0,0,0,0,0,3535,3636
1,10457,2,0,0,0,16,4,6,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,16,1,1,0,0,0,5,225,1,8,1,9,1,0,0,1,0,0,3535,3636
2,10457,3,0,0,0,19,1,7,6,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,8,0,19,0,4,4,2,0,11,220,4,12,0,12,0,0,0,0,0,0,3535,3636
0,11181,1,0,2,0,207,17,62,44,12,0,0,9,1,1,10,1,0,0,0,0,0,0,0,1,0,207,6,44,29,4,0,0,0,0,0,6,0,0,0,0,0,1,0,3745,3671
1,11181,2,0,0,0,60,1,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,10,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3745,3671
0,10850,1,0,0,0,300,28,50,19,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,300,3,37,19,4,0,0,0,0,1,2,1,0,0,0,0,0,0,3745,3668
1,10850,2,0,2,1,62,24,30,6,4,1,0,122,1,0,18,0,0,0,0,0,0,0,0,1,0,62,6,13,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,3745,3668
0,9354,1,0,0,0,285,9,75,64,32,0,0,6,0,0,6,0,0,0,0,0,0,8,0,1,0,285,5,64,50,15,0,0,7,0,0,4,0,0,0,0,0,0,8,3753,3671
1,9354,2,0,1,0,228,10,58,45,23,0,0,7,0,0,6,0,0,0,0,0,0,7,0,1,1,228,6,54,44,12,0,0,65,0,0,2,0,0,0,0,0,0,7,3753,3671
2,9354,3,0,2,0,224,6,94,88,33,0,0,0,0,0,4,0,0,0,0,0,1,5,0,2,0,224,8,67,55,13,0,0,67,1,0,6,0,0,0,0,0,0,5,3753,3671
0,11650,1,0,0,0,300,7,37,24,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,300,1,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,2932
1,11650,2,0,1,0,300,11,54,34,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,300,2,32,28,13,0,0,0,0,0,2,0,0,0,0,0,0,0,2642,2932
2,11650,3,0,0,0,300,10,39,24,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,300,2,30,26,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2642,2932
0,12180,1,0,0,0,64,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,236,0,2,0,64,3,15,7,2,0,7,236,1,8,1,8,0,0,0,0,0,236,3396,3671
1,12180,2,0,0,0,259,6,85,77,29,0,0,0,0,0,4,0,0,0,0,0,1,41,0,3,0,259,11,68,45,19,0,1,41,0,2,11,2,0,0,1,0,0,41,3396,3671
2,12180,3,1,0,0,186,6,77,70,43,0,0,0,0,1,5,1,0,0,1,0,2,47,0,2,0,186,2,13,7,3,0,0,47,2,0,1,0,0,0,0,0,0,47,3396,3671
0,9959,1,0,2,0,297,16,95,68,15,0,0,3,1,0,14,0,0,0,0,0,0,3,0,2,0,297,8,61,51,15,0,0,0,0,0,5,0,0,0,0,0,1,3,3671,3668
1,9959,2,0,2,0,193,9,83,71,41,0,0,71,1,0,8,0,0,0,0,0,0,71,0,1,0,193,5,106,98,54,0,1,11,0,3,4,3,0,0,0,0,1,71,3671,3668
2,9959,3,0,0,0,62,5,29,23,9,0,23,238,0,26,5,26,0,0,0,0,0,238,0,1,0,62,0,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,238,3671,3668
