,fight_id,round,KOL_blue,TDA_blue,SMA_blue,ST_blue,SSBA_blue,SSA_blue,SSHA_blue,SSHL_blue,SML_blue,SGHL_blue,GRC_blue,TDL_blue,SGHA_blue,SSBL_blue,SGA_blue,SGBA_blue,RVL_blue,KDL_blue,SGBL_blue,SUL_blue,FT_blue,KOL_red,TDA_red,SMA_red,ST_red,SSBA_red,SSA_red,SSHA_red,SSHL_red,SML_red,SGHL_red,GRC_red,TDL_red,SGHA_red,SSBL_red,SGA_red,SGBA_red,RVL_red,KDL_red,SGBL_red,SUL_red,FT_red,blue,red
2,5592,3,0,0,1,22,2,5,3,2,0,0,173,0,0,2,13,13,0,0,9,2,173,0,3,0,22,0,4,2,1,0,1,61,1,1,0,1,0,1,0,0,0,173,2588,2586
0,8579,1,0,0,0,258,2,46,28,10,0,1,42,0,4,1,4,0,0,1,0,0,0,0,1,0,258,7,58,41,11,0,0,0,0,0,4,0,0,0,0,0,1,0,2588,2739
1,8579,2,1,0,0,252,4,68,53,19,0,3,15,0,3,4,4,0,0,1,0,1,20,0,1,0,252,11,74,60,24,0,0,20,1,1,9,1,0,0,0,0,0,20,2588,2739
0,6326,1,1,0,0,75,3,17,12,1,0,4,3,0,4,2,4,0,0,1,0,0,0,0,0,0,75,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,2778
1,9693,1,0,0,0,194,5,36,25,7,0,1,0,0,1,1,1,0,0,0,0,1,91,0,1,0,194,4,33,28,5,0,0,91,1,0,3,0,0,0,0,0,0,91,2588,2778
2,9693,2,0,0,0,224,3,35,23,5,0,0,0,0,0,2,0,0,0,0,0,1,76,0,1,0,224,3,29,26,13,0,1,76,1,1,2,1,0,0,0,0,0,76,2588,2778
3,9693,3,0,0,0,249,5,45,38,18,0,1,0,0,1,3,1,0,0,0,0,1,51,0,3,0,249,1,21,20,9,0,0,51,1,0,0,0,0,0,0,0,0,51,2588,2778
4,9693,4,0,0,0,207,2,41,34,15,0,0,0,0,0,0,0,0,0,0,0,1,93,0,1,0,207,3,44,41,10,0,0,93,1,0,3,0,0,0,0,0,0,93,2588,2778
5,9693,5,0,0,0,220,2,25,19,7,0,0,15,0,0,0,0,0,0,0,0,1,62,0,4,0,220,2,27,25,13,0,0,62,1,0,0,0,0,0,0,0,0,62,2588,2778
0,6901,1,0,0,0,300,2,55,41,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,2,59,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,2851
1,6901,2,0,0,1,231,4,50,37,17,1,3,16,0,8,2,8,0,0,1,0,0,0,0,1,0,231,2,40,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,2851
2,8422,1,0,0,0,259,8,77,49,28,0,0,0,0,0,4,0,0,0,0,0,1,41,0,1,0,259,5,101,83,23,0,0,41,1,0,3,1,1,0,0,1,0,41,2588,2851
3,8422,2,0,0,0,298,4,81,63,23,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,298,13,96,75,25,0,0,0,0,0,7,0,0,0,0,0,0,0,2588,2851
4,8422,3,0,0,0,194,0,75,71,32,0,2,23,0,3,0,4,0,0,1,0,0,0,0,1,0,194,6,90,69,30,0,3,0,0,3,4,3,0,0,0,0,1,0,2588,2851
0,9994,1,0,0,0,295,10,80,67,20,0,0,0,0,0,8,0,0,0,0,0,1,5,0,0,0,295,3,90,86,47,0,1,5,0,3,3,3,0,0,1,0,0,5,2588,2963
1,9994,2,0,0,0,297,15,91,68,28,0,0,0,0,0,15,0,0,0,0,0,1,3,0,2,0,297,3,75,70,36,0,0,3,1,0,2,0,0,0,0,0,0,3,2588,2963
2,9994,3,0,0,0,121,6,32,21,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,121,0,43,43,29,0,0,0,0,0,0,0,0,0,1,0,0,0,2588,2963
0,12063,1,0,1,0,300,5,40,28,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,300,6,64,51,23,0,0,0,0,0,5,0,0,0,0,0,0,0,2588,3086
1,12063,2,0,0,0,50,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,50,0,10,7,2,1,0,13,1,0,0,0,0,0,0,0,0,13,2588,3086
0,11235,1,0,2,0,291,5,42,27,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,291,4,43,33,7,0,0,0,0,0,3,0,0,0,0,0,0,0,2588,3536
1,11235,2,0,1,0,148,0,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,148,1,32,28,4,0,31,49,0,51,0,56,5,0,0,3,0,49,2588,3536
0,6472,1,0,0,0,301,6,84,47,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,301,7,80,60,16,0,0,0,0,0,4,0,0,0,0,0,0,0,2778,2739
1,6472,2,0,3,0,229,1,35,21,6,0,10,65,1,16,1,16,0,0,0,0,0,65,0,0,0,229,2,44,36,14,0,0,0,0,0,2,0,0,0,0,0,1,65,2778,2739
2,6472,3,0,2,0,79,0,11,8,0,0,1,204,1,6,0,6,0,0,0,0,1,204,0,0,0,79,3,15,11,3,0,3,19,0,6,1,6,0,1,0,0,0,204,2778,2739
0,6953,1,0,1,0,300,6,78,69,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,300,15,70,52,10,0,0,0,0,0,8,0,0,0,0,0,0,0,2778,1952
1,6953,2,0,2,0,279,6,55,47,16,0,0,21,1,0,4,0,0,0,0,0,0,21,0,0,0,279,9,70,53,18,0,0,0,0,0,8,0,0,0,0,0,1,21,2778,1952
2,6953,3,0,2,0,301,4,88,83,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,301,18,94,73,21,0,0,0,0,0,13,0,0,0,0,0,0,0,2778,1952
0,7580,1,0,2,0,286,6,41,32,6,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,286,6,47,39,10,0,0,0,0,0,4,0,0,0,0,0,0,0,2778,2963
1,7580,2,0,3,0,296,20,83,60,11,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,296,3,69,66,26,0,0,0,0,0,3,0,0,0,0,0,0,0,2778,2963
2,7580,3,0,2,0,274,8,80,71,22,0,0,0,0,0,6,0,0,0,0,0,2,27,0,0,0,274,1,64,63,20,0,5,27,0,10,1,10,0,0,2,0,0,27,2778,2963
0,11963,1,0,1,0,296,8,49,40,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,296,11,61,39,14,0,0,0,0,0,7,0,0,0,0,0,0,0,2778,3753
1,11963,2,0,3,0,293,3,63,58,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293,14,63,45,16,0,0,0,0,0,10,0,0,0,0,0,0,0,2778,3753
2,11963,3,0,0,0,281,5,79,74,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,281,14,76,58,20,0,0,0,0,0,10,0,0,0,0,0,0,0,2778,3753
3,11963,4,0,3,0,221,1,64,63,29,0,1,25,1,1,1,1,0,0,0,0,0,0,0,0,0,221,8,59,48,27,0,0,0,0,0,4,0,0,0,0,0,1,0,2778,3753
4,11963,5,0,2,0,208,1,61,60,25,0,1,83,2,1,1,1,0,0,0,0,0,0,0,2,0,208,18,83,64,36,0,0,0,0,0,16,0,0,0,0,0,2,0,2778,3753
0,7070,1,0,0,1,100,1,31,28,11,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,100,5,29,22,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2963,2842
0,7987,1,0,3,0,157,1,19,18,10,0,4,26,2,4,0,4,0,0,0,0,2,52,0,2,0,157,13,32,18,6,0,2,52,0,4,7,4,0,1,1,0,1,52,2963,2851
1,7987,2,1,1,0,31,0,7,7,4,0,23,123,0,31,0,31,0,0,0,0,0,2,0,0,0,31,1,15,13,5,0,2,2,0,6,0,6,0,0,0,0,0,2,2963,2851
0,9650,1,0,0,0,278,5,49,23,6,0,1,0,0,1,3,1,0,0,0,0,2,22,0,3,1,278,7,38,24,5,0,1,22,2,1,6,1,0,0,0,0,0,22,3086,2469
1,9650,2,1,0,0,23,0,4,2,2,0,15,15,0,22,0,22,0,0,1,0,0,0,0,0,0,23,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3086,2469
0,10862,1,0,0,0,300,18,111,76,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,300,18,69,42,19,0,0,0,0,0,14,0,0,0,0,0,0,0,3086,3753
1,10862,2,0,2,0,300,16,127,97,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,300,17,61,34,10,0,0,0,0,0,14,0,0,0,0,0,0,0,3086,3753
2,10862,3,0,0,0,300,21,118,85,17,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,300,14,60,39,17,0,0,0,0,0,8,0,0,0,0,0,0,0,3086,3753
0,8775,1,0,2,1,156,8,25,14,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,156,5,18,9,3,0,0,7,0,0,3,0,0,0,0,0,0,0,3417,2469
0,10872,1,0,1,0,148,3,49,36,14,0,4,147,1,11,3,11,0,0,0,0,0,0,0,1,0,148,1,47,41,11,0,0,0,0,0,1,0,0,0,0,0,1,0,3908,2509
1,10872,2,0,4,1,161,1,31,30,9,0,0,101,2,0,0,0,0,0,0,0,0,5,1,0,0,161,10,62,51,27,0,3,5,0,4,6,4,0,0,1,0,2,5,3908,2509
0,10662,1,0,1,1,40,1,11,10,2,1,0,24,1,0,1,0,0,0,0,0,0,7,0,0,0,40,0,5,5,1,0,0,7,0,0,0,0,0,0,0,0,0,7,3908,2932
0,11923,1,0,4,1,232,0,23,17,2,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,232,6,41,23,3,0,0,0,0,0,1,0,0,0,0,0,3,0,3908,3440
1,11923,2,0,1,1,263,5,49,33,18,1,0,34,1,0,0,0,0,0,0,0,0,1,0,0,0,263,7,49,31,5,0,0,1,0,0,1,0,0,0,0,0,0,1,3908,3440
0,10240,1,0,0,1,45,2,22,18,6,1,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,45,4,13,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3908,3466
0,11464,1,0,0,0,217,12,49,36,11,0,0,0,0,1,11,1,0,0,0,0,3,78,0,9,0,217,6,26,18,5,0,5,78,3,7,3,7,0,0,0,0,0,78,3908,3671
1,11464,2,0,1,0,288,17,87,68,20,0,0,5,1,0,13,0,0,0,0,0,1,7,0,1,0,288,6,73,64,18,0,0,7,1,0,0,0,0,0,0,0,1,7,3908,3671
2,11464,3,0,0,0,298,9,88,77,33,0,0,0,0,0,8,0,0,0,0,0,0,2,0,3,0,298,7,47,36,9,0,0,2,0,0,4,0,0,0,0,0,0,2,3908,3671
0,10094,1,0,1,1,237,0,68,67,25,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,237,1,72,71,19,0,0,0,0,0,1,0,0,0,0,0,0,0,3908,3943
0,10079,1,0,3,0,232,4,15,6,1,0,0,30,1,0,3,0,0,0,0,0,2,30,0,0,1,232,5,47,27,7,0,1,38,0,1,2,2,0,1,1,0,0,30,1997,2739
1,10079,2,0,1,0,299,8,37,24,8,0,0,1,0,0,6,0,0,0,0,0,0,1,0,1,0,299,9,69,55,15,0,0,0,0,0,6,0,0,0,0,0,0,1,1997,2739
2,10079,3,0,0,0,93,0,8,7,4,0,7,207,0,7,0,7,0,0,0,0,0,207,0,0,0,93,2,21,16,5,0,2,0,0,2,2,2,0,0,0,0,0,207,1997,2739
0,9181,1,0,0,0,271,8,39,31,9,0,0,0,0,0,4,0,0,0,0,0,1,27,0,0,0,271,7,35,25,7,0,6,27,0,11,7,14,3,0,1,3,0,27,1997,3021
1,9181,2,0,0,0,290,14,48,34,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,290,10,39,28,6,0,0,0,0,0,9,0,0,0,0,0,0,0,1997,3021
2,9181,3,0,1,0,199,4,41,36,6,0,0,0,0,0,3,0,0,0,0,0,2,73,0,2,0,199,7,25,17,8,0,2,73,2,3,7,5,0,0,0,0,0,73,1997,3021
0,8173,1,0,1,0,65,3,6,3,2,0,2,22,1,5,2,5,0,1,0,0,1,22,0,2,2,65,0,1,0,0,0,1,210,2,1,0,2,0,0,0,0,2,22,2739,2247
1,8173,2,0,0,1,38,1,17,13,5,1,2,0,0,2,1,2,0,0,0,0,1,0,0,1,0,38,0,8,7,0,0,0,43,1,0,0,0,0,0,0,0,0,0,2739,2247
0,7860,1,0,0,0,292,15,50,24,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,292,5,25,8,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2739,2263
1,7860,2,0,0,0,247,12,38,25,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,247,10,44,24,6,0,3,9,0,4,7,4,0,0,0,0,0,0,2739,2263
2,7860,3,0,0,0,173,14,64,48,25,0,0,2,0,0,11,0,0,0,1,0,0,2,0,0,0,173,1,28,19,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2739,2263
0,5934,1,0,0,0,300,5,40,27,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,300,2,46,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,2323
1,5934,2,0,1,1,184,5,26,19,11,0,0,27,1,0,4,0,0,0,0,0,1,27,0,6,0,184,8,28,14,6,0,0,15,1,0,6,0,0,0,0,0,1,27,2739,2323
2,5934,3,0,3,0,152,2,40,36,14,0,2,61,0,2,2,2,0,0,0,0,0,61,0,2,0,152,1,23,19,6,0,0,30,0,0,1,0,0,0,0,0,0,61,2739,2323
0,9085,1,0,0,1,122,2,21,13,2,1,8,48,0,11,1,11,0,0,1,0,0,48,0,0,0,122,1,12,6,1,0,0,0,0,0,1,0,0,0,0,0,0,48,2739,2469
0,11337,1,0,0,0,297,3,71,60,24,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,297,6,34,22,2,0,0,3,0,0,3,0,0,0,0,0,0,3,2739,2508
1,11337,2,0,0,2,84,2,12,10,3,0,4,32,0,6,1,6,0,1,0,0,2,184,0,5,1,84,0,6,5,1,0,1,184,3,1,0,1,0,0,0,0,1,184,2739,2508
2,11337,3,0,0,0,264,3,52,44,19,0,0,0,0,0,2,0,0,0,0,0,1,26,0,1,0,264,3,35,22,4,0,0,26,1,0,0,0,0,0,0,0,0,26,2739,2508
0,12006,1,0,0,0,218,2,52,48,19,0,0,0,0,0,1,0,0,0,0,0,1,82,0,0,0,218,1,37,21,5,0,1,82,0,2,0,2,0,0,1,0,0,82,2739,2509
1,12006,2,1,0,0,99,5,62,55,26,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,99,2,35,29,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2739,2509
0,6040,1,0,1,1,94,3,14,11,5,0,1,2,0,1,3,1,0,0,0,0,1,145,0,6,0,94,1,5,3,1,0,3,145,1,6,1,6,0,0,0,0,0,145,2739,2586
