,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
0,7728,1,25,0,0,78,0,23,0,1,93,0,0,0,1,0,1,9,1,0,0,0,17,25,2,0,25,0,40,0,0,93,0,0,1,0,0,0,11,4,2,1,1,35,2166,2846
0,9076,1,53,0,0,53,4,22,0,0,247,5,0,2,0,0,5,5,2,1,3,0,17,53,0,2,0,1,43,0,0,247,1,0,0,0,0,1,13,5,5,0,0,35,2369,2266
1,9076,2,103,0,0,103,0,21,0,0,197,0,0,1,0,0,0,5,3,2,3,0,17,103,0,1,0,0,55,0,0,197,0,0,0,0,0,0,21,5,4,0,0,48,2369,2266
2,9076,3,0,0,1,0,0,29,0,0,228,0,0,0,0,0,0,13,0,0,2,0,27,0,0,0,20,0,66,0,1,228,1,0,1,1,0,2,26,5,3,1,0,59,2369,2266
3,9076,4,0,0,0,0,0,25,0,0,300,0,0,0,0,0,0,8,1,1,2,0,20,0,0,0,0,0,101,0,0,300,0,0,0,0,0,0,42,8,7,0,0,90,2369,2266
4,9076,5,9,0,1,9,0,40,0,0,290,0,0,0,0,0,0,10,5,4,0,0,34,9,0,0,1,0,97,0,0,290,0,0,1,0,0,0,42,5,3,2,0,92,2369,2266
0,11165,1,2,0,0,2,0,26,0,0,294,0,0,0,0,0,0,4,0,0,0,0,15,2,0,0,2,0,15,0,0,294,0,0,0,0,0,0,5,3,2,3,0,10,2369,2878
1,11165,2,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,2,1,0,0,0,4,0,2,0,212,3,1,0,0,23,3,0,1,0,0,3,1,0,0,2,1,1,2369,2878
0,9508,1,4,0,1,4,0,17,0,0,191,0,0,0,0,0,0,4,1,0,1,0,10,4,0,0,6,4,37,2,0,191,4,1,0,0,0,4,14,4,1,0,0,28,2369,3197
0,6439,1,0,1,0,130,11,20,1,2,99,11,1,1,2,0,13,9,3,3,1,0,16,0,0,1,0,0,33,0,0,99,0,0,0,0,0,0,9,1,1,0,0,28,2266,2846
0,11016,1,19,0,2,0,0,37,0,0,268,0,0,0,0,0,0,20,3,2,1,0,34,19,0,0,19,0,20,0,0,268,0,0,2,0,0,0,7,1,1,3,0,17,2266,2878
1,11016,2,15,0,1,0,0,33,0,0,285,0,0,0,0,0,0,12,1,1,0,0,29,15,0,0,15,0,22,0,0,285,0,0,1,0,0,0,12,2,2,2,0,19,2266,2878
2,11016,3,134,0,1,0,0,24,0,0,157,0,0,0,0,0,0,7,2,2,1,0,22,134,0,0,134,6,25,0,0,157,7,0,1,0,0,7,10,4,4,2,0,21,2266,2878
0,8106,1,4,1,1,0,0,13,0,0,184,0,0,0,0,0,0,8,0,0,1,1,13,4,0,0,4,0,38,0,0,184,0,0,1,0,0,0,10,5,1,3,0,16,2878,1970
0,8760,1,23,1,0,0,0,8,0,0,94,0,0,0,0,0,0,2,4,3,0,1,4,23,0,0,23,1,13,0,0,94,1,0,0,0,0,1,2,4,2,2,0,8,2878,2969
0,8010,1,10,0,1,5,2,40,0,0,283,3,0,1,0,0,3,13,3,1,1,0,31,10,0,1,10,0,48,0,0,283,0,0,1,0,0,0,16,0,0,6,0,45,3197,3050
1,8010,2,0,0,0,12,2,65,1,0,288,4,0,0,0,0,4,19,3,0,0,0,52,0,0,1,0,0,79,0,0,288,0,0,0,0,0,0,20,4,1,1,0,69,3197,3050
2,8010,3,0,0,0,0,0,81,0,0,300,0,0,0,0,0,0,22,13,8,0,0,56,0,0,0,0,0,68,0,0,300,0,0,0,0,0,0,15,6,3,0,0,60,3197,3050
0,7525,1,214,0,1,214,15,21,0,0,82,28,0,0,0,0,28,5,3,3,0,0,18,214,0,0,2,0,21,1,0,82,0,0,0,0,0,0,4,0,0,2,0,19,3197,3109
1,7525,2,236,0,0,236,30,16,0,2,58,47,0,0,2,0,49,5,2,1,0,0,13,236,2,0,7,0,22,0,0,58,0,0,0,0,0,0,5,1,0,2,0,19,3197,3109
2,7525,3,120,0,1,120,6,45,1,0,158,19,0,0,0,1,19,13,4,3,0,0,38,120,0,1,19,0,30,0,0,158,0,0,1,0,1,0,4,1,1,3,0,29,3197,3109
0,8967,1,1,0,1,1,0,22,1,0,99,0,1,0,0,0,0,8,2,2,0,0,17,1,2,0,153,1,16,0,0,99,1,0,1,0,0,1,4,1,1,1,0,15,3197,3177
0,7656,1,0,0,0,0,0,39,0,0,302,0,0,0,0,0,0,6,7,5,0,0,30,0,0,0,0,0,39,0,0,302,0,0,0,0,0,0,8,5,4,3,0,29,3197,3185
1,7656,2,64,0,0,0,2,56,0,0,233,2,0,0,0,0,2,12,3,3,4,0,49,64,1,0,64,2,58,0,5,233,5,0,0,3,0,10,11,8,3,1,0,44,3197,3185
2,7656,3,0,0,0,12,0,71,0,0,281,0,0,2,0,0,0,13,14,9,3,0,53,0,0,2,0,0,77,0,0,281,0,0,0,0,0,0,15,15,11,0,0,62,3197,3185
0,9626,1,0,0,1,0,0,10,0,0,111,0,0,0,0,0,0,1,2,0,0,0,5,0,2,0,88,0,4,0,0,111,0,0,1,0,0,0,3,1,0,4,0,3,3197,3372
1,9626,2,0,0,1,0,1,64,0,0,242,1,0,0,0,0,1,15,7,5,0,0,54,0,0,0,16,0,28,0,0,242,0,0,1,0,0,0,11,2,0,7,0,25,3197,3372
2,9626,3,0,0,0,0,1,54,0,0,233,1,0,0,0,0,1,8,9,5,1,0,35,0,0,0,0,0,28,0,0,233,0,0,0,0,0,0,11,1,1,3,0,27,3197,3372
0,8284,1,0,0,0,0,0,78,0,0,301,0,0,0,0,0,0,11,7,4,0,0,63,0,0,0,0,0,53,0,0,301,0,0,0,0,0,0,10,5,2,1,0,47,3197,3426
1,8284,2,0,0,0,0,0,80,0,0,284,0,0,0,0,0,0,13,7,3,1,0,64,0,0,0,0,0,45,0,0,284,0,0,0,0,0,0,11,7,6,0,0,37,3197,3426
2,8284,3,3,0,0,0,1,97,0,0,299,2,0,0,0,0,2,26,3,2,3,0,89,3,0,0,3,0,55,0,0,299,0,0,0,0,0,0,13,5,3,3,0,47,3197,3426
0,8638,1,89,0,2,77,0,28,1,0,127,0,0,0,0,0,0,6,1,1,0,0,21,89,0,1,80,1,55,2,0,127,1,0,0,0,0,1,22,6,5,0,0,45,3197,3459
1,8638,2,0,0,0,7,0,10,0,0,42,0,0,0,0,0,0,6,0,0,1,0,7,0,1,0,0,0,15,0,0,42,0,0,0,0,0,0,4,3,2,0,1,10,3197,3459
0,10547,1,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,7,2,1,0,0,32,0,0,0,0,0,23,0,0,300,0,0,0,0,0,0,2,3,2,1,0,18,3197,3478
1,10547,2,0,0,0,0,0,55,0,0,300,0,0,0,0,0,0,10,5,2,0,0,43,0,0,0,0,0,37,0,0,300,0,0,0,0,0,0,8,3,2,1,0,32,3197,3478
2,10547,3,170,0,1,47,8,5,0,0,83,14,0,1,0,0,14,0,0,0,1,0,3,170,1,1,170,3,4,0,0,83,5,0,1,0,0,5,0,0,0,2,0,4,3197,3478
3,10547,4,3,0,0,11,0,65,0,0,286,0,0,1,0,0,0,12,10,7,1,0,46,3,0,1,3,0,29,0,0,286,0,0,0,0,0,0,2,6,2,2,0,22,3197,3478
4,10547,5,2,0,0,0,0,104,0,0,298,0,0,0,0,0,0,20,13,10,0,0,86,2,0,0,2,0,47,0,0,298,0,0,0,0,0,0,16,1,0,3,0,44,3197,3478
0,11475,1,0,0,0,8,3,44,2,0,236,7,1,0,0,0,7,8,13,5,0,0,28,0,0,1,0,0,29,0,0,236,0,0,0,0,0,0,8,2,0,0,0,26,3197,3869
0,8045,1,0,0,0,0,0,57,0,0,300,0,0,0,0,0,0,10,5,1,0,0,46,0,0,0,0,0,42,0,0,300,0,0,0,0,0,0,4,4,1,0,0,35,2118,3426
1,8045,2,3,0,0,0,1,90,0,0,295,1,0,0,0,0,1,28,3,1,0,0,85,3,0,0,3,0,67,0,0,295,0,0,0,0,0,0,11,4,2,0,0,60,2118,3426
2,8045,3,0,0,0,0,0,105,0,0,298,0,0,0,0,0,0,37,5,3,0,0,92,0,0,0,0,0,61,0,0,298,0,0,0,0,0,0,13,7,4,0,0,54,2118,3426
0,8277,1,175,0,0,175,7,22,0,0,126,12,0,0,0,0,12,8,1,0,0,0,17,175,0,0,0,0,16,0,0,126,0,0,0,0,0,0,1,4,2,2,0,4,3372,1970
1,8277,2,0,0,3,0,1,34,0,0,185,2,0,0,0,0,2,14,2,2,3,0,29,0,0,0,106,0,23,0,0,185,0,0,3,0,0,0,3,6,4,6,0,11,3372,1970
2,8277,3,0,0,0,0,0,80,0,0,292,0,0,0,0,0,0,27,2,2,4,0,71,0,0,0,0,0,72,0,0,292,0,0,0,0,0,0,11,14,12,3,0,52,3372,1970
0,9751,1,54,1,1,13,0,38,0,0,67,1,0,0,0,0,1,9,3,2,0,1,32,54,0,0,54,2,28,1,0,67,5,0,0,0,0,5,7,4,3,0,0,24,3459,2846
0,9606,1,110,0,2,0,1,49,0,0,190,1,0,0,0,0,1,2,13,5,0,0,29,110,0,0,110,0,19,0,0,190,1,0,2,0,0,1,5,0,0,2,0,14,3459,3177
1,9606,2,172,1,4,0,1,22,0,0,128,1,0,0,0,0,1,6,4,3,0,0,16,172,0,0,172,1,13,0,0,128,1,0,4,0,0,1,5,2,2,5,0,10,3459,3177
2,9606,3,117,2,1,103,7,33,0,3,80,23,0,0,2,1,26,4,5,5,0,0,26,117,0,1,117,0,20,0,0,80,4,0,2,0,0,4,5,0,0,2,0,16,3459,3177
0,8464,1,35,1,4,24,1,16,0,1,77,1,0,1,1,0,2,6,2,2,1,0,12,35,0,0,100,3,16,0,0,77,3,0,3,0,1,3,3,2,2,8,0,10,3459,1970
1,8464,2,100,1,0,100,1,14,0,0,45,1,0,0,0,1,1,1,1,1,0,1,12,100,0,0,53,0,13,0,0,45,0,0,1,0,0,0,0,3,1,2,0,5,3459,1970
0,11632,1,39,0,1,0,0,55,0,0,261,0,0,0,0,0,0,12,9,5,0,0,46,39,0,0,31,0,22,0,0,261,0,0,1,0,0,0,6,2,2,3,0,18,3459,3781
1,11632,2,251,0,2,0,0,14,0,0,49,0,0,0,0,0,0,1,3,2,0,0,11,251,0,0,244,0,6,0,0,49,1,0,2,0,0,1,4,1,1,2,0,5,3459,3781
2,11632,3,80,1,0,53,15,62,0,0,163,16,0,2,0,0,16,39,2,2,2,0,60,80,1,2,80,0,21,0,0,163,0,0,0,0,0,0,5,0,0,4,0,21,3459,3781
3,11632,4,250,0,1,0,0,11,0,0,50,0,0,0,0,0,0,4,1,1,0,0,10,250,0,0,250,4,9,0,0,50,4,0,1,0,0,4,3,0,0,3,0,8,3459,3781
4,11632,5,50,2,0,73,1,73,0,0,164,1,0,1,0,2,1,42,1,0,1,0,72,50,0,3,50,0,36,0,0,164,0,0,2,0,0,0,12,2,2,3,0,34,3459,3781
0,8939,1,27,0,1,9,0,58,0,0,243,0,0,1,0,0,0,6,6,4,1,0,45,27,0,1,27,0,37,0,0,243,2,0,1,0,0,2,9,13,12,1,0,22,3478,3450
1,8939,2,0,0,0,10,0,69,0,0,290,0,0,0,0,0,0,19,10,5,0,0,51,0,0,0,0,0,56,0,0,290,0,0,0,0,0,0,9,18,13,2,0,34,3478,3450
2,8939,3,0,0,0,171,2,39,0,0,122,3,0,1,0,0,3,13,8,6,2,0,29,0,0,1,0,0,37,0,0,122,0,0,0,0,0,0,4,10,6,0,0,26,3478,3450
0,10281,1,0,0,0,0,0,32,0,0,265,0,0,0,0,0,0,5,2,2,3,0,28,0,0,0,0,0,41,0,0,265,0,0,0,0,0,0,3,6,4,0,0,31,3478,3831
1,10281,2,0,0,0,264,8,9,1,4,36,16,0,0,4,0,20,4,1,1,0,0,7,0,0,1,0,0,9,0,0,36,0,0,0,0,0,0,1,0,0,0,0,9,3478,3831
2,10281,3,0,0,0,55,2,17,1,0,78,3,1,1,0,0,3,4,3,3,1,0,13,0,0,1,0,0,21,0,0,78,0,0,0,0,0,0,2,4,2,0,0,15,3478,3831
0,11218,1,0,0,0,0,0,67,0,0,300,0,0,0,0,0,0,23,10,8,1,0,56,0,0,0,0,0,69,0,0,300,0,0,0,0,0,0,17,4,1,0,0,63,3869,2846
1,11218,2,1,0,0,1,0,5,1,0,25,0,1,0,0,0,0,1,1,1,0,0,4,1,0,0,0,0,9,0,0,25,0,0,0,0,0,0,1,1,0,0,0,7,3869,2846
0,10678,1,0,0,0,0,0,56,0,0,300,0,0,0,0,0,0,8,5,1,0,0,41,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,8,6,3,0,0,31,3869,3445
1,10678,2,2,1,0,2,1,50,0,0,228,1,0,0,0,0,1,10,10,6,1,0,39,2,0,0,70,3,44,0,0,228,5,0,0,0,0,5,9,7,4,0,0,29,3869,3445
2,10678,3,53,0,1,53,0,33,0,0,200,0,0,3,0,0,0,9,11,9,3,0,20,53,0,3,30,0,19,0,0,200,0,0,1,0,0,0,6,6,3,3,0,12,3869,3445
0,11028,1,0,1,0,49,2,52,0,0,251,2,0,0,0,0,2,16,9,6,0,0,36,0,0,0,0,0,36,0,0,251,0,0,0,0,0,0,6,5,4,1,0,25,3869,3831
1,11028,2,40,0,0,40,3,41,0,0,134,4,0,0,0,1,4,12,9,8,3,0,31,40,0,1,40,0,42,0,0,134,0,0,1,0,0,0,18,5,3,3,0,34,3869,3831
2,11028,3,0,0,0,4,0,26,0,0,86,0,0,1,0,0,0,8,12,11,5,0,14,0,0,1,0,0,19,0,0,86,0,0,0,0,0,0,7,7,7,2,0,11,3869,3831
0,7977,1,0,1,0,0,0,12,0,0,57,0,0,0,0,0,0,2,0,0,0,1,11,0,0,0,25,0,6,0,0,57,0,0,0,0,0,0,2,0,0,1,0,3,2846,2991
0,9098,1,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,13,7,6,0,0,36,0,0,0,0,0,33,0,0,300,0,0,0,0,0,0,15,1,1,0,0,28,2846,3177
1,9098,2,0,0,0,0,0,58,0,0,300,0,0,0,0,0,0,17,12,10,0,0,44,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,16,4,2,0,0,36,2846,3177
2,9098,3,136,0,1,0,0,31,0,0,164,0,0,0,0,0,0,8,6,5,0,0,24,136,0,0,136,12,34,0,0,164,12,0,1,0,0,12,14,3,1,1,0,27,2846,3177
0,8931,1,0,0,0,0,0,62,0,0,300,0,0,0,0,0,0,14,4,3,0,0,56,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,8,3,2,0,0,38,2846,3426
1,8931,2,0,0,0,0,0,75,0,0,300,0,0,0,0,0,0,27,3,3,0,0,69,0,0,0,0,0,69,0,0,300,0,0,0,0,0,0,15,6,4,0,0,59,2846,3426
2,8931,3,0,0,0,0,0,77,0,0,300,0,0,0,0,0,0,28,5,4,0,0,70,0,0,0,0,0,79,0,0,300,0,0,0,0,0,0,13,6,4,0,0,67,2846,3426
0,7765,1,0,0,0,0,0,31,0,0,301,0,0,0,0,0,0,1,8,5,2,0,12,0,0,0,0,0,16,0,0,301,0,0,0,0,0,0,5,1,0,0,0,13,2991,2859
1,7765,2,4,0,0,4,0,40,0,0,296,0,0,1,0,0,0,9,3,2,1,0,24,4,0,1,0,0,30,0,0,296,0,0,0,0,0,0,5,1,1,0,0,27,2991,2859
2,7765,3,0,0,0,0,0,34,0,0,300,0,0,0,0,0,0,9,3,3,0,0,27,0,0,0,0,0,35,0,0,300,0,0,0,0,0,0,8,1,0,0,0,29,2991,2859
0,8223,1,91,0,0,0,0,13,0,0,62,0,0,0,0,0,0,1,0,0,0,0,9,91,1,0,91,0,9,0,0,62,0,0,1,0,0,0,0,1,0,1,1,6,2991,2969
0,8482,1,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,39,3,3,0,0,56,0,0,0,0,0,29,0,0,300,0,0,0,0,0,0,1,2,1,3,0,22,2991,3050
1,8482,2,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,24,7,7,0,0,49,0,0,0,0,0,52,0,0,300,0,0,0,0,0,0,9,8,5,0,0,38,2991,3050
2,8482,3,0,0,0,126,16,32,0,2,158,20,0,2,2,0,22,14,5,4,3,0,24,0,0,2,0,0,37,0,0,158,0,0,0,0,0,0,4,9,6,0,0,20,2991,3050
0,7958,1,0,0,0,62,0,15,0,0,96,0,0,2,0,0,0,6,0,0,5,0,13,0,0,2,0,0,15,0,0,96,0,0,0,0,0,0,3,1,0,0,0,14,3177,3185
0,10364,1,0,0,0,0,0,35,0,0,300,0,0,0,0,0,0,6,4,3,0,0,28,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,10,8,5,1,0,24,3426,3283
1,10364,2,53,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,53,1,0,53,2,3,1,0,30,6,0,0,0,0,6,2,0,0,0,1,3,3426,3283
0,10052,1,3,0,0,3,1,23,1,0,176,2,1,0,0,0,2,6,6,3,0,0,13,3,0,0,0,0,41,0,0,176,0,0,0,0,0,0,7,8,7,0,0,32,3426,3329
0,7121,1,89,0,1,0,2,38,0,0,212,2,0,0,0,0,2,12,3,3,1,0,34,89,0,0,89,1,37,0,0,212,2,0,1,0,0,2,6,2,0,1,0,29,2859,2969
1,7121,2,196,0,1,0,0,17,0,5,104,0,0,0,5,0,5,5,0,0,1,0,17,196,0,0,196,1,20,0,0,104,1,0,1,0,0,2,3,2,1,2,0,17,2859,2969
2,7121,3,103,0,3,0,2,45,0,0,200,2,0,0,0,0,2,9,1,1,0,0,43,103,0,0,103,1,20,0,0,200,1,0,3,0,0,1,3,2,2,6,0,14,2859,2969
0,7785,1,0,0,0,130,16,26,0,1,112,26,0,1,1,0,27,6,2,0,2,0,19,0,0,1,0,3,23,0,0,112,5,0,0,0,0,5,5,2,2,0,0,17,2969,3050
1,7785,2,0,0,0,228,14,14,0,0,74,15,0,1,0,0,15,0,1,0,1,0,3,0,0,1,0,4,10,0,0,74,4,0,0,0,0,4,1,0,0,0,0,9,2969,3050
2,7785,3,0,0,0,79,1,26,0,1,222,1,0,0,1,0,2,0,0,0,1,0,10,0,0,0,0,2,39,0,0,222,3,0,0,0,0,3,4,0,0,0,0,35,2969,3050
0,11399,1,0,0,0,12,0,43,0,0,276,0,0,1,0,0,0,9,12,9,1,0,23,0,0,1,0,0,43,0,0,276,0,0,0,0,0,0,14,3,2,0,0,38,2969,3781
1,11399,2,14,0,2,0,0,34,0,0,165,0,0,0,0,0,0,13,1,1,0,0,26,14,0,0,14,0,23,0,0,165,0,0,2,0,0,0,11,1,0,2,0,19,2969,3781
0,11771,1,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,21,2,2,0,0,37,0,0,0,0,0,34,0,0,300,0,0,0,0,0,0,7,14,10,2,0,18,3455,3283
1,11771,2,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,25,5,5,0,0,52,0,0,0,0,0,43,0,0,300,0,0,0,0,0,0,13,9,7,3,0,27,3455,3283
2,11771,3,0,0,0,1,0,53,1,0,116,1,1,0,0,0,1,25,12,11,0,0,37,0,0,0,0,0,35,0,0,116,0,0,0,0,0,0,7,6,4,0,0,29,3455,3283
0,9250,1,0,0,0,2,3,25,1,0,282,4,1,0,0,0,4,11,3,2,0,0,19,0,0,0,0,0,38,0,0,282,0,0,0,0,0,0,9,8,6,0,0,25,3455,3329
0,10285,1,17,2,0,17,0,9,0,0,164,0,0,0,0,1,0,2,1,0,0,0,7,17,0,1,119,1,14,0,0,164,1,0,1,0,0,1,1,2,0,1,0,8,3455,3445
1,10285,2,40,0,1,40,7,48,1,2,231,13,0,0,2,0,15,15,14,12,0,0,32,40,0,1,29,0,33,0,0,231,0,0,1,0,0,0,6,8,5,1,0,19,3455,3445
2,10285,3,0,0,0,0,0,47,0,0,286,0,0,0,0,0,0,9,9,5,0,0,33,0,0,0,0,0,46,0,0,286,0,0,0,0,0,0,9,2,1,1,0,40,3455,3445
0,9547,1,0,0,0,3,0,72,2,0,239,0,1,0,0,0,0,39,7,5,0,0,56,0,0,1,0,0,79,0,0,239,0,0,0,0,0,0,19,11,6,0,0,61,3455,3450
0,7049,1,31,1,0,253,8,5,0,1,17,12,0,1,1,1,13,0,1,0,1,0,1,31,0,2,31,0,3,0,1,17,0,0,0,1,0,1,0,1,1,0,0,2,1970,3050
1,7049,2,15,1,0,81,2,1,0,0,4,5,0,0,0,1,5,0,0,0,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1970,3050
0,7318,1,0,0,0,62,5,24,0,0,214,5,0,1,0,0,5,8,4,4,2,0,19,0,0,1,0,0,38,0,0,214,0,0,0,0,0,0,2,4,2,0,0,25,3050,3109
1,7318,2,0,1,0,22,0,15,0,0,75,0,0,1,0,0,0,7,2,0,1,1,12,0,0,0,0,0,16,0,0,75,0,0,0,0,0,0,4,2,1,0,0,11,3050,3109
0,8260,1,0,0,0,0,0,57,0,0,299,0,0,0,0,0,0,12,13,8,1,0,42,0,0,0,0,0,62,0,0,299,0,0,0,0,0,0,14,5,2,0,0,52,3050,3185
1,8260,2,2,0,0,0,0,67,0,0,277,0,0,0,0,0,0,9,11,7,1,0,49,2,0,0,2,1,63,1,0,277,1,1,0,0,0,1,18,8,8,0,0,45,3050,3185
0,8522,1,5,0,1,0,0,47,0,0,286,0,0,0,0,0,0,6,9,8,0,0,30,5,0,0,5,0,41,0,0,286,0,0,1,0,0,0,5,6,6,3,0,25,3185,3450
1,8522,2,8,0,1,0,0,40,0,0,267,0,0,0,0,0,0,5,11,7,0,0,23,8,0,0,8,1,42,0,0,267,2,0,1,0,0,2,6,13,9,3,0,18,3185,3450
2,8522,3,4,0,0,0,0,34,0,0,287,0,0,0,0,0,0,3,11,7,0,0,18,4,0,0,0,0,34,0,0,287,0,0,0,0,0,0,7,6,2,5,0,16,3185,3450
