,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
2,8288,3,3,0,0,60,0,18,0,1,232,0,0,0,1,0,1,4,2,1,3,0,15,3,0,0,3,0,32,0,0,232,0,0,0,0,0,0,10,2,1,0,0,30,2011,2825
0,7702,1,0,0,0,67,6,15,0,0,188,7,0,2,0,0,7,5,1,1,2,0,14,0,0,2,0,0,17,0,0,188,0,0,0,0,0,0,1,6,4,1,0,8,2011,2878
1,7702,2,0,0,0,199,1,11,0,2,102,5,0,1,2,0,7,1,3,2,1,0,6,0,0,1,0,2,12,0,0,102,2,0,0,0,0,2,2,2,2,0,0,10,2011,2878
2,7702,3,0,0,0,65,0,11,0,0,210,0,0,0,0,0,0,6,0,0,2,0,11,0,0,0,0,0,19,0,0,210,0,0,0,0,0,0,1,3,1,1,0,16,2011,2878
0,8454,1,4,0,2,0,0,41,0,0,242,0,0,0,0,0,0,17,2,0,0,0,38,4,0,0,4,0,61,2,0,242,0,0,0,0,0,0,12,4,2,0,0,39,2011,2969
0,6481,1,0,0,0,166,6,30,0,0,123,8,0,2,0,0,8,5,2,2,3,0,24,0,0,2,0,1,42,0,0,123,3,0,0,0,0,3,8,4,2,0,0,38,2095,2296
1,6481,2,5,2,1,229,1,15,0,0,69,1,0,2,0,0,1,4,2,2,2,0,10,5,0,1,5,0,24,0,0,69,0,0,0,0,1,0,8,2,2,1,0,22,2095,2296
2,6481,3,63,0,1,38,0,30,0,0,116,0,0,2,0,0,0,3,4,1,4,0,22,63,0,1,63,6,29,0,0,116,7,0,0,0,1,7,2,7,4,0,0,19,2095,2296
0,7739,1,14,0,0,17,0,6,0,0,117,0,0,1,0,0,0,0,1,0,4,0,4,14,0,1,14,16,12,1,0,117,21,1,0,0,0,21,3,5,4,0,0,7,2095,2858
0,10191,1,0,0,0,11,7,18,1,0,289,9,0,0,0,0,9,6,4,3,0,0,10,0,0,1,0,0,43,0,0,289,0,0,0,0,0,0,12,4,1,0,0,37,2578,2846
1,10191,2,0,0,0,36,7,7,1,0,68,8,1,1,0,0,8,3,3,3,1,0,4,0,0,1,0,0,16,0,0,68,0,0,0,0,0,0,4,3,2,0,0,13,2578,2846
0,11307,1,0,0,0,0,0,31,0,0,300,0,0,0,0,0,0,6,3,2,0,0,25,0,0,0,0,0,35,0,0,300,0,0,0,0,0,0,4,6,4,0,0,23,2578,2969
1,11307,2,2,0,0,0,0,24,0,0,134,0,0,0,0,0,0,7,2,2,0,0,19,2,0,0,2,0,36,1,0,134,0,1,0,0,0,0,7,5,4,0,0,27,2578,2969
0,9003,1,142,1,0,142,3,9,0,0,156,4,0,2,0,0,4,0,2,1,3,0,4,142,0,2,0,0,10,0,0,156,0,0,0,0,0,0,0,2,1,0,0,7,2578,3455
1,9003,2,3,0,0,3,0,38,0,0,293,0,0,0,0,0,0,10,11,10,3,0,26,3,0,0,4,0,69,0,0,293,0,0,0,0,0,0,19,9,6,0,0,57,2578,3455
2,9003,3,0,0,0,0,0,51,0,0,268,0,0,0,0,0,0,14,13,10,3,0,32,0,0,0,32,0,68,0,0,268,1,0,0,0,0,3,18,5,3,0,0,55,2578,3455
0,10441,1,0,0,0,0,0,5,0,0,122,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,10,9,1,0,122,13,1,0,0,0,13,3,1,0,0,0,7,2578,3459
0,6692,1,273,0,0,273,4,4,0,0,27,5,0,1,0,0,5,1,0,0,1,0,1,273,0,1,0,0,3,0,0,27,0,0,0,0,0,0,0,1,0,0,0,1,2825,2118
1,6692,2,22,0,0,22,0,28,0,0,275,0,0,1,0,0,0,1,5,2,2,0,19,22,0,1,2,0,51,0,0,275,0,0,0,0,0,0,5,9,4,0,0,37,2825,2118
2,6692,3,0,0,0,0,0,45,0,0,295,0,0,0,0,0,0,7,9,7,3,0,35,0,0,0,6,0,77,0,0,295,0,0,0,0,0,0,22,1,1,0,0,72,2825,2118
3,6692,4,2,0,0,2,0,53,0,0,299,0,0,1,0,0,0,7,5,3,1,0,46,2,0,1,0,0,72,0,0,299,0,0,0,0,0,0,17,4,4,0,0,63,2825,2118
4,6692,5,170,0,0,170,2,21,0,0,128,5,0,1,0,0,5,4,0,0,1,0,19,170,0,1,3,2,29,0,0,128,3,0,0,0,0,3,9,2,2,1,0,27,2825,2118
0,6413,1,0,0,0,30,0,55,0,0,201,0,0,3,0,0,0,7,5,2,5,0,42,0,0,3,0,0,32,0,0,201,0,0,0,0,0,0,6,4,1,0,0,26,2825,2134
1,6413,2,1,0,1,112,4,36,0,0,171,5,0,2,0,0,5,8,2,1,3,0,33,1,0,2,1,1,19,1,0,171,1,0,0,0,0,1,5,1,0,1,0,17,2825,2134
2,6413,3,0,0,0,1,0,47,0,0,234,0,0,0,0,0,0,16,3,3,5,0,40,0,0,0,0,0,40,0,0,234,1,0,0,0,0,1,9,5,1,0,0,35,2825,2134
0,6240,1,97,2,1,97,4,5,0,0,28,6,0,1,0,0,6,3,1,1,1,1,4,97,0,0,13,5,8,0,0,28,5,0,1,0,0,5,1,1,1,1,0,7,2825,2166
0,7215,1,47,0,0,5,0,45,0,0,250,0,0,1,0,0,0,11,1,1,3,0,33,47,0,1,47,7,53,0,0,250,8,0,0,0,0,8,18,3,3,0,0,43,2825,2858
1,7215,2,6,0,0,0,0,50,0,0,294,0,0,0,0,0,0,13,2,2,1,0,45,6,0,0,6,0,62,0,0,294,0,0,0,0,0,0,17,6,2,0,0,47,2825,2858
2,7215,3,0,0,0,0,0,38,0,0,289,0,0,1,0,0,0,8,2,1,3,0,35,0,0,1,0,0,45,0,0,289,0,0,0,0,0,0,16,8,2,0,0,35,2825,2858
3,10507,1,45,0,1,0,0,32,0,0,158,0,0,0,0,0,0,20,2,2,2,0,30,45,0,0,45,5,45,1,0,158,5,0,0,0,0,5,18,5,4,3,0,38,2825,2858
4,10507,2,0,0,0,83,2,73,0,0,217,4,0,2,0,0,4,35,4,4,2,0,69,0,0,2,0,1,73,0,0,217,1,0,0,0,0,1,26,7,6,0,0,66,2825,2858
5,10507,3,101,0,0,37,3,42,0,1,162,4,0,0,1,2,5,21,0,0,0,0,41,101,0,2,101,6,40,0,0,162,8,0,2,0,0,8,8,8,8,3,0,31,2825,2858
6,10507,4,88,0,2,24,0,46,0,1,188,1,0,0,1,1,2,27,3,3,0,0,43,88,0,1,88,0,50,0,0,188,0,0,3,0,0,0,18,1,1,4,0,47,2825,2858
7,10507,5,24,0,1,0,0,41,0,0,276,0,0,0,0,0,0,25,2,2,0,0,39,24,0,0,24,0,52,0,0,276,0,0,1,0,0,0,24,1,1,1,0,51,2825,2858
0,8876,1,9,0,0,9,0,55,0,0,275,0,0,0,0,0,0,27,2,1,2,0,53,9,0,0,12,0,55,0,0,275,0,0,0,0,0,0,19,11,7,1,0,42,2825,2878
1,8876,2,29,0,0,29,0,53,0,0,271,0,0,2,0,0,0,25,10,6,2,0,43,29,0,2,0,2,55,0,0,271,2,0,0,0,0,2,19,10,7,0,0,38,2825,2878
2,8876,3,0,0,1,0,0,53,0,0,271,0,0,0,0,0,0,23,2,1,2,0,50,0,0,0,29,0,44,0,0,271,0,0,1,0,0,0,14,9,6,1,0,33,2825,2878
3,8876,4,95,0,0,95,2,62,0,0,205,3,0,2,0,0,3,34,4,4,2,0,58,95,0,2,0,2,50,0,0,205,3,0,0,0,0,3,26,10,10,1,0,40,2825,2878
4,8876,5,0,0,1,0,0,22,0,0,290,0,0,0,0,0,0,7,2,1,0,0,20,0,0,0,10,4,23,0,0,290,6,0,1,0,0,6,7,5,4,1,0,17,2825,2878
5,9133,1,42,0,0,39,0,53,1,0,258,1,0,0,0,0,1,14,8,7,0,0,41,42,0,1,0,0,13,0,0,258,0,0,0,0,0,0,0,5,5,0,0,6,2825,2878
6,9133,2,154,0,1,154,1,9,0,1,56,2,0,1,1,0,3,3,1,1,1,0,4,154,0,1,90,5,5,0,2,56,6,0,1,2,0,10,3,1,1,1,0,4,2825,2878
7,9133,3,62,2,0,62,4,15,0,0,84,4,0,1,0,0,4,7,0,0,1,1,14,62,0,0,0,0,8,0,0,84,0,0,0,0,0,0,1,4,3,0,0,4,2825,2878
8,9530,1,16,0,1,0,0,34,0,0,254,0,0,0,0,0,0,5,3,2,0,0,28,16,0,0,16,0,22,0,0,254,0,0,1,0,0,1,2,6,5,3,0,5,2825,2878
9,9530,2,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,19,6,5,1,0,53,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,7,6,5,4,0,23,2825,2878
10,9530,3,21,0,3,0,0,58,0,0,279,0,0,0,0,0,0,20,7,2,0,0,47,21,0,0,21,0,36,2,0,279,0,0,1,0,0,0,11,6,3,1,0,23,2825,2878
11,9530,4,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,11,7,6,0,0,37,0,0,0,0,0,31,0,0,300,0,0,0,0,0,0,4,6,6,1,0,19,2825,2878
12,9530,5,0,0,1,16,0,55,0,0,284,0,0,1,0,0,0,16,4,3,1,0,49,0,0,1,0,0,42,1,0,284,1,0,0,0,0,1,16,2,0,2,0,35,2825,2878
13,10228,1,103,0,0,73,0,24,0,0,197,0,0,2,0,0,0,13,2,2,3,0,20,103,1,2,0,0,11,0,0,197,0,0,0,0,0,0,1,3,3,1,0,7,2825,2878
14,10228,2,131,0,1,128,1,23,0,1,134,1,0,1,1,0,2,12,3,2,3,0,19,131,1,1,35,3,15,0,0,134,5,0,1,0,0,5,3,3,2,1,0,10,2825,2878
15,10228,3,209,0,0,209,7,11,0,2,91,12,0,0,2,0,14,4,1,0,0,0,9,209,0,0,0,1,9,0,0,91,3,0,0,0,0,3,0,3,3,0,0,5,2825,2878
0,8161,1,0,0,0,0,0,90,0,0,299,0,0,0,0,0,0,23,3,3,0,0,86,0,0,0,0,0,71,0,0,299,0,0,0,0,0,0,20,6,4,0,0,56,2825,3197
1,8161,2,0,0,0,0,0,84,0,0,300,0,0,0,0,0,0,26,5,4,0,0,79,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,18,4,2,0,0,55,2825,3197
2,8161,3,0,0,0,0,0,102,0,0,300,0,0,0,0,0,0,29,6,5,0,0,96,0,0,0,0,0,96,0,0,300,0,0,0,0,0,0,19,7,4,0,0,83,2825,3197
3,9884,1,0,0,0,0,0,26,0,0,287,0,0,0,0,0,0,5,2,2,1,0,24,0,0,0,0,0,23,0,0,287,0,0,0,0,0,0,3,2,1,0,0,11,2825,3197
4,9884,2,0,0,0,5,0,49,0,0,274,0,0,0,0,0,0,10,7,4,2,0,40,0,0,0,0,0,36,0,0,274,0,0,0,0,0,0,6,0,0,0,0,23,2825,3197
5,9884,3,24,0,1,6,10,60,1,1,244,15,1,0,1,0,16,18,5,5,0,0,54,24,0,0,24,5,45,0,0,244,6,0,1,0,0,6,10,2,2,2,0,31,2825,3197
0,8044,1,74,0,0,98,7,21,0,0,128,13,0,0,0,1,13,4,4,1,0,0,16,74,0,1,74,10,14,0,0,128,10,0,1,0,0,10,2,1,1,2,0,11,2825,3372
1,8044,2,82,0,3,27,0,33,1,0,191,1,0,0,0,0,1,9,7,4,0,0,26,82,0,1,82,2,29,0,0,191,4,0,3,0,0,4,5,4,3,9,0,25,2825,3372
2,8044,3,10,0,1,259,6,3,0,1,31,10,0,1,1,0,11,2,0,0,1,0,3,10,0,0,10,5,0,0,0,31,6,0,0,0,1,6,0,0,0,0,0,0,2825,3372
0,8797,1,7,2,0,181,4,28,0,0,111,6,1,2,0,0,6,6,4,3,2,0,21,7,0,1,0,1,50,0,1,111,1,0,0,1,0,2,6,7,4,0,0,37,2825,3459
1,11161,1,0,0,0,0,0,23,0,0,300,0,0,0,0,0,0,6,5,5,0,0,12,0,0,0,0,0,43,0,0,300,0,0,0,0,0,0,6,8,5,0,0,31,2825,3459
2,11161,2,0,0,0,37,0,44,0,1,263,0,0,1,1,0,1,13,4,4,1,0,34,0,0,1,0,0,87,0,0,263,0,0,0,0,0,0,7,16,8,0,0,66,2825,3459
3,11161,3,0,0,0,10,1,29,0,0,273,2,0,2,0,0,2,6,5,4,3,0,18,0,0,2,0,0,79,0,0,273,0,0,0,0,0,0,13,12,8,1,0,61,2825,3459
4,11161,4,20,0,1,0,0,58,0,0,280,0,0,0,0,0,0,7,20,13,1,0,27,20,0,0,20,0,161,0,0,280,0,0,1,0,0,0,37,11,11,1,0,147,2825,3459
5,11161,5,0,0,0,0,0,54,0,0,190,0,0,0,0,0,0,15,16,10,0,0,34,0,0,0,0,0,140,0,0,190,0,0,0,0,0,0,34,7,6,0,0,132,2825,3459
0,11653,1,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,16,1,0,0,0,33,0,0,0,0,0,39,0,0,300,0,0,0,0,0,0,12,3,1,0,0,30,2825,3478
1,11653,2,2,0,1,0,0,67,0,0,298,0,0,0,0,0,0,25,4,2,0,0,58,2,0,0,2,0,33,0,0,298,0,0,1,0,0,0,4,3,1,1,0,27,2825,3478
2,11653,3,0,0,0,0,0,68,0,0,300,0,0,0,0,0,0,23,6,5,0,0,59,0,0,0,0,0,43,0,0,300,0,0,0,0,0,0,9,2,1,1,0,38,2825,3478
3,11653,4,0,0,0,0,0,70,0,0,300,0,0,0,0,0,0,19,5,3,0,0,64,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,16,4,3,0,0,60,2825,3478
4,11653,5,0,0,0,0,0,76,0,0,300,0,0,0,0,0,0,30,6,2,1,0,70,0,0,0,0,0,54,0,0,300,0,0,0,0,0,0,9,2,0,2,0,52,2825,3478
0,11928,1,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,14,6,6,0,0,33,0,0,0,0,0,68,0,0,300,0,0,0,0,0,0,18,4,1,0,0,57,2825,3869
1,11928,2,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,14,3,1,1,0,37,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,20,6,4,0,0,39,2825,3869
2,11928,3,0,0,0,0,0,24,0,0,300,0,0,0,0,0,0,3,6,4,0,0,15,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,16,3,1,0,0,42,2825,3869
3,11928,4,0,0,0,4,0,35,0,0,273,0,0,0,0,0,0,15,6,4,3,0,29,0,0,0,0,0,57,0,0,273,0,0,0,0,0,0,19,6,4,0,0,49,2825,3869
4,11928,5,0,0,0,58,0,31,0,0,242,0,0,1,0,0,0,13,4,3,1,0,24,0,0,1,0,0,56,0,0,242,0,0,0,0,0,0,17,5,1,0,0,50,2825,3869
0,6679,1,1,0,0,5,0,99,1,0,278,0,0,0,0,0,0,18,18,12,0,0,63,1,0,1,1,0,78,0,0,278,0,0,0,0,0,0,24,3,3,2,0,73,2858,2196
1,6679,2,0,0,0,0,0,113,0,0,190,0,0,0,0,0,0,35,35,25,0,0,70,0,0,0,0,0,90,0,0,190,0,0,0,0,0,0,43,5,3,0,0,83,2858,2196
2,6679,3,0,1,0,134,1,14,0,0,15,1,0,1,0,0,1,3,1,1,1,1,11,0,0,0,0,2,11,0,0,15,4,0,0,0,0,4,3,1,1,0,0,10,2858,2196
0,7571,1,84,2,0,38,0,7,0,0,14,0,0,0,0,1,0,3,1,1,1,1,5,84,0,0,84,4,6,0,0,14,5,0,0,0,0,5,2,1,1,0,0,5,2858,2296
0,8157,1,0,0,0,74,7,54,1,0,184,8,1,1,0,0,8,25,0,0,1,0,52,0,0,1,0,2,50,0,0,184,2,0,0,0,0,2,14,6,2,1,0,41,2858,2846
0,6503,1,43,0,3,93,0,22,0,0,132,0,0,0,0,0,0,3,3,2,0,0,14,43,0,0,43,1,19,0,1,132,1,0,3,0,0,2,6,1,1,3,0,18,2858,2859
1,6503,2,55,2,1,92,2,26,0,0,141,3,0,1,0,0,3,6,4,3,2,0,21,55,0,1,55,2,21,0,0,141,2,0,1,0,0,2,7,0,0,6,0,21,2858,2859
2,6503,3,0,0,0,0,0,48,0,0,301,0,0,0,0,0,0,16,3,1,1,0,44,0,0,0,0,0,49,0,0,301,0,0,0,0,0,0,15,1,0,3,0,48,2858,2859
0,7938,1,39,0,1,5,0,51,0,0,216,1,0,1,0,0,1,14,7,4,5,0,37,39,0,1,39,3,26,0,0,216,4,0,1,0,0,4,11,5,4,1,0,21,2858,2878
1,7938,2,12,0,1,12,0,48,0,0,267,0,0,1,0,0,0,12,1,1,2,0,40,12,0,1,12,4,35,1,0,267,8,0,0,0,0,8,14,2,2,1,0,31,2858,2878
2,7938,3,35,0,1,0,0,51,0,0,254,0,0,0,0,0,0,15,6,4,3,0,44,35,0,0,35,3,36,0,0,254,4,0,1,0,0,4,18,6,6,1,0,30,2858,2878
0,9977,1,0,1,0,1,0,12,0,0,25,0,0,1,0,0,0,7,1,1,1,1,11,0,0,0,0,0,14,0,0,25,0,0,0,0,0,0,9,0,0,1,0,13,2858,2969
0,8540,1,115,0,1,80,0,2,0,0,105,0,0,0,0,0,0,1,0,0,0,0,2,115,0,0,115,2,4,0,0,105,2,0,1,0,0,2,2,0,0,7,0,3,2858,3372
1,8540,2,45,0,2,32,1,21,0,0,214,1,0,1,0,0,1,6,6,5,1,0,14,45,0,0,45,0,20,0,0,214,0,0,1,0,1,0,6,1,1,6,0,16,2858,3372
2,8540,3,0,0,0,13,0,38,0,0,284,0,0,0,0,0,0,9,13,7,1,0,23,0,0,0,0,0,36,0,0,284,1,0,0,0,0,1,21,0,0,2,0,31,2858,3372
0,8957,1,0,0,0,21,1,47,0,0,279,2,0,0,0,0,2,8,8,7,1,0,25,0,0,0,0,0,20,0,0,279,0,0,0,0,0,0,9,2,2,1,0,16,2858,3455
1,8957,2,8,0,1,2,0,50,0,0,290,0,0,0,0,0,0,6,21,15,0,0,21,8,0,0,8,0,35,0,0,290,0,0,1,0,0,0,9,3,3,3,0,27,2858,3455
2,8957,3,7,0,1,1,0,50,0,0,292,0,0,0,0,0,0,12,9,4,0,0,35,7,0,0,7,0,36,0,0,292,0,0,1,0,0,0,18,3,3,3,0,33,2858,3455
0,9308,1,94,0,1,78,0,25,0,0,97,0,0,2,0,0,0,12,1,1,4,0,24,94,0,2,8,0,39,0,0,97,0,0,1,0,0,0,9,3,3,1,0,33,2858,3459
1,9308,2,2,2,0,51,0,15,0,0,42,0,0,1,0,0,0,7,2,2,2,1,13,2,0,0,0,0,21,0,0,42,1,0,0,0,0,1,3,2,0,0,0,19,2858,3459
2,10957,1,0,0,0,157,4,33,0,2,130,5,0,1,2,0,7,5,11,8,2,0,14,0,0,1,0,4,26,0,0,130,4,0,0,0,0,4,7,1,1,0,0,24,2858,3459
3,10957,2,0,0,0,219,2,11,0,1,76,3,0,2,1,0,4,3,5,3,3,0,5,0,0,2,0,3,13,0,0,76,3,0,0,0,0,3,6,3,3,0,0,10,2858,3459
4,10957,3,4,0,1,106,0,26,0,0,163,0,0,2,0,0,0,5,6,6,5,0,14,4,0,1,4,2,44,0,0,163,2,0,0,0,1,2,19,2,2,1,0,41,2858,3459
5,10957,4,31,1,1,256,0,1,0,0,8,0,0,1,0,0,0,0,0,0,2,0,1,31,0,0,31,6,2,0,0,8,12,0,0,0,1,12,1,0,0,0,0,2,2858,3459
6,10957,5,0,0,0,152,7,65,0,0,137,9,0,2,0,0,9,23,5,2,2,0,50,0,0,2,0,0,98,0,0,137,0,0,0,0,0,0,54,3,1,0,0,95,2858,3459
0,11270,1,0,0,0,96,7,44,0,1,180,10,0,2,1,0,11,10,9,6,5,0,29,0,0,2,0,0,35,0,0,180,0,0,0,0,0,0,12,3,2,0,0,29,2858,3869
1,11270,2,4,0,1,62,2,46,0,0,211,2,0,3,0,0,2,14,6,5,6,0,37,4,0,2,4,1,42,0,0,211,1,0,0,0,1,1,22,5,4,1,0,36,2858,3869
2,11270,3,0,0,0,60,1,56,0,0,187,1,0,3,0,0,1,14,17,15,3,0,35,0,0,3,0,0,45,0,0,187,0,0,0,0,0,0,17,6,4,0,0,38,2858,3869
3,11270,4,0,0,0,4,0,55,0,0,289,0,0,0,0,0,0,18,2,2,1,0,49,0,0,0,0,0,63,0,0,289,0,0,0,0,0,0,23,9,6,3,0,52,2858,3869
4,11270,5,11,0,1,122,2,22,0,2,123,3,0,1,2,0,5,7,2,2,4,0,18,11,0,1,11,0,26,0,0,123,0,0,1,0,0,0,12,0,0,2,0,25,2858,3869
0,11751,1,0,0,0,59,0,49,0,0,240,0,0,2,0,0,0,14,5,5,4,0,30,0,0,2,0,0,26,0,0,240,0,0,0,0,0,0,8,6,5,0,0,17,2858,4270
1,11751,2,0,1,0,52,0,3,0,0,19,0,0,1,0,0,0,1,0,0,3,1,3,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,2,0,0,0,0,3,2858,4270
0,5514,1,223,1,0,13,7,11,1,0,52,8,0,0,0,0,8,5,1,1,0,0,10,223,2,1,223,5,16,0,0,52,6,0,0,0,0,6,2,4,4,0,0,12,2196,2166
1,5514,2,245,1,1,15,0,6,0,0,38,0,0,0,0,0,0,1,0,0,0,0,6,245,1,0,245,0,7,0,0,38,3,0,1,0,0,3,1,4,3,3,0,3,2196,2166
2,5514,3,228,1,5,3,0,18,0,0,72,0,0,0,0,0,0,6,0,0,0,0,17,228,2,0,228,1,12,0,0,72,1,0,5,0,0,1,3,4,4,7,0,8,2196,2166
