,fight_id,round,KOL_blue,TDA_blue,SMA_blue,ST_blue,SSBA_blue,SSA_blue,SSHA_blue,SSHL_blue,SML_blue,SGHL_blue,GRC_blue,TDL_blue,SGHA_blue,SSBL_blue,SGA_blue,SGBA_blue,RVL_blue,KDL_blue,SGBL_blue,SUL_blue,FT_blue,KOL_red,TDA_red,SMA_red,ST_red,SSBA_red,SSA_red,SSHA_red,SSHL_red,SML_red,SGHL_red,GRC_red,TDL_red,SGHA_red,SSBL_red,SGA_red,SGBA_red,RVL_red,KDL_red,SGBL_red,SUL_red,FT_red,blue,red
2,12066,3,0,1,0,222,6,28,15,8,0,0,0,0,0,6,0,0,0,0,0,5,61,0,6,0,222,0,20,15,1,0,0,61,5,0,0,0,0,0,0,0,0,61,2340,3572
0,8893,1,0,1,0,285,17,103,71,27,0,0,5,1,0,13,0,0,0,0,0,0,0,0,1,0,285,3,53,33,9,0,0,0,0,0,2,0,0,0,0,0,1,0,2340,3625
0,11313,1,0,0,0,293,8,107,93,32,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,293,11,76,52,12,0,0,3,1,0,5,0,0,0,0,0,0,0,2340,3703
1,11313,2,0,0,0,119,1,47,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,119,2,27,22,7,0,0,11,0,0,1,0,0,0,0,0,0,0,2340,3703
2,11313,3,0,2,0,169,5,65,60,21,0,0,4,0,0,2,0,0,0,0,0,0,4,0,2,0,169,6,40,31,13,0,0,0,0,0,3,0,0,0,0,0,0,4,2340,3703
0,6103,1,0,3,0,299,21,57,36,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,299,16,107,90,50,0,0,0,0,0,13,0,0,0,0,0,0,0,2341,2079
1,6103,2,0,3,0,173,2,34,31,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,173,17,98,81,40,0,0,2,0,0,13,0,0,0,0,0,0,2,2341,2079
0,9243,1,0,1,1,41,3,10,7,1,1,8,193,1,9,3,9,0,0,0,0,1,205,0,1,0,41,0,7,5,2,0,1,26,1,2,0,5,0,0,0,0,0,205,2341,2678
0,10339,1,0,0,0,95,0,12,12,2,0,0,0,0,0,0,1,1,0,0,1,3,205,0,4,0,95,1,23,20,7,0,6,205,3,6,1,16,0,0,0,0,0,205,2341,3703
1,10339,2,0,1,0,54,3,12,8,2,0,0,0,0,0,1,0,0,0,0,0,0,80,0,1,1,54,1,11,6,3,1,3,80,1,3,1,4,0,0,0,0,0,80,2341,3703
0,11663,1,0,5,0,131,9,33,20,7,0,0,4,1,0,9,0,0,0,0,0,0,0,0,0,0,131,2,17,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2341,3712
1,11663,2,0,4,0,273,8,42,28,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,273,8,70,50,31,0,0,0,0,0,8,0,0,0,0,0,0,0,2341,3712
2,11663,3,0,4,0,300,8,50,41,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,300,9,101,85,53,0,0,0,0,0,8,0,0,0,0,0,0,0,2341,3712
0,7108,1,0,3,0,254,6,59,51,15,0,0,17,0,0,4,0,0,0,0,0,1,17,0,0,0,254,14,70,54,17,0,3,31,0,3,13,3,0,1,0,0,0,17,2343,2678
1,7108,2,0,2,0,260,8,69,58,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,260,19,91,65,32,0,0,4,0,0,13,0,0,0,0,0,0,0,2343,2678
2,7108,3,0,0,0,301,11,88,72,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,301,9,84,69,30,0,0,0,0,0,5,0,0,0,0,0,0,0,2343,2678
3,9901,1,0,1,0,297,22,73,50,15,0,0,0,0,0,15,0,0,0,0,0,0,2,0,2,0,297,16,70,51,30,0,0,2,0,0,15,0,0,0,0,0,0,2,2343,2678
4,9901,2,0,1,0,125,6,49,42,19,0,0,0,0,0,5,0,0,0,0,0,0,116,0,0,2,125,7,44,35,17,1,7,114,0,8,7,9,1,0,0,1,0,116,2343,2678
0,7770,1,0,1,1,261,1,64,63,27,0,2,26,0,3,1,3,0,0,1,0,1,10,0,3,0,261,8,50,29,6,0,0,10,1,0,5,0,0,0,0,0,1,10,2344,2079
1,7770,2,0,1,0,173,0,58,58,25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,173,9,54,38,10,0,1,2,1,1,6,1,0,0,0,0,0,2,2344,2079
2,8492,1,0,0,0,300,7,75,64,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,300,17,53,27,5,0,0,0,0,0,5,0,0,0,0,0,0,0,2344,2079
3,8492,2,0,0,0,300,5,81,74,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,300,20,74,48,10,0,0,0,0,0,10,0,0,0,0,0,0,0,2344,2079
4,8492,3,0,1,0,271,7,79,71,16,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,271,18,78,59,16,0,0,29,1,0,10,0,0,0,0,0,0,0,2344,2079
0,5667,1,0,1,1,94,1,33,32,12,1,0,46,1,0,1,0,0,0,0,0,0,0,0,0,0,94,2,22,18,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2344,2352
0,6162,1,0,2,0,280,5,55,45,15,0,1,21,2,1,3,1,0,0,0,0,0,0,0,0,0,280,7,85,67,6,0,0,0,0,1,4,1,0,0,0,0,2,0,2344,2678
1,6162,2,0,2,0,176,7,44,36,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,176,20,87,62,23,0,0,0,0,0,17,0,0,0,0,0,0,0,2344,2678
2,6162,3,0,2,0,160,1,42,38,13,0,3,0,0,3,1,3,0,0,0,0,0,138,0,0,0,160,11,58,44,8,0,7,138,0,11,8,11,0,0,0,0,0,138,2344,2678
0,9044,1,1,0,0,75,0,7,7,2,0,3,3,0,3,0,3,0,0,1,0,0,3,0,0,0,75,1,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2344,3099
1,9365,1,0,0,0,232,5,36,25,11,0,0,0,0,0,3,0,0,0,0,0,1,68,0,3,0,232,4,35,17,5,0,1,68,1,2,4,3,1,0,0,1,0,68,2344,3099
2,9365,2,0,1,0,231,6,41,32,10,0,2,31,1,4,5,4,0,0,0,0,1,38,0,3,0,231,4,37,27,5,0,1,38,1,1,3,2,1,0,0,1,1,38,2344,3099
3,9365,3,0,0,0,267,0,38,33,11,0,0,2,0,0,0,0,0,0,0,0,1,31,0,1,0,267,4,47,29,10,0,3,31,1,4,4,4,0,0,0,0,0,31,2344,3099
4,9365,4,0,0,0,94,4,18,12,6,0,3,152,0,4,2,5,1,1,0,1,1,54,0,3,0,94,1,18,12,3,0,3,54,2,8,1,9,0,0,0,0,1,54,2344,3099
5,9365,5,0,1,0,65,0,9,6,2,0,12,235,1,15,0,17,1,0,0,1,0,0,0,1,0,65,0,9,4,1,0,4,0,0,8,0,9,1,0,0,0,1,0,2344,3099
0,6511,1,0,0,0,281,11,73,60,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,281,20,102,81,27,0,0,0,0,0,11,0,0,0,0,0,0,0,2352,2079
1,6511,2,0,0,0,231,17,49,31,12,0,4,0,0,6,10,6,0,0,0,0,2,0,0,2,0,231,24,81,54,17,0,0,51,2,0,14,0,0,0,0,0,0,0,2352,2079
2,6511,3,0,0,0,292,15,80,63,26,0,0,2,0,1,9,1,0,0,1,0,0,2,0,0,0,292,24,139,114,42,0,0,0,0,0,16,0,0,0,0,0,1,2,2352,2079
0,8439,1,0,0,0,147,10,26,16,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,147,5,43,36,11,0,3,77,1,3,5,4,1,0,0,1,0,0,2352,2277
1,8439,2,0,0,0,287,14,70,56,25,0,0,6,0,2,12,2,0,0,1,0,0,6,0,2,0,287,5,71,62,22,0,0,0,0,0,3,0,0,0,0,0,1,6,2352,2277
2,8439,3,0,0,0,293,15,78,62,31,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,293,10,92,78,25,0,0,0,0,0,5,0,0,0,0,0,0,0,2352,2277
0,6857,1,0,0,0,293,7,81,62,21,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,293,5,89,71,27,0,0,0,0,0,2,0,0,0,0,0,0,0,2352,2328
1,6857,2,0,0,0,300,10,76,56,24,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,300,17,112,82,28,0,0,0,0,0,12,0,0,0,0,0,0,0,2352,2328
2,6857,3,0,0,0,297,14,73,55,23,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,297,13,106,75,25,0,1,2,0,2,9,2,0,0,0,0,0,2,2352,2328
0,7699,1,0,0,0,87,1,7,6,1,0,0,3,0,0,1,0,0,0,0,0,0,3,0,1,1,87,4,18,13,1,1,8,172,1,8,4,8,0,0,0,0,0,3,2352,2350
0,7109,1,0,1,0,301,13,73,47,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,301,22,104,77,12,0,0,0,0,0,10,0,0,0,0,0,0,0,2352,2465
1,7109,2,0,1,0,212,11,51,36,14,0,3,57,1,3,8,3,0,0,0,0,0,57,0,0,0,212,17,86,67,9,0,0,0,0,1,9,1,0,0,0,0,1,57,2352,2465
2,7109,3,0,0,0,301,13,82,58,26,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,301,23,130,96,18,0,0,0,0,0,13,0,0,0,0,0,0,0,2352,2465
0,7327,1,0,1,0,227,8,64,46,16,0,0,9,1,0,7,1,0,0,0,0,1,9,0,1,0,227,4,96,87,20,0,2,55,1,2,2,2,0,0,0,0,1,9,2352,2603
1,7327,2,0,0,0,263,15,75,52,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,263,13,113,95,30,0,0,1,0,0,9,0,0,0,0,0,0,0,2352,2603
2,7327,3,0,0,0,301,18,82,58,28,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,301,11,122,106,28,0,0,0,0,0,6,0,0,0,0,0,0,0,2352,2603
0,6672,1,0,0,0,266,3,50,34,8,0,0,9,0,0,2,0,0,0,0,0,1,10,0,1,0,266,12,49,35,5,0,0,10,1,0,5,0,0,0,0,0,0,10,2352,2845
1,6672,2,0,0,0,90,2,14,9,4,0,1,70,0,2,1,2,0,0,0,0,1,139,0,1,0,90,4,21,15,2,0,0,139,1,0,1,0,0,0,0,0,0,139,2352,2845
2,6672,3,0,1,0,191,4,32,20,5,0,2,69,1,2,2,2,0,0,0,0,1,26,0,4,0,191,5,38,31,4,0,0,26,1,0,3,0,0,0,0,0,1,26,2352,2845
3,9033,1,0,2,0,199,8,39,23,10,0,1,16,1,4,4,4,0,0,0,0,0,0,0,2,0,199,6,39,29,6,0,0,0,0,0,4,0,0,0,0,0,1,0,2352,2845
4,9033,2,0,0,0,250,22,56,25,9,0,0,0,0,0,15,0,0,0,0,0,1,43,0,2,0,250,10,59,45,10,0,0,43,1,0,4,0,0,0,0,0,0,43,2352,2845
5,9033,3,0,1,0,71,24,36,11,6,0,0,0,0,0,16,0,0,0,0,0,1,105,0,2,0,71,5,18,11,1,0,0,105,1,0,3,0,0,0,0,0,0,105,2352,2845
0,9577,1,0,1,0,170,2,29,25,6,0,0,65,0,0,2,0,0,1,0,0,0,65,0,1,0,170,4,30,23,8,0,8,65,0,16,2,16,0,0,1,0,1,65,2352,2908
1,9577,2,0,2,0,263,13,38,24,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,263,4,28,21,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2352,2908
2,9577,3,0,4,0,244,10,39,25,9,0,0,24,1,0,5,0,0,0,0,0,0,27,0,1,0,244,8,40,30,10,0,0,3,0,0,7,0,0,0,0,0,1,27,2352,2908
0,7749,1,0,2,0,298,9,77,65,23,0,1,2,0,1,6,1,0,0,0,0,0,0,0,1,0,298,15,106,90,14,0,0,0,0,0,8,0,0,0,0,0,0,0,2352,3008
1,7749,2,0,0,0,297,12,75,63,33,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,297,14,101,85,14,0,0,0,0,0,5,0,0,0,0,0,0,0,2352,3008
2,7749,3,0,1,0,298,16,83,66,26,0,0,0,0,0,14,0,0,0,0,0,0,2,0,1,0,298,13,82,68,12,0,0,2,0,0,2,0,0,0,0,0,0,2,2352,3008
0,7817,1,0,2,1,150,7,26,17,6,0,1,43,1,1,3,2,0,0,0,0,0,43,0,0,0,150,2,32,21,6,0,2,106,0,2,0,2,0,0,0,0,1,43,2352,3010
1,7817,2,0,1,0,296,14,51,35,10,0,0,0,0,0,13,0,0,0,0,0,1,0,0,1,0,296,12,92,71,24,0,1,5,1,1,5,1,0,0,0,0,0,0,2352,3010
2,7817,3,0,0,0,299,5,65,57,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,299,8,122,104,31,0,0,0,0,0,6,0,0,0,0,0,0,0,2352,3010
0,10577,1,0,0,0,94,7,15,8,4,0,1,13,0,1,7,1,0,0,0,0,1,18,0,1,0,94,5,36,31,13,0,6,188,0,6,4,6,0,0,1,0,0,18,2352,3054
1,10577,2,0,0,0,300,18,40,22,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,300,7,49,40,13,0,0,0,0,0,7,0,0,0,0,0,0,0,2352,3054
2,10577,3,0,0,0,33,1,6,5,1,0,0,64,0,1,0,2,0,0,0,0,1,64,0,2,0,33,1,11,10,5,0,24,188,1,28,1,28,0,0,0,0,0,64,2352,3054
3,10577,4,0,0,0,159,14,38,24,10,0,0,0,0,0,13,0,0,0,0,0,1,18,0,2,0,159,7,50,41,16,0,0,20,1,0,6,0,0,0,0,0,0,18,2352,3054
4,10577,5,0,0,0,17,2,6,4,1,0,0,0,0,0,2,0,0,0,0,0,1,5,0,1,0,17,0,8,8,8,0,19,278,1,22,0,22,0,0,0,0,0,5,2352,3054
0,8237,1,0,0,0,299,14,84,69,22,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,299,16,78,46,10,0,0,0,0,0,10,0,0,0,0,0,0,0,2352,3208
1,8237,2,1,1,0,95,4,28,24,6,0,29,169,1,43,3,43,0,0,0,0,0,169,0,0,0,95,3,30,21,6,0,0,0,0,0,2,0,0,0,0,0,0,169,2352,3208
0,9809,1,0,2,0,163,6,17,11,3,0,0,11,1,0,1,0,0,0,0,0,0,60,0,3,0,163,5,21,16,4,0,0,44,0,0,1,0,0,0,0,0,1,60,2352,3280
1,9809,2,0,0,0,141,7,27,20,6,0,0,55,0,0,6,0,0,0,0,0,1,55,0,2,0,141,3,27,24,6,0,0,102,1,0,0,0,0,0,0,0,0,55,2352,3280
2,9809,3,0,0,0,40,0,10,10,5,0,0,16,0,1,0,1,0,1,0,0,1,17,0,3,0,40,0,12,12,3,0,0,210,2,0,0,0,0,0,0,0,1,17,2352,3280
0,8049,1,0,0,0,270,21,68,47,22,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,270,14,69,47,13,0,0,0,0,0,8,0,0,0,0,0,0,0,2352,3369
1,8049,2,0,0,0,289,20,85,64,24,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,289,9,76,54,14,0,0,0,0,0,5,0,0,0,0,0,0,0,2352,3369
2,8049,3,0,0,0,113,5,31,26,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,113,3,41,36,9,0,0,0,0,0,2,0,0,0,0,0,0,0,2352,3369
0,8313,1,0,1,0,266,8,41,33,13,0,3,34,1,5,3,5,0,0,0,0,0,34,0,0,0,266,11,45,21,9,0,0,0,0,0,4,0,0,0,0,0,1,34,2352,3427
1,8313,2,0,1,1,204,4,26,22,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,204,4,23,16,4,0,0,93,1,1,4,1,0,0,0,0,0,0,2352,3427
2,8313,3,0,2,0,301,10,54,41,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,301,14,61,45,11,0,0,0,0,0,7,0,0,0,0,0,0,0,2352,3427
0,11326,1,0,2,0,201,5,29,24,4,0,4,99,2,5,0,5,0,0,0,0,0,99,0,2,0,201,0,20,19,6,0,0,0,0,0,0,0,0,0,0,0,2,99,2352,3572
1,11326,2,0,4,1,246,10,45,35,11,1,0,2,0,0,9,0,0,1,0,0,0,2,0,5,0,246,6,40,32,5,0,0,4,1,0,3,0,0,0,0,0,0,2,2352,3572
0,10044,1,0,2,0,287,12,67,54,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,287,6,69,63,23,0,0,0,0,0,5,0,0,0,0,0,0,0,2352,3646
1,10044,2,0,3,0,269,13,63,50,16,0,3,17,1,3,10,3,0,0,0,0,1,8,0,1,0,269,6,77,71,23,0,0,8,1,0,4,0,0,0,0,0,1,8,2352,3646
2,10044,3,0,1,0,297,19,85,66,24,0,0,0,0,0,15,0,0,0,0,0,0,3,0,1,0,297,15,95,79,26,0,0,2,0,0,10,0,0,0,0,0,0,3,2352,3646
0,11573,1,0,0,0,295,13,47,34,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,295,5,62,52,18,0,0,0,0,0,4,0,0,0,0,0,0,0,2352,3703
1,11573,2,0,1,0,236,23,72,46,24,0,3,0,0,6,13,7,1,0,0,1,2,64,0,2,0,236,2,70,64,28,0,1,64,2,3,0,6,3,0,0,2,0,64,2352,3703
2,11573,3,0,1,0,292,23,89,66,29,0,0,5,0,0,17,1,1,0,0,1,1,3,0,2,0,292,3,101,96,35,0,0,3,1,0,2,0,0,0,0,0,0,3,2352,3703
0,10866,1,0,2,0,91,10,22,12,5,0,2,77,1,4,9,4,0,1,0,0,0,47,0,3,0,91,11,31,18,11,0,1,44,1,1,9,1,0,0,0,0,2,47,2352,3841
1,10866,2,0,3,0,217,19,53,32,17,0,0,9,1,0,18,0,0,0,0,0,0,0,0,0,0,217,17,71,47,14,0,0,0,0,0,13,0,0,0,0,0,1,0,2352,3841
2,10866,3,0,4,0,60,13,37,24,12,0,1,141,3,4,10,4,0,0,0,0,1,2,0,0,0,60,5,30,25,3,0,0,2,0,0,3,0,0,1,0,0,2,2,2352,3841
0,10198,1,0,0,0,300,16,104,81,30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,300,4,53,48,17,0,0,0,0,0,3,0,0,0,0,0,0,0,2352,3884
1,10198,2,0,0,0,300,36,120,81,35,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,300,6,50,43,10,0,0,0,0,0,5,0,0,0,0,0,0,0,2352,3884
2,10198,3,0,0,0,300,36,121,78,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,300,12,70,56,22,0,0,0,0,0,10,0,0,0,0,0,0,0,2352,3884
0,12246,1,0,3,0,254,6,46,38,18,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,254,9,68,57,19,0,0,2,1,0,6,0,0,0,0,0,0,0,2352,3919
1,12246,2,0,1,1,244,14,54,39,19,0,0,0,0,0,11,0,0,0,0,0,1,0,0,3,0,244,7,50,42,21,0,0,24,1,0,6,0,0,0,0,0,0,0,2352,3919
2,12246,3,0,1,0,65,3,10,7,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,65,3,29,25,12,0,4,233,1,4,0,4,0,0,0,0,0,0,2352,3919
0,11886,1,0,1,0,119,16,40,23,7,0,3,110,1,4,15,6,2,0,0,2,0,1,0,1,0,119,5,27,19,8,0,0,1,0,0,4,0,0,0,0,0,1,1,2352,4021
1,11886,2,0,2,0,297,24,70,43,22,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,297,9,65,49,21,0,0,0,0,0,7,0,0,0,0,0,0,0,2352,4021
2,11886,3,0,3,0,212,13,40,24,6,0,2,82,1,2,6,2,0,0,0,0,0,0,0,1,0,212,9,46,33,12,0,0,0,0,0,8,0,0,0,0,0,1,0,2352,4021
0,7368,1,0,0,0,116,6,56,46,15,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,116,5,73,66,32,0,0,1,0,0,4,0,0,0,1,0,0,0,2678,2079
0,6577,1,0,0,0,136,1,37,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,136,3,28,24,6,1,0,43,1,0,2,0,0,0,0,0,0,0,2678,2277
0,5814,1,0,0,0,228,5,56,49,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,228,4,49,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,2350
1,5814,2,0,0,0,86,1,24,16,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,86,0,11,8,1,0,0,188,1,0,0,0,0,0,0,0,0,0,2678,2350
2,5814,3,0,0,0,188,5,77,63,12,0,8,80,0,9,4,12,3,0,0,2,0,80,0,5,0,188,3,40,36,9,0,0,2,0,0,2,0,0,0,0,0,0,80,2678,2350
0,7835,1,0,0,0,298,9,82,68,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,298,12,128,102,25,0,0,0,0,0,7,0,0,0,0,0,0,0,2678,2814
1,7835,2,0,0,0,271,15,87,67,19,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,271,11,117,95,33,0,0,0,0,0,9,0,0,0,0,0,0,0,2678,2814
2,7835,3,0,0,0,298,9,63,51,14,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,1,298,23,124,92,34,0,0,0,0,0,17,0,0,0,0,0,0,0,2678,2814
0,6909,1,0,0,0,300,12,106,91,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,300,28,76,43,11,0,0,0,0,0,8,0,0,0,0,0,0,0,2678,3008
1,6909,2,0,2,0,263,15,102,87,37,0,5,6,1,5,9,5,0,0,0,0,0,27,0,0,0,263,12,37,22,6,0,4,27,0,4,6,4,0,0,0,0,1,27,2678,3008
2,6909,3,0,0,0,298,17,120,101,32,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,298,8,58,47,16,0,0,0,0,0,3,0,0,0,0,0,0,0,2678,3008
0,8246,1,0,0,0,197,4,40,27,10,0,0,0,0,0,2,0,0,0,0,0,2,90,0,3,0,197,9,61,48,20,0,3,90,2,5,6,8,0,0,0,0,0,90,2678,3010
1,8246,2,0,1,0,204,6,35,24,8,0,0,0,0,0,2,0,0,0,0,0,2,20,0,2,0,204,5,70,57,26,0,2,20,2,3,5,4,1,0,0,1,0,20,2678,3010
2,8246,3,0,0,1,74,4,10,4,1,0,0,13,0,0,3,0,0,0,0,0,1,213,0,1,0,74,5,30,23,7,0,1,145,1,2,5,5,3,0,0,3,0,213,2678,3010
0,11691,1,0,0,0,285,5,16,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,285,15,36,17,8,0,0,0,0,0,12,0,0,0,0,0,0,0,2678,3841
1,11691,2,0,1,0,285,6,31,19,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,285,15,45,24,9,0,0,0,0,0,9,0,0,0,0,0,0,0,2678,3841
2,11691,3,0,0,0,242,13,51,33,11,0,0,28,0,0,10,0,0,0,0,0,0,26,0,0,1,242,14,62,43,13,0,0,26,0,1,12,1,0,0,0,0,0,26,2678,3841
0,11275,1,0,2,0,239,1,18,13,4,0,0,0,0,0,1,0,0,0,0,0,1,61,0,3,0,239,7,29,21,11,0,7,61,1,7,6,7,0,0,0,0,0,61,2678,3919
1,11275,2,0,0,0,300,13,61,38,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,300,16,72,53,23,0,0,0,0,0,13,0,0,0,0,0,0,0,2678,3919
2,11275,3,0,0,0,228,8,32,22,4,0,0,0,0,0,3,0,0,0,0,0,1,72,0,3,0,228,5,22,17,10,0,2,72,1,2,4,6,0,0,0,0,0,72,2678,3919
0,9702,1,0,0,0,193,2,17,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,193,1,9,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2908,2079
0,11168,1,0,0,0,135,4,23,15,4,0,0,0,0,0,3,0,0,0,0,0,1,165,0,1,0,135,2,18,16,4,0,4,165,1,4,0,4,0,0,0,0,0,165,2908,3054
1,11168,2,0,1,0,144,4,34,26,7,0,10,127,1,16,3,17,1,0,1,1,1,27,0,1,0,144,0,23,22,8,0,0,27,0,1,0,1,0,1,0,0,1,27,2908,3054
2,11168,3,0,1,0,36,1,1,0,0,0,5,113,1,5,1,5,0,0,0,0,1,151,0,1,0,36,0,2,2,1,0,4,151,0,6,0,6,0,1,0,0,0,151,2908,3054
0,10598,1,0,0,1,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,27,1,3,0,0,0,36,265,1,47,1,52,5,0,0,5,0,0,2908,3099
1,10598,2,0,0,0,73,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,73,5,12,6,4,0,6,227,2,7,5,8,1,0,0,1,0,0,2908,3099
2,10598,3,0,0,0,122,0,12,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,122,6,23,16,10,0,1,141,1,3,5,6,0,0,0,0,0,0,2908,3099
3,10598,4,0,0,1,256,3,37,34,11,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,256,12,45,17,7,0,0,37,1,0,9,0,0,0,0,0,0,0,2908,3099
4,10598,5,0,0,0,55,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,55,5,12,5,5,0,37,222,1,49,4,56,7,0,1,7,0,0,2908,3099
0,10221,1,0,1,0,285,6,18,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,285,5,28,8,0,0,1,15,0,1,1,1,0,0,0,0,0,0,2908,3168
1,10221,2,0,1,1,126,5,15,9,3,0,1,174,1,1,4,1,0,0,0,0,0,174,0,0,0,126,2,15,11,1,0,0,0,0,0,1,0,0,0,0,0,1,174,2908,3168
2,10221,3,1,0,0,54,2,19,17,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,1,8,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2908,3168
0,11190,1,0,0,0,136,5,35,27,9,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,136,1,19,5,1,0,1,164,0,2,0,4,1,0,0,1,0,0,3168,2079
1,11190,2,0,0,0,277,3,107,104,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,277,11,86,59,21,0,0,0,0,0,8,0,0,0,0,0,0,0,3168,2079
2,11190,3,0,0,1,254,9,84,74,27,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,254,5,71,44,12,0,0,19,1,0,5,0,0,0,0,0,0,0,3168,2079
0,9356,1,0,0,0,222,12,49,31,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,222,2,17,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3168,3054
1,9356,2,0,0,1,30,1,6,4,0,0,0,6,0,0,0,0,0,0,0,0,1,9,0,1,1,30,1,9,8,1,0,9,243,0,13,0,13,0,1,0,0,0,9,3168,3054
2,9356,3,0,0,0,278,15,91,66,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,278,3,35,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3168,3054
3,9356,4,0,0,0,261,19,65,36,14,0,0,0,0,0,13,0,0,0,0,0,1,0,0,2,0,261,2,51,47,9,0,3,39,1,3,1,3,0,0,0,0,0,0,3168,3054
4,9356,5,0,0,0,259,11,68,49,21,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,259,2,46,43,8,0,0,0,0,0,2,0,0,0,0,0,0,0,3168,3054
0,7473,1,0,0,0,80,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,80,1,12,11,3,0,9,219,1,9,1,11,2,0,0,1,0,0,3168,2350
