,fight_id,round,KOL_blue,TDA_blue,SMA_blue,ST_blue,SSBA_blue,SSA_blue,SSHA_blue,SSHL_blue,SML_blue,SGHL_blue,GRC_blue,TDL_blue,SGHA_blue,SSBL_blue,SGA_blue,SGBA_blue,RVL_blue,KDL_blue,SGBL_blue,SUL_blue,FT_blue,KOL_red,TDA_red,SMA_red,ST_red,SSBA_red,SSA_red,SSHA_red,SSHL_red,SML_red,SGHL_red,GRC_red,TDL_red,SGHA_red,SSBL_red,SGA_red,SGBA_red,RVL_red,KDL_red,SGBL_red,SUL_red,FT_red,blue,red
1,8524,2,0,2,1,194,11,71,59,19,0,0,64,1,0,10,0,0,0,0,0,1,64,0,0,0,194,12,57,45,13,0,0,42,0,1,9,1,0,1,0,0,0,64,2137,2977
2,8524,3,1,1,0,151,7,60,52,21,0,0,0,0,0,5,0,0,0,1,0,0,7,0,0,0,151,4,55,51,23,0,0,0,0,0,3,0,0,0,0,0,0,7,2137,2977
0,9040,1,0,0,0,275,14,54,28,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,275,5,33,21,5,0,3,25,0,5,4,5,0,0,1,0,0,0,2137,3198
1,9040,2,1,1,0,180,16,54,34,10,0,2,3,0,2,12,2,0,0,1,0,0,3,0,0,0,180,1,33,31,8,0,0,0,0,0,1,0,0,0,0,0,0,3,2137,3198
0,9550,1,0,0,0,300,21,74,42,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,300,9,65,52,15,0,0,0,0,0,5,0,0,0,0,0,0,0,2137,3502
1,9550,2,0,1,0,290,18,92,66,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,290,5,81,70,21,0,0,0,0,0,4,0,0,0,0,0,0,0,2137,3502
2,9550,3,0,0,0,300,29,107,74,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,300,8,109,90,30,0,0,0,0,0,5,0,0,0,0,0,0,0,2137,3502
0,12241,1,0,0,0,49,0,4,0,0,0,0,19,0,1,0,1,0,0,0,0,1,232,0,1,1,49,0,3,3,1,0,1,232,1,1,0,1,0,0,0,0,0,232,2137,3923
1,12241,2,0,0,0,300,19,57,31,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,300,9,33,17,6,0,0,0,0,0,5,0,0,0,0,0,0,0,2137,3923
2,12241,3,0,0,0,300,20,68,35,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,300,4,37,24,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2137,3923
0,10607,1,0,0,0,300,10,49,28,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,300,8,35,15,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2137,3935
1,10607,2,0,0,0,300,15,75,48,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,300,8,51,33,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2137,3935
2,10607,3,0,1,0,286,30,91,51,7,0,0,0,0,0,12,0,0,0,0,0,1,8,0,1,0,286,8,54,42,16,0,0,8,1,0,1,0,0,0,0,0,0,8,2137,3935
0,9571,1,0,0,0,122,10,32,14,5,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,122,12,44,29,11,0,5,0,0,5,8,5,0,0,1,0,0,0,2166,3115
0,7081,1,0,0,0,279,7,47,33,5,0,0,0,0,1,6,1,0,0,0,0,1,0,0,2,0,279,10,54,33,10,0,1,7,1,2,7,2,0,0,0,0,0,0,2359,2183
1,7081,2,0,0,0,290,5,68,54,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,290,10,78,64,18,0,0,0,0,0,8,0,0,0,0,0,0,0,2359,2183
2,7081,3,0,0,0,301,17,75,50,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,301,11,98,81,26,0,0,0,0,0,8,0,0,0,0,0,0,0,2359,2183
0,8853,1,0,1,0,152,3,12,4,3,0,0,15,1,0,3,0,0,0,0,0,0,108,0,6,1,152,1,16,10,3,1,2,108,1,3,1,4,1,0,0,1,1,108,2977,3214
0,9851,1,0,0,0,300,5,40,17,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,300,6,35,27,8,0,0,0,0,0,5,0,0,0,0,0,0,0,3198,3115
1,9851,2,0,0,0,300,6,56,37,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,300,10,56,45,10,0,0,0,0,0,5,0,0,0,0,0,0,0,3198,3115
2,9851,3,0,2,0,245,11,58,44,17,0,0,26,2,0,9,0,0,0,0,0,1,14,0,0,0,245,7,61,54,14,0,1,14,0,1,5,1,0,1,0,0,1,14,3198,3115
0,10939,1,0,0,0,288,2,30,5,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,288,8,46,37,5,0,0,0,0,0,8,0,0,0,0,0,1,0,3198,3502
1,10939,2,1,0,0,139,0,28,10,6,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,139,4,26,22,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3198,3502
0,10381,1,0,0,0,173,2,54,49,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,173,5,68,62,25,0,5,4,0,7,2,7,0,0,1,0,0,0,3502,2266
0,11781,1,0,0,0,277,2,55,46,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,277,5,46,30,14,0,0,0,0,0,4,0,0,0,0,0,0,0,3502,3935
1,11781,2,0,0,0,300,6,98,82,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,300,10,70,52,29,0,0,0,0,0,5,0,0,0,0,0,0,0,3502,3935
2,11781,3,0,1,0,118,2,30,28,13,0,0,2,0,0,1,0,0,0,0,0,2,130,0,2,0,118,1,29,27,15,0,2,130,2,2,0,2,0,0,0,0,0,130,3502,3935
0,11949,1,0,0,2,170,2,16,14,5,0,0,71,0,0,1,0,0,0,0,0,0,59,0,4,0,170,11,43,27,16,0,0,59,0,0,9,0,0,0,0,0,0,59,3923,2192
1,11949,2,0,1,1,86,2,23,21,6,1,0,141,0,0,1,0,0,1,0,0,0,22,0,1,0,86,3,28,20,7,0,0,22,1,0,3,0,0,0,0,0,0,22,3923,2192
0,11489,1,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,3,2,1,0,3,2,0,3,0,3,0,0,1,0,0,0,3923,3082
0,10836,1,0,5,0,133,14,46,25,10,0,1,74,4,2,11,2,0,0,0,0,0,19,0,0,1,133,3,25,17,11,0,0,19,0,0,3,0,0,0,0,0,4,19,3923,3239
1,10836,2,0,2,0,273,11,74,54,25,0,0,2,0,0,7,0,0,0,0,0,0,0,0,5,0,273,9,67,55,22,0,0,0,0,0,8,0,0,0,0,0,0,0,3923,3239
2,10836,3,0,0,0,162,5,51,41,12,0,0,3,0,1,4,1,0,0,0,0,2,133,0,5,0,162,9,39,26,12,0,3,133,2,5,9,6,1,0,0,1,0,133,3923,3239
0,11356,1,0,0,0,300,8,51,40,23,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,300,5,46,19,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3935,2925
1,11356,2,0,0,0,187,4,54,49,22,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,187,2,30,24,7,0,0,17,1,0,2,0,0,0,0,0,0,0,3935,2925
2,11356,3,0,0,0,281,19,65,41,26,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,281,9,47,32,13,0,0,0,0,0,4,0,0,0,0,0,1,0,3935,2925
0,12025,1,0,1,0,163,2,7,4,2,0,0,10,1,0,1,0,0,0,0,0,1,10,0,4,0,163,2,12,8,2,0,0,52,1,0,1,0,0,0,0,0,1,10,3935,3082
1,12025,2,0,4,0,241,3,11,4,0,0,1,33,1,1,2,1,0,0,0,0,0,33,0,1,0,241,0,28,25,12,0,0,0,0,0,0,0,0,0,0,0,1,33,3935,3082
2,12025,3,0,2,0,214,2,13,9,2,0,0,22,1,0,2,0,0,0,0,0,1,22,0,3,1,214,1,26,25,11,0,0,28,1,0,0,0,0,0,0,0,1,22,3935,3082
0,11124,1,0,0,0,300,9,63,41,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,300,6,54,41,13,0,0,0,0,0,5,0,0,0,0,0,0,0,3935,3634
1,11124,2,0,0,0,180,10,56,36,23,0,7,7,0,7,6,7,0,0,0,0,0,0,0,0,0,180,6,41,30,13,0,0,0,0,0,5,0,0,0,0,0,0,0,3935,3634
0,10115,1,0,0,0,294,2,66,59,20,0,0,0,0,0,2,0,0,0,0,0,1,6,0,4,0,294,2,56,52,13,0,0,6,1,0,2,0,0,0,0,0,0,6,3935,3672
1,10115,2,0,0,0,300,1,52,42,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,300,9,56,44,8,0,0,0,0,0,6,0,0,0,0,0,0,0,3935,3672
2,10115,3,0,0,0,271,2,53,45,23,0,0,14,0,1,2,1,0,1,1,0,0,15,0,6,0,271,2,58,56,10,0,0,15,1,0,2,0,0,0,0,0,2,15,3935,3672
0,10312,1,0,1,0,175,11,40,28,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,175,5,40,27,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3935,3693
1,10312,2,0,0,0,126,12,37,23,14,0,1,2,0,1,10,1,0,0,1,0,0,2,0,1,0,126,2,30,20,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3935,3693
0,5201,1,0,0,0,296,5,45,28,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,296,6,49,42,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2183,2192
1,5201,2,0,0,0,257,0,26,21,5,0,2,43,0,3,0,4,1,0,1,1,0,0,0,0,0,257,2,37,34,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2183,2192
2,5201,3,0,1,0,269,4,56,47,7,0,0,29,0,0,2,0,0,1,0,0,0,3,0,2,0,269,1,51,48,9,0,0,3,0,0,0,0,0,0,0,0,1,3,2183,2192
0,6732,1,0,1,0,228,2,43,29,5,0,0,2,1,0,1,0,0,0,0,0,1,2,0,2,2,228,8,63,52,18,0,4,64,1,4,6,4,0,0,0,0,1,2,2183,2266
1,6732,2,0,1,0,209,7,50,39,11,0,0,8,1,0,3,0,0,0,0,0,0,8,0,2,1,209,10,77,64,28,1,0,48,1,0,8,0,0,0,0,0,1,8,2183,2266
0,11402,1,0,1,0,293,4,27,16,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293,2,15,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2183,3313
1,11402,2,0,0,0,300,13,41,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,300,3,45,39,19,0,0,0,0,0,3,0,0,0,0,0,0,0,2183,3313
2,11402,3,0,0,0,300,4,51,40,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,300,2,36,33,15,0,0,0,0,0,2,0,0,0,0,0,0,0,2183,3313
0,11483,1,0,5,1,184,3,23,18,9,1,0,49,2,1,2,1,0,0,0,0,0,49,0,0,0,184,1,12,8,0,0,0,5,0,0,0,0,0,0,0,0,1,49,2192,2895
0,11259,1,0,2,0,165,5,22,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,2,19,14,3,0,0,101,0,0,1,0,0,0,0,0,0,0,2192,3313
1,11259,2,0,4,0,124,2,8,5,0,0,0,62,1,0,1,0,0,0,0,0,2,62,0,2,0,124,1,22,20,8,0,1,57,1,1,1,1,0,1,0,0,0,62,2192,3313
2,11259,3,0,1,0,160,10,32,19,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,160,6,37,31,6,0,0,17,1,0,3,0,0,0,0,0,0,0,2192,3313
0,12407,1,0,0,0,17,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,17,0,2,2,2,0,3,4,0,5,0,6,1,0,1,0,0,4,2192,3634
0,11938,1,0,0,0,135,1,34,33,20,0,0,0,0,0,1,0,0,0,0,0,2,139,0,3,0,135,3,19,12,1,0,0,139,2,0,3,0,0,0,0,0,0,139,2266,4104
1,11938,2,0,0,1,197,6,56,50,28,0,0,0,0,0,6,0,0,0,0,0,5,103,0,5,0,197,4,61,43,16,0,0,103,5,0,3,0,0,0,0,0,0,103,2266,4104
2,11938,3,0,0,0,248,7,81,74,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,248,6,101,80,26,0,0,0,0,0,3,0,0,0,0,0,0,0,2266,4104
0,9668,1,0,0,0,300,2,27,24,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,300,3,48,30,7,0,0,0,0,0,2,0,0,0,0,0,0,0,3313,2925
1,9668,2,0,1,0,228,6,44,38,13,0,0,0,0,0,4,0,0,0,0,0,0,72,0,0,0,228,5,66,54,17,0,2,72,0,2,2,2,0,0,0,0,0,72,3313,2925
2,9668,3,0,0,0,70,0,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,70,3,26,22,12,1,2,28,0,5,2,5,0,0,1,0,0,28,3313,2925
0,10255,1,0,1,0,300,1,26,23,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,3,32,27,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3313,3115
1,10255,2,0,3,0,296,2,32,27,8,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,296,7,43,35,6,0,0,0,0,0,5,0,0,0,0,0,1,2,3313,3115
2,10255,3,0,8,0,296,2,45,42,13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,296,5,56,50,16,0,0,0,0,0,3,0,0,0,0,0,0,1,3313,3115
0,9296,1,0,0,0,300,2,50,39,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,300,4,65,59,7,0,0,0,0,0,1,0,0,0,0,0,0,0,3313,3214
1,9296,2,0,0,0,300,8,49,35,23,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,300,5,72,66,10,0,0,0,0,0,2,0,0,0,0,0,0,0,3313,3214
2,9296,3,1,0,0,76,2,19,16,11,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,76,0,27,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,3214
0,8316,1,0,0,0,300,0,25,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,38,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3313,3239
1,8316,2,0,0,0,96,0,19,18,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,96,0,19,18,5,0,9,4,0,10,0,10,0,0,1,0,0,4,3313,3239
0,8026,1,0,0,0,47,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,1,6,5,1,0,0,144,0,0,1,0,0,0,0,0,0,0,3313,3286
1,8026,2,0,1,0,25,0,4,4,2,0,2,151,1,2,0,5,3,1,0,2,0,151,0,1,0,25,0,6,6,0,0,0,122,1,0,0,0,0,0,0,0,2,151,3313,3286
2,8026,3,0,1,0,165,0,54,54,23,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,165,14,45,31,3,0,0,0,0,0,6,0,0,0,0,0,0,2,3313,3286
0,8791,1,0,3,0,249,3,39,33,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,249,4,48,42,8,0,0,0,0,0,1,0,0,0,0,0,0,0,3313,3592
1,8791,2,0,3,0,204,1,36,34,12,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,204,5,52,46,8,0,0,0,0,0,4,0,0,0,0,0,0,0,3313,3592
2,8791,3,1,1,0,135,3,30,25,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,135,6,37,31,7,0,0,0,0,0,3,0,0,0,0,0,0,0,3313,3592
0,10851,1,0,0,0,139,0,19,19,8,0,0,27,0,2,0,2,0,0,0,0,1,27,0,4,1,139,2,14,10,1,0,0,23,1,0,1,0,0,0,0,0,0,27,3313,3879
1,10851,2,0,3,0,133,5,27,21,10,0,0,86,1,1,3,1,0,0,0,0,1,86,0,2,0,133,5,31,23,9,0,1,25,1,1,3,1,0,0,0,0,1,86,3313,3879
2,10851,3,0,3,0,217,4,41,32,13,0,1,63,1,2,2,2,0,0,0,0,0,63,0,0,1,217,2,33,30,7,0,2,20,0,3,1,6,3,0,0,3,1,63,3313,3879
0,12210,1,0,2,0,198,5,41,36,17,0,0,79,1,1,5,1,0,0,0,0,0,0,0,2,1,198,9,49,29,8,0,0,0,0,0,5,0,0,0,0,0,1,0,3313,4104
1,12210,2,0,3,0,252,4,67,63,31,0,0,7,1,0,3,0,0,0,0,0,1,22,0,0,1,252,19,84,55,15,0,0,22,0,0,14,0,0,1,0,0,0,22,3313,4104
2,12210,3,0,3,0,236,4,75,70,22,0,0,50,3,0,4,0,0,0,0,0,0,0,0,1,0,236,10,100,76,26,0,0,0,0,0,8,0,0,0,0,0,3,0,3313,4104
0,11802,1,0,0,0,269,2,43,39,9,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,269,5,48,34,13,0,0,2,0,0,4,0,0,0,0,0,0,2,3313,4241
1,11802,2,0,1,0,222,3,61,54,9,0,0,0,0,0,3,0,0,0,0,0,1,44,0,1,0,222,4,57,51,21,0,0,44,1,1,2,1,0,0,0,0,0,44,3313,4241
2,11802,3,0,0,0,174,2,33,29,3,0,0,28,0,0,0,0,0,1,0,0,0,94,0,3,1,174,1,26,24,9,0,0,94,1,2,1,2,0,0,0,0,1,94,3313,4241
0,7600,1,0,1,0,78,1,10,3,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,1,78,3,13,8,4,1,2,16,0,3,2,3,0,0,0,0,0,16,2895,3082
0,9944,1,0,0,0,76,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,71,0,2,1,76,1,15,12,1,1,2,71,2,2,1,2,0,0,0,0,0,71,2895,3239
0,10540,1,0,0,0,61,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,61,0,5,5,3,0,2,3,0,3,0,3,0,0,1,0,0,0,3634,2852
0,9958,1,0,2,0,275,3,31,26,15,0,0,0,0,0,2,0,0,0,0,0,1,24,0,2,0,275,10,46,32,8,0,2,24,1,3,8,3,0,0,0,0,0,24,3634,3386
1,9958,2,0,0,0,219,5,43,33,19,0,0,0,0,0,5,0,0,0,0,0,1,80,0,2,0,219,6,49,41,15,0,0,80,1,0,3,0,0,0,0,0,0,80,3634,3386
2,9958,3,0,1,0,291,9,58,48,17,0,0,0,0,0,7,0,0,0,0,0,1,9,0,3,0,291,9,69,59,38,0,0,9,1,0,9,0,0,0,0,0,0,9,3634,3386
0,11540,1,0,0,0,107,4,10,6,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,107,6,16,5,1,0,4,187,1,5,0,6,1,0,0,1,0,0,3634,3931
1,11540,2,0,0,0,300,6,42,36,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,300,6,49,35,9,0,0,0,0,0,2,0,0,0,0,0,0,0,3634,3931
2,11540,3,0,0,0,41,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,41,1,5,2,1,0,6,258,2,12,1,18,6,0,0,3,0,0,3634,3931
0,8991,1,1,0,0,268,6,51,29,18,0,5,4,0,5,3,6,1,0,1,1,1,4,0,1,0,268,6,63,48,10,0,0,12,1,2,3,3,0,0,0,0,0,4,2925,961
0,11000,1,0,0,0,300,13,51,18,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,300,5,40,33,12,0,0,0,0,0,5,0,0,0,0,0,0,0,2925,2018
1,11000,2,0,3,0,245,13,64,44,21,0,0,28,1,0,10,0,0,0,0,0,0,0,0,0,0,245,8,81,67,18,0,0,0,0,0,6,0,0,0,0,0,1,0,2925,2018
2,11000,3,0,5,0,217,13,64,41,20,0,0,50,2,0,10,0,0,0,0,0,0,0,0,0,0,217,6,81,70,29,0,0,0,0,0,6,0,0,0,0,0,2,0,2925,2018
0,8557,1,0,1,0,295,3,44,30,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,295,10,60,29,9,0,0,0,0,0,6,0,0,0,0,0,0,0,2925,3062
1,8557,2,0,0,0,268,4,42,36,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,268,6,88,55,25,0,0,0,0,0,4,0,0,0,0,0,0,0,2925,3062
2,8557,3,0,0,0,288,0,44,42,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,288,6,84,59,25,0,0,6,1,0,4,0,0,0,0,0,0,0,2925,3062
0,12059,1,0,0,0,145,3,17,3,1,0,0,118,0,0,1,0,0,0,0,0,1,118,0,0,0,145,1,13,6,2,0,2,37,0,3,1,3,0,0,1,0,0,118,2925,3219
1,12059,2,0,0,0,300,6,43,26,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,300,7,50,25,11,0,0,0,0,0,3,0,0,0,0,0,0,0,2925,3219
2,12059,3,0,1,0,164,4,17,5,2,0,0,134,1,0,3,0,0,0,0,0,0,134,0,1,0,164,1,19,16,5,0,0,0,0,0,1,0,0,0,0,0,1,134,2925,3219
0,10664,1,0,0,0,249,5,29,18,9,0,2,51,0,3,2,3,0,0,1,0,0,0,0,3,0,249,7,44,33,14,0,0,0,0,0,4,0,0,0,0,0,1,0,2925,3265
1,10664,2,0,3,0,229,2,40,38,14,0,0,12,1,0,1,0,0,0,0,0,0,31,0,1,0,229,7,86,78,23,0,0,31,0,0,5,0,0,0,0,0,1,31,2925,3265
2,10664,3,0,3,0,131,1,16,14,5,0,0,76,2,0,1,0,0,0,0,0,0,4,0,2,0,131,2,27,24,8,0,0,4,0,0,2,0,0,0,0,0,2,4,2925,3265
0,10081,1,0,2,0,185,4,60,53,27,0,7,88,2,8,2,9,1,0,1,1,1,15,0,2,0,185,5,45,38,14,0,1,10,1,1,2,1,0,0,0,0,3,15,2925,3756
1,10081,2,0,4,0,215,8,37,28,11,0,0,10,1,0,5,0,0,0,0,0,1,29,1,2,0,215,14,87,71,36,0,1,29,1,1,12,1,0,0,1,0,1,29,2925,3756
0,8466,1,0,0,0,300,2,51,25,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,3,14,11,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3219,3115
1,8466,2,1,0,0,258,4,39,15,6,0,3,9,0,3,3,4,0,0,2,0,0,0,0,0,0,258,3,13,10,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3219,3115
0,7304,1,0,0,0,241,6,35,28,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,7,0,241,6,21,13,2,0,0,10,2,0,6,0,0,0,0,0,0,0,3082,2971
1,7304,2,0,1,0,221,2,25,22,6,0,2,3,1,3,2,3,0,0,0,0,1,3,0,6,0,221,4,23,14,4,0,0,50,1,0,3,0,0,0,0,0,1,3,3082,2971
2,7304,3,0,1,0,95,7,29,21,13,0,1,3,1,2,7,2,0,0,0,0,4,3,0,7,0,95,4,8,3,1,0,0,144,4,1,1,1,0,0,0,0,1,3,3082,2971
0,11056,1,0,4,0,209,0,16,11,5,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,209,9,52,37,9,0,0,0,0,1,7,1,0,0,0,0,1,0,2971,3239
1,11056,2,0,3,0,272,4,48,41,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,272,17,90,70,24,0,0,0,0,0,11,0,0,0,0,0,0,0,2971,3239
2,11056,3,0,6,0,239,0,44,43,14,0,0,46,1,0,0,0,0,0,0,0,0,0,0,2,0,239,16,127,111,43,0,0,0,0,0,13,0,0,0,0,0,1,0,2971,3239
0,7754,1,0,0,0,299,10,42,28,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,299,4,20,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3115,2852
1,7754,2,0,0,0,264,8,46,34,8,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,264,5,25,17,3,0,0,33,1,0,3,0,0,0,0,0,0,0,3115,2852
2,7754,3,0,0,0,297,14,106,89,18,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,297,5,37,29,8,0,0,2,0,0,3,0,0,0,0,0,0,0,3115,2852
0,12015,1,0,1,0,48,0,4,4,0,0,0,36,1,0,0,0,0,0,0,0,1,39,0,3,0,48,1,14,11,5,0,1,207,1,1,1,4,3,0,0,3,1,39,3115,3931
1,12015,2,0,0,0,92,1,17,16,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,92,0,13,11,3,0,0,200,2,1,0,1,0,0,0,0,0,0,3115,3931
2,12015,3,0,0,2,41,2,9,7,4,0,1,98,0,1,1,1,0,0,0,0,1,102,0,2,0,41,1,7,6,3,0,0,147,1,0,1,0,0,0,0,0,0,102,3115,3931
0,9682,1,0,1,0,183,11,38,20,8,0,0,25,1,0,6,0,0,1,0,0,0,2,0,2,0,183,15,42,26,8,0,0,0,1,0,10,0,0,0,0,0,2,2,3239,3386
1,9682,2,0,2,0,210,7,41,31,18,0,0,2,1,0,7,0,0,0,0,0,1,6,0,2,0,210,12,45,28,8,0,0,4,1,0,7,0,0,0,0,0,1,6,3239,3386
