,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
1,9212,2,0,0,1,0,0,38,0,0,263,0,0,0,0,0,0,12,3,2,0,0,24,0,0,0,7,0,56,0,0,263,0,0,1,0,0,0,13,4,2,3,0,50,1546,2104
2,9212,3,7,0,0,7,0,72,1,0,293,0,0,0,0,0,1,21,11,7,0,0,49,7,0,1,0,0,67,0,0,293,0,0,0,0,0,0,16,2,1,2,0,61,1546,2104
0,7141,1,9,0,0,9,0,39,0,0,271,0,0,0,0,0,0,3,9,3,0,0,22,9,0,0,0,0,23,0,0,271,0,0,0,0,0,0,4,3,0,1,0,14,1546,2122
1,7141,2,0,0,0,0,0,25,0,0,274,0,0,0,0,0,0,7,4,2,1,0,18,0,0,0,0,0,26,0,0,274,0,0,0,0,0,0,9,3,3,2,0,23,1546,2122
2,7141,3,4,0,0,4,6,22,1,0,133,10,1,0,0,0,10,7,2,1,0,0,14,4,0,0,0,0,25,0,0,133,0,0,0,0,0,0,5,0,0,0,0,25,1546,2122
0,6653,1,0,0,0,33,0,30,0,0,259,0,0,1,0,0,0,7,4,4,1,0,24,0,0,1,0,0,33,0,0,259,0,0,0,0,0,0,1,12,3,1,0,15,1546,2224
1,6653,2,3,0,1,5,0,34,0,0,273,0,0,0,0,0,0,10,5,4,2,0,25,3,0,0,3,0,41,0,0,273,0,0,1,0,0,0,12,7,3,2,0,29,1546,2224
2,6653,3,82,0,1,62,0,7,0,0,158,0,0,0,0,1,0,1,0,0,0,0,7,82,0,1,82,1,7,0,0,158,1,0,2,0,0,1,4,1,0,4,0,6,1546,2224
0,8907,1,0,0,0,0,0,26,0,0,300,0,0,0,0,0,0,2,2,1,0,0,16,0,0,0,0,0,30,0,0,300,0,0,0,0,0,0,6,2,2,3,0,27,1546,2246
1,8907,2,11,0,1,5,0,49,0,0,284,0,0,0,0,0,0,17,3,2,0,0,38,11,0,0,11,0,34,0,0,284,0,0,1,0,0,0,9,0,0,4,0,32,1546,2246
2,8907,3,0,0,0,0,0,33,0,0,300,0,0,0,0,0,0,9,3,3,0,0,22,0,0,0,0,0,39,0,0,300,0,0,0,0,0,0,9,0,0,5,0,34,1546,2246
0,12002,1,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,10,5,2,0,0,30,0,0,0,0,0,24,0,0,300,0,0,0,0,0,0,5,1,0,2,0,19,1546,2844
1,12002,2,0,0,0,1,0,51,0,0,299,0,0,0,0,0,0,15,9,7,0,0,38,0,0,0,0,0,44,0,0,299,0,0,0,0,0,0,18,6,4,1,0,35,1546,2844
2,12002,3,0,0,0,0,0,22,0,0,300,0,0,0,0,0,0,4,4,3,0,0,17,0,0,0,0,0,15,0,0,300,0,0,0,0,0,0,4,3,3,5,0,12,1546,2844
0,7258,1,0,0,0,4,1,35,0,0,274,1,0,0,0,0,1,7,0,0,1,0,34,0,0,0,0,0,35,0,0,274,0,0,0,0,0,0,4,5,3,0,0,21,1546,3051
1,7258,2,2,0,0,0,0,30,0,0,274,0,0,0,0,0,0,6,2,0,2,0,26,2,0,0,2,0,49,0,0,274,0,0,0,0,0,0,13,7,5,1,0,34,1546,3051
2,7258,3,0,0,0,0,0,54,0,0,286,0,0,0,0,0,0,8,3,1,1,0,51,0,0,0,0,0,49,0,0,286,1,0,0,0,0,1,12,8,6,1,0,30,1546,3051
3,7258,4,12,0,0,39,1,27,0,0,214,1,0,1,0,0,1,7,1,0,2,0,26,12,0,1,12,3,34,0,0,214,3,0,0,0,0,3,14,5,5,0,0,23,1546,3051
4,7258,5,81,0,0,0,0,26,0,0,221,0,0,0,0,0,0,4,2,2,6,0,24,81,1,0,81,5,39,0,0,221,5,0,0,0,0,5,10,4,2,0,0,27,1546,3051
0,8188,1,4,0,1,0,0,23,0,0,141,0,0,0,0,0,0,1,1,1,0,0,19,4,0,0,4,2,36,2,0,141,2,1,0,0,0,2,10,2,2,0,0,34,1546,3121
0,11706,1,0,0,0,42,3,52,0,0,258,5,0,0,0,0,5,18,0,0,0,0,47,0,0,0,0,0,46,0,0,258,0,0,0,0,0,0,12,3,2,2,0,37,1546,3276
1,11706,2,3,0,1,0,0,80,0,0,297,0,0,0,0,0,0,27,3,2,0,0,73,3,0,0,3,0,108,0,0,297,0,0,1,0,0,0,52,1,1,1,0,93,1546,3276
2,11706,3,184,0,1,0,0,12,0,0,116,0,0,0,0,0,0,7,0,0,0,0,11,184,0,0,184,5,18,0,0,116,5,0,1,0,0,5,7,2,1,3,0,16,1546,3276
0,10464,1,2,0,0,0,0,64,0,0,213,0,0,0,0,0,0,11,8,4,0,0,56,2,0,0,2,1,50,1,0,213,1,1,0,0,0,1,16,9,5,0,0,39,1546,3314
0,11116,1,24,0,1,0,0,30,0,0,276,0,0,0,0,0,0,10,3,1,0,0,24,24,0,0,24,0,49,0,0,276,0,0,1,0,0,0,19,5,4,3,0,41,1546,3558
1,11116,2,50,0,1,0,0,39,0,0,250,0,0,0,0,0,0,14,5,2,0,0,32,50,0,0,50,0,40,0,0,250,0,0,1,0,0,0,13,3,3,3,0,30,1546,3558
2,11116,3,0,0,0,0,0,15,0,0,55,0,0,0,0,0,0,4,1,1,0,0,14,0,0,0,0,0,34,0,0,55,0,1,0,0,0,0,21,1,1,0,0,31,1546,3558
0,9842,1,0,0,0,95,1,11,0,0,182,2,0,0,0,0,2,7,3,2,0,0,8,0,0,0,0,2,24,0,0,182,2,0,0,0,0,2,8,3,2,6,0,17,1546,3599
1,9842,2,0,0,0,0,0,59,0,0,297,0,0,0,0,0,0,19,14,10,0,0,41,0,0,0,0,0,75,0,0,297,0,0,0,0,0,0,28,6,5,1,0,61,1546,3599
2,9842,3,0,0,0,0,0,78,0,0,300,0,0,0,0,0,0,28,14,9,1,0,62,0,0,0,0,0,111,0,0,300,0,0,0,0,0,0,41,12,10,0,0,89,1546,3599
0,5920,1,0,0,0,0,0,52,0,0,300,0,0,0,0,0,0,8,2,1,0,0,43,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,13,14,4,0,0,32,2122,2030
1,5920,2,0,0,0,0,0,57,0,0,262,0,0,0,0,0,0,10,5,3,2,0,44,0,0,0,0,0,31,0,0,262,0,0,0,0,0,0,9,3,2,1,0,26,2122,2030
2,5920,3,0,0,0,0,5,54,0,0,225,7,0,2,0,0,7,10,7,3,2,0,43,0,0,2,68,0,32,0,0,225,0,0,0,0,0,0,8,3,1,0,0,23,2122,2030
0,9126,1,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,7,8,5,1,0,55,0,0,0,0,0,54,0,0,300,0,0,0,0,0,0,19,6,6,0,0,47,2122,2204
1,9126,2,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,4,11,4,0,0,52,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,10,9,7,0,0,33,2122,2204
2,9126,3,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,6,8,5,0,0,56,0,0,0,0,0,78,0,0,300,0,0,0,0,0,0,17,17,11,0,0,50,2122,2204
0,5632,1,188,0,0,188,14,10,0,2,110,20,0,2,2,0,22,0,0,0,2,0,7,188,1,2,0,3,9,0,0,110,3,0,0,0,0,3,0,0,0,0,0,5,2122,2302
1,5632,2,0,0,0,0,0,31,0,0,249,0,0,0,0,0,0,4,5,3,0,0,23,0,0,0,0,0,23,0,0,249,0,0,0,0,0,0,1,2,1,0,0,17,2122,2302
2,5632,3,9,0,0,9,0,38,0,0,201,0,0,0,0,0,0,6,5,4,1,0,33,9,0,0,0,0,32,0,0,201,0,0,0,0,0,0,3,4,2,1,0,24,2122,2302
0,9799,1,0,0,0,0,0,55,0,0,245,0,0,0,0,0,0,23,7,3,0,0,43,0,0,0,0,0,38,0,0,245,0,0,0,0,0,0,5,3,3,0,0,30,2122,2844
1,9799,2,3,0,1,66,4,34,0,0,185,4,0,1,0,0,4,13,4,2,1,0,28,3,0,1,3,0,23,0,0,185,0,0,1,0,0,0,3,2,2,3,0,17,2122,2844
2,9799,3,0,0,0,158,2,29,0,0,142,2,0,3,0,0,2,9,4,3,3,0,25,0,0,3,0,0,30,0,0,142,0,0,0,0,0,0,9,4,3,1,0,23,2122,2844
0,6725,1,152,0,0,152,34,6,0,0,76,48,1,1,0,0,48,1,1,0,1,0,1,152,1,0,0,0,4,0,0,76,0,0,0,0,0,0,0,1,0,0,0,3,2775,2030
0,8537,1,39,1,1,0,0,4,0,0,39,0,0,0,0,0,0,0,1,0,1,1,1,39,0,0,33,0,3,0,0,39,0,0,1,0,0,0,0,2,0,1,0,1,2775,2070
0,9590,1,0,0,0,0,0,47,0,0,300,0,0,0,0,0,0,4,20,11,2,0,15,0,0,0,0,0,51,0,0,300,0,0,0,0,0,0,19,5,3,0,0,46,2775,2204
1,9590,2,0,0,0,0,0,70,0,0,300,0,0,0,0,0,0,3,21,15,2,0,35,0,0,0,0,0,77,0,0,300,0,0,0,0,0,0,22,12,10,0,0,65,2775,2204
2,9590,3,0,0,0,0,0,75,0,0,300,0,0,0,0,0,0,4,19,9,1,0,43,0,0,0,0,0,59,0,0,300,0,0,0,0,0,0,22,10,5,0,0,49,2775,2204
3,9590,4,0,0,0,0,0,78,0,0,282,0,0,0,0,0,0,6,22,13,1,0,47,0,0,0,0,0,67,0,0,282,0,0,0,0,0,0,30,7,2,0,0,58,2775,2204
4,9590,5,0,0,0,0,0,83,0,0,287,0,0,0,0,0,0,5,23,16,2,0,54,0,0,0,0,0,76,0,0,287,0,0,0,0,0,0,32,6,4,0,0,68,2775,2204
0,6158,1,0,0,0,0,0,43,0,0,269,0,0,0,0,0,0,2,3,3,1,0,25,0,0,0,0,0,42,0,0,269,0,0,0,0,0,0,0,12,6,1,0,23,2775,2302
1,6158,2,7,0,0,0,0,70,0,0,282,0,0,0,0,0,0,21,8,7,2,0,46,7,1,0,11,1,40,0,0,282,1,0,0,0,0,1,4,12,10,2,0,25,2775,2302
2,6158,3,61,0,0,42,1,41,0,0,178,2,0,1,0,0,2,15,11,11,3,0,25,61,1,1,13,0,23,0,0,178,0,0,0,0,0,0,3,9,5,0,0,13,2775,2302
0,8039,1,0,0,0,25,0,39,0,0,255,0,0,1,0,0,0,5,5,2,6,0,20,0,0,1,0,0,32,0,0,255,0,0,0,0,0,0,4,2,1,0,0,23,2775,2337
1,8039,2,12,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,12,16,4,1,1,15,16,1,0,1,0,17,1,0,0,0,0,4,2775,2337
0,6584,1,0,0,0,98,22,2,0,0,21,27,1,1,0,0,27,1,0,0,1,0,2,0,1,0,0,0,4,0,0,21,0,0,0,0,0,0,0,2,1,0,0,2,2775,2740
0,8841,1,149,0,1,0,0,38,0,0,151,0,0,0,0,0,0,8,5,3,0,0,28,149,1,0,149,3,37,1,2,151,8,0,0,2,0,10,15,3,3,0,0,34,2775,2783
1,8841,2,148,0,1,12,0,35,0,0,124,0,0,2,0,0,0,7,4,4,4,0,27,148,0,1,148,0,21,0,0,124,0,0,0,0,1,3,7,2,2,0,0,19,2775,2783
2,8841,3,0,0,0,0,0,72,0,0,300,0,0,0,0,0,0,21,7,5,3,0,62,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,20,3,3,0,0,47,2775,2783
3,8841,4,0,0,0,0,0,106,0,0,300,0,0,0,0,0,0,28,1,1,0,0,102,0,0,0,0,0,104,0,0,300,0,0,0,0,0,0,46,6,6,0,0,98,2775,2783
4,8841,5,15,0,0,0,0,95,0,0,285,0,0,0,0,0,0,22,5,5,0,0,87,15,0,0,15,0,109,0,0,285,0,0,0,0,0,0,52,3,2,1,0,106,2775,2783
0,7501,1,236,1,1,236,37,4,0,1,14,54,0,1,1,0,55,0,3,2,2,1,0,236,0,0,13,0,2,0,0,14,0,0,0,0,1,0,0,1,1,2,0,1,2775,2844
0,9833,1,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,7,10,3,1,0,42,0,0,0,0,0,28,0,0,300,0,0,0,0,0,0,3,5,4,0,0,23,2775,3085
1,9833,2,0,0,0,0,0,108,0,0,300,0,0,0,0,0,0,26,18,10,2,0,80,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,5,16,11,0,0,24,2775,3085
2,9833,3,2,0,0,0,0,78,0,0,298,0,0,0,0,0,0,15,17,12,3,0,54,2,0,0,0,0,57,0,0,298,0,0,0,0,0,0,10,14,10,0,0,42,2775,3085
0,9157,1,0,0,0,0,0,42,0,0,297,0,0,0,0,0,0,7,6,3,1,0,24,0,0,0,0,0,67,0,0,297,0,0,0,0,0,0,21,7,5,0,0,60,2775,3121
1,9157,2,76,0,1,146,4,8,0,0,50,5,0,2,0,0,5,2,0,0,2,0,8,76,1,1,76,7,6,0,0,50,11,0,0,0,1,11,3,0,0,0,0,6,2775,3121
2,9157,3,0,0,0,243,31,6,0,0,46,39,0,1,0,0,39,0,0,0,3,0,6,0,0,1,0,0,8,0,0,46,0,0,0,0,0,0,3,1,1,0,0,7,2775,3121
0,10276,1,2,0,0,31,1,39,0,0,232,1,0,1,0,0,1,5,9,6,1,0,15,2,1,1,2,1,15,0,0,232,1,0,0,0,0,1,2,2,1,0,0,13,2775,3238
1,10276,2,28,0,0,46,0,39,0,0,172,0,0,1,0,0,0,10,7,5,2,0,25,28,2,1,28,11,24,0,0,172,14,1,0,0,0,14,9,1,1,0,0,23,2775,3238
0,11050,1,0,0,0,0,0,38,0,0,300,0,0,0,0,0,0,3,9,8,0,0,21,0,0,0,0,0,58,0,0,300,0,0,0,0,0,0,11,10,9,0,0,41,2775,3505
1,11050,2,0,0,0,0,0,38,0,0,293,0,0,0,0,0,0,11,3,1,1,0,28,0,0,0,0,0,60,0,0,293,0,0,0,0,0,0,11,10,9,0,0,45,2775,3505
2,11050,3,0,0,0,0,0,69,0,0,300,0,0,0,0,0,0,25,7,4,0,0,54,0,0,0,0,0,65,0,0,300,0,0,0,0,0,0,12,7,4,3,0,54,2775,3505
3,11050,4,0,0,0,0,0,57,0,0,300,0,0,0,0,0,0,21,3,2,0,0,41,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,19,4,2,3,0,39,2775,3505
4,11050,5,0,0,0,181,5,23,0,0,119,10,0,1,0,0,10,9,1,0,1,0,20,0,0,1,0,0,21,0,0,119,0,0,0,0,0,0,3,3,1,0,0,17,2775,3505
0,9032,1,0,0,0,147,4,34,0,0,152,8,0,1,0,0,8,12,1,0,1,0,30,0,0,1,0,0,19,0,0,152,0,0,0,0,0,0,3,2,1,0,0,13,2037,2070
1,9032,2,0,0,0,5,2,71,0,0,294,3,0,1,0,0,3,31,8,5,1,0,58,0,0,1,0,0,61,0,0,294,0,0,0,0,0,0,9,1,1,2,0,56,2037,2070
2,9032,3,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,27,6,6,1,0,53,0,0,0,0,0,57,0,0,300,0,0,0,0,0,0,12,4,3,0,0,47,2037,2070
3,9032,4,2,0,1,0,0,71,0,0,298,0,0,0,0,0,0,25,3,2,1,0,61,2,0,0,2,0,43,0,0,298,0,0,1,0,0,0,12,2,1,3,0,41,2037,2070
4,9032,5,0,0,0,105,1,32,0,0,195,1,0,2,0,0,1,13,1,0,3,0,27,0,0,2,0,0,29,0,0,195,0,0,0,0,0,0,6,1,1,0,0,28,2037,2070
0,8743,1,0,0,0,0,0,56,0,0,300,0,0,0,0,0,0,18,4,2,0,0,47,0,0,0,0,0,29,0,0,300,0,0,0,0,0,0,3,6,5,0,0,12,2037,2337
1,8743,2,0,0,0,2,0,60,0,0,294,0,0,0,0,0,0,24,4,3,1,0,56,0,0,0,0,0,43,0,0,294,0,0,0,0,0,0,9,6,4,0,0,24,2037,2337
2,8743,3,0,0,0,105,6,23,1,0,176,12,0,0,0,0,12,11,0,0,1,0,23,0,0,1,0,0,17,0,0,176,0,0,0,0,0,0,5,6,5,0,0,10,2037,2337
0,9914,1,0,0,0,0,0,56,0,0,300,0,0,0,0,0,0,15,2,1,0,0,48,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,6,5,5,0,0,33,2037,2783
1,9914,2,0,0,0,0,0,53,0,0,300,0,0,0,0,0,0,17,5,3,0,0,43,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,4,3,1,0,0,36,2037,2783
2,9914,3,0,0,0,12,2,54,0,0,288,3,0,1,0,0,3,15,2,2,1,0,44,0,0,1,0,0,30,0,0,288,0,0,0,0,0,0,5,2,1,1,0,25,2037,2783
0,9186,1,0,0,0,0,0,57,0,0,300,0,0,0,0,0,0,11,11,4,1,0,39,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,11,13,5,0,0,26,2070,2337
1,9186,2,0,0,0,0,0,59,0,0,300,0,0,0,0,0,0,15,7,4,1,0,47,0,0,0,0,0,43,0,0,300,0,0,0,0,0,0,10,3,2,0,0,35,2070,2337
2,9186,3,0,0,1,0,0,54,0,0,298,0,0,0,0,0,0,9,8,5,2,0,45,0,0,0,2,0,40,1,0,298,0,0,0,0,0,0,12,6,5,0,0,33,2070,2337
3,9186,4,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,6,8,7,1,0,28,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,9,7,6,0,0,38,2070,2337
4,9186,5,1,0,0,1,0,35,0,0,299,0,0,0,0,0,0,7,2,2,3,0,28,1,0,0,0,0,34,0,0,299,0,0,0,0,0,0,9,2,2,0,0,30,2070,2337
0,7732,1,0,0,0,0,0,33,0,0,300,0,0,0,0,0,0,8,4,3,0,0,28,0,0,0,0,0,32,0,0,300,0,0,0,0,0,0,4,6,3,0,0,22,2070,3051
1,7732,2,7,0,1,0,0,44,0,0,293,0,0,0,0,0,0,18,2,2,2,0,42,7,0,0,7,1,61,1,0,293,1,0,0,0,0,1,15,7,6,0,0,47,2070,3051
2,7732,3,0,0,0,10,0,35,0,0,291,0,0,1,0,0,0,7,3,2,2,0,28,0,0,1,0,0,41,0,0,291,0,0,0,0,0,0,7,6,4,0,0,29,2070,3051
3,7732,4,0,0,0,0,0,69,0,0,272,0,0,0,0,0,0,24,5,4,2,0,60,0,0,0,0,0,45,0,0,272,0,0,0,0,0,0,11,3,2,0,0,38,2070,3051
4,7732,5,35,0,2,19,0,39,0,0,223,0,0,0,0,1,0,11,2,1,3,0,33,35,2,1,35,7,47,3,0,223,10,0,0,0,0,10,25,1,1,0,0,39,2070,3051
0,10420,1,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,20,0,0,0,0,51,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,8,2,1,0,0,40,2070,3085
1,10420,2,22,0,0,22,4,46,0,0,278,10,0,0,0,0,10,16,2,1,1,0,41,22,0,0,0,0,65,0,0,278,0,0,0,0,0,0,11,14,9,0,0,51,2070,3085
2,10420,3,0,0,0,0,0,68,0,0,299,0,0,0,0,0,0,23,6,4,2,0,59,0,0,0,0,0,88,0,0,299,0,0,0,0,0,0,25,14,11,0,0,73,2070,3085
0,12056,1,16,0,2,0,0,20,0,0,284,0,0,0,0,0,0,3,3,2,0,0,14,16,0,0,16,3,32,2,0,284,7,0,0,0,0,7,13,6,5,0,0,26,2070,3505
1,12056,2,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,2,10,6,0,0,34,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,12,4,4,0,0,35,2070,3505
2,12056,3,10,0,1,0,0,29,0,0,263,0,0,0,0,0,0,8,4,3,1,0,21,10,0,0,10,0,35,0,0,263,0,0,1,0,0,0,16,4,3,2,0,31,2070,3505
0,11067,1,136,0,1,136,0,4,0,0,119,0,0,5,0,0,0,0,2,2,6,0,1,136,0,4,45,11,2,0,0,119,15,0,0,0,1,15,0,0,0,0,0,0,3162,3276
1,11067,2,231,0,0,231,1,15,0,0,66,1,0,4,0,0,1,8,1,0,4,0,14,231,0,4,3,0,12,0,0,66,0,0,0,0,0,0,3,2,2,0,0,9,3162,3276
2,11067,3,114,0,0,114,0,10,0,0,56,0,0,2,0,1,0,1,1,1,4,0,9,114,0,2,130,5,11,0,0,56,20,0,0,0,1,20,2,1,1,0,0,10,3162,3276
0,10131,1,5,0,1,0,0,43,0,0,295,0,0,0,0,0,0,3,8,7,0,0,26,5,0,0,5,0,48,0,0,295,0,0,1,0,0,0,9,5,4,1,0,43,2337,2204
1,10131,2,0,0,0,0,0,58,0,0,300,0,0,0,0,0,0,6,18,11,0,0,28,0,0,0,0,0,73,0,0,300,0,0,0,0,0,0,23,8,5,0,0,64,2337,2204
2,10131,3,0,0,0,0,0,69,0,0,300,0,0,0,0,0,0,12,21,15,0,0,40,0,0,0,0,0,81,0,0,300,0,0,0,0,0,0,28,6,5,0,0,73,2337,2204
3,10131,4,0,0,0,0,0,61,0,0,300,0,0,0,0,0,0,14,18,11,0,0,39,0,0,0,0,0,87,0,0,300,0,0,0,0,0,0,29,4,4,0,0,83,2337,2204
4,10131,5,0,0,0,0,0,79,0,0,300,0,0,0,0,0,0,22,23,16,0,0,54,0,0,0,0,0,111,0,0,300,0,0,0,0,0,0,37,9,6,0,0,102,2337,2204
0,7769,1,0,0,0,3,0,31,1,0,276,0,1,0,0,0,0,5,3,2,0,0,16,0,0,0,0,0,15,0,0,276,0,0,0,0,0,0,1,4,3,0,0,6,2337,235
0,5107,1,0,0,0,0,0,20,0,0,174,0,0,0,0,0,0,5,1,0,0,0,12,0,0,0,3,4,25,1,0,174,6,1,0,0,0,6,6,2,1,0,0,21,2337,1850
0,6469,1,10,0,1,10,1,14,0,0,77,1,0,0,0,0,1,7,1,1,0,0,13,10,1,0,212,3,11,0,0,77,5,0,1,0,0,5,2,2,2,1,0,8,2337,1968
1,6469,2,0,0,1,0,0,29,0,0,151,0,0,0,0,0,0,11,0,0,0,0,29,0,0,0,149,3,23,0,0,151,3,0,1,0,0,3,8,2,2,1,0,21,2337,1968
2,6469,3,0,0,1,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,270,3,3,0,0,26,8,0,1,0,0,8,0,1,0,1,0,2,2337,1968
0,6033,1,0,0,0,6,6,28,1,0,154,6,1,0,0,0,6,9,9,9,0,0,16,0,0,0,0,0,39,0,0,154,0,0,0,0,0,0,10,4,3,3,0,35,2337,2761
0,6401,1,0,0,2,0,0,17,0,0,159,0,0,0,0,0,0,7,2,2,0,0,13,0,0,0,135,5,40,0,0,159,13,0,2,0,0,13,10,9,7,2,0,29,2337,2765
1,6401,2,71,0,3,71,4,20,0,1,96,4,0,0,1,0,5,11,2,2,2,0,15,71,0,0,111,5,11,0,0,96,7,0,3,0,0,7,2,2,1,3,0,9,2337,2765
2,6401,3,0,0,1,0,0,52,0,0,290,0,0,0,0,0,0,23,2,2,0,0,48,0,0,0,4,0,71,0,0,290,0,0,1,0,0,0,8,4,3,2,0,64,2337,2765
0,10526,1,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,14,8,8,0,0,51,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,31,4,3,0,0,63,2337,2783
1,10526,2,41,0,0,41,11,109,0,1,259,15,0,0,1,0,16,51,15,14,0,0,89,41,0,0,0,0,50,0,0,259,0,0,0,0,0,0,21,4,2,0,0,44,2337,2783
2,10526,3,6,0,1,6,1,80,0,0,271,1,0,1,0,0,1,35,10,8,2,0,65,6,0,1,9,0,50,0,0,271,0,0,1,0,0,0,23,3,3,1,0,42,2337,2783
3,10526,4,10,0,0,10,0,57,0,0,290,0,0,1,0,0,0,22,4,3,2,0,46,10,0,1,0,0,76,0,0,290,0,0,0,0,0,0,26,5,4,0,0,63,2337,2783
4,10526,5,57,0,0,57,7,73,0,0,238,9,0,2,0,0,9,32,5,5,2,0,63,57,0,2,0,0,54,0,0,238,0,0,0,0,0,0,16,5,3,0,0,45,2337,2783
0,7178,1,0,0,0,0,0,21,0,0,174,0,0,0,0,0,0,4,1,0,0,0,18,0,0,0,0,0,52,1,0,174,0,1,0,0,0,0,7,11,5,1,0,33,2337,2907
0,6660,1,0,0,0,0,0,50,0,0,296,0,0,0,0,0,0,25,1,0,0,0,49,0,0,0,0,0,66,0,0,296,0,0,0,0,0,0,8,5,2,0,0,61,2337,2950
1,6660,2,0,0,0,5,5,70,0,0,278,5,0,1,0,0,5,32,5,5,1,0,62,0,0,1,0,0,72,0,0,278,0,0,0,0,0,0,11,11,3,0,0,61,2337,2950
2,6660,3,0,0,0,7,4,21,0,0,118,4,1,0,0,0,4,9,0,0,0,0,20,0,0,0,0,0,22,0,0,118,0,0,0,0,0,0,3,3,1,0,0,19,2337,2950
