,fight_id,round,FT_blue,SMA_blue,SUL_blue,GRC_blue,SGHL_blue,SSA_blue,KDL_blue,SGBA_blue,ST_blue,SGHA_blue,KOL_blue,TDL_blue,SGBL_blue,RVL_blue,SGA_blue,SSHL_blue,SSBA_blue,SSBL_blue,TDA_blue,SML_blue,SSHA_blue,FT_red,SMA_red,SUL_red,GRC_red,SGHL_red,SSA_red,KDL_red,SGBA_red,ST_red,SGHA_red,KOL_red,TDL_red,SGBL_red,RVL_red,SGA_red,SSHL_red,SSBA_red,SSBL_red,TDA_red,SML_red,SSHA_red,blue,red
0,9835,1,0,0,0,0,0,28,0,0,300,0,0,0,0,0,0,1,8,6,0,0,6,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,7,8,6,0,0,29,2337,3051
1,9835,2,0,0,0,0,0,31,0,0,300,0,0,0,0,0,0,6,11,9,0,0,15,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,12,9,9,0,0,32,2337,3051
2,9835,3,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,7,8,6,2,0,22,0,0,0,0,0,35,0,0,300,0,0,0,0,0,0,9,4,4,0,0,26,2337,3051
3,9835,4,0,0,0,0,0,36,0,0,300,0,0,0,0,0,0,8,7,6,1,0,27,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,15,7,5,0,0,34,2337,3051
4,9835,5,0,0,0,0,0,26,0,0,300,0,0,0,0,0,0,14,6,5,1,0,19,0,0,0,0,0,54,0,0,300,0,0,0,0,0,0,17,3,2,0,0,44,2337,3051
0,11830,1,11,0,2,6,0,38,0,0,195,0,0,1,0,0,0,10,5,5,1,0,25,11,0,1,11,0,65,2,0,195,1,0,0,0,0,1,16,11,8,1,0,52,2337,3558
1,11830,2,0,0,0,0,0,72,0,0,282,0,0,0,0,0,0,15,14,11,1,0,50,0,0,0,0,0,68,0,0,282,0,0,0,0,0,0,16,5,5,0,0,59,2337,3558
2,11830,3,0,0,0,17,8,63,1,1,283,14,0,0,1,0,15,19,1,1,1,0,57,0,0,1,0,0,87,0,0,283,0,0,0,0,0,0,33,9,8,2,0,76,2337,3558
3,11830,4,0,0,0,0,0,13,1,0,21,0,1,0,0,0,0,7,2,2,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2337,3558
0,11393,1,10,0,1,24,0,32,0,0,165,0,0,1,0,0,0,13,2,2,1,0,23,10,0,1,10,0,29,0,1,165,0,0,1,1,0,1,7,3,3,1,0,23,2337,3576
1,11393,2,0,0,0,0,0,32,0,0,164,0,0,0,0,0,0,12,4,3,0,0,25,0,0,0,0,0,46,0,0,164,0,0,0,0,0,0,19,7,7,0,0,37,2337,3576
2,11393,3,18,0,1,0,0,30,0,0,165,0,0,0,0,0,0,12,2,2,0,0,23,18,0,0,18,0,32,0,0,165,0,0,1,0,0,0,18,4,3,2,0,28,2337,3576
3,11393,4,0,0,0,0,0,15,0,0,94,0,0,0,0,0,0,5,3,2,0,0,10,0,0,0,0,0,26,0,0,94,0,1,0,0,0,0,17,2,2,0,0,24,2337,3576
0,6983,1,0,0,0,0,0,88,0,0,298,0,0,0,0,0,0,17,4,3,1,0,81,0,0,0,0,0,52,0,0,298,0,0,0,0,0,0,14,4,2,1,0,46,2104,2783
1,6983,2,71,0,0,71,0,38,0,0,188,0,0,0,0,0,0,10,3,2,0,0,28,71,2,0,0,0,28,0,0,188,0,0,0,0,0,0,7,1,1,0,0,27,2104,2783
2,6983,3,0,0,0,0,0,48,0,0,222,0,0,0,0,0,0,12,4,1,1,0,43,0,0,0,45,4,74,0,0,222,7,0,0,0,0,7,31,5,5,0,0,69,2104,2783
0,6405,1,4,0,0,9,0,33,0,0,164,0,0,1,0,0,0,6,4,2,5,0,23,4,0,1,4,0,21,0,0,164,0,0,0,0,0,0,3,1,1,0,0,19,2246,2783
1,6405,2,121,0,1,3,1,18,0,0,169,2,0,1,0,0,2,3,3,1,2,0,13,121,1,1,121,14,17,0,1,169,19,0,1,1,0,21,2,1,1,1,0,15,2246,2783
2,6405,3,0,0,0,74,1,16,0,1,106,4,0,2,1,0,6,1,0,0,6,0,12,0,0,2,0,0,11,0,0,106,0,0,0,0,0,0,2,2,1,0,0,8,2246,2783
0,8099,1,0,0,0,0,0,54,0,0,295,0,0,0,0,0,0,10,3,2,1,0,50,0,0,0,6,1,55,0,0,295,3,0,0,0,0,3,10,5,3,0,0,49,2844,2954
1,8099,2,0,0,0,0,0,77,0,0,297,0,0,0,0,0,0,26,4,4,0,0,72,0,0,0,3,0,58,0,0,297,0,0,0,0,0,0,9,5,3,0,0,42,2844,2954
2,8099,3,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,20,7,7,0,0,63,0,0,0,0,0,62,0,0,300,0,0,0,0,0,0,11,12,8,0,0,38,2844,2954
0,11575,1,0,0,0,0,0,33,0,0,297,0,0,0,0,0,0,5,5,5,1,0,24,0,0,0,0,0,50,0,0,297,0,0,0,0,0,0,12,11,9,0,0,38,2844,3121
1,11575,2,21,1,0,21,0,11,0,0,93,0,0,1,0,0,0,6,2,1,5,1,9,21,0,0,138,17,19,0,0,93,44,0,0,0,0,44,2,7,7,0,0,12,2844,3121
0,9966,1,115,0,0,115,6,25,0,0,185,13,0,1,0,0,13,2,2,2,1,0,20,115,0,1,0,0,26,0,0,185,0,0,0,0,0,0,5,6,3,0,0,17,2844,3314
1,9966,2,0,0,0,0,0,50,0,0,300,1,0,0,0,0,1,8,8,6,2,0,37,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,8,7,2,0,0,32,2844,3314
2,9966,3,14,1,0,14,4,20,1,0,84,5,0,0,0,0,5,8,2,1,3,1,16,14,0,0,0,0,14,0,0,84,0,0,0,0,0,0,4,1,1,0,0,11,2844,3314
0,9574,1,121,1,1,121,0,5,0,0,38,0,0,1,0,0,0,3,1,1,1,0,4,121,0,1,141,2,8,0,0,38,3,0,1,0,0,3,1,1,1,1,0,6,2844,3504
1,9574,2,0,0,1,0,0,5,0,0,64,0,0,0,0,0,0,3,1,1,0,0,4,0,1,0,233,2,8,0,0,64,3,0,1,0,0,3,1,1,1,1,0,6,2844,3504
2,9574,3,63,2,2,63,0,12,0,0,45,0,0,0,0,0,0,2,1,1,0,1,11,63,0,0,65,1,9,0,0,45,1,0,2,0,0,1,1,0,0,2,0,9,2844,3504
0,10382,1,16,0,0,0,0,21,0,0,179,0,0,0,0,0,0,1,2,2,0,0,12,16,0,0,16,3,11,0,5,179,8,1,0,5,0,13,3,3,3,0,0,8,2844,3505
0,10827,1,6,0,1,0,0,39,0,0,294,0,0,0,0,0,0,1,7,3,0,0,20,6,0,0,6,5,42,1,0,294,10,0,0,0,0,10,17,4,1,0,0,32,3051,2204
1,10827,2,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,3,12,7,0,0,35,0,0,0,0,0,32,0,0,300,0,0,0,0,0,0,11,8,5,0,0,22,3051,2204
2,10827,3,0,0,0,0,0,57,0,0,300,0,0,0,0,0,0,4,17,10,0,0,27,0,0,0,0,0,41,0,0,300,0,0,0,0,0,0,12,9,8,0,0,32,3051,2204
3,10827,4,0,0,0,0,0,51,0,0,300,0,0,0,0,0,0,10,10,7,0,0,35,0,0,0,0,0,63,0,0,300,0,0,0,0,0,0,22,16,15,0,0,46,3051,2204
4,10827,5,0,0,0,0,0,60,0,0,300,0,0,0,0,0,0,4,14,11,0,0,37,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,18,25,16,0,0,44,3051,2204
0,7150,1,0,0,0,0,0,47,0,0,299,0,0,0,0,0,0,9,7,6,0,0,29,0,0,0,0,0,58,0,0,299,0,0,0,0,0,0,7,3,2,2,0,42,3051,2783
1,7150,2,0,0,0,0,0,55,0,0,299,0,0,0,0,0,0,14,3,3,0,0,44,0,0,0,0,0,58,0,0,299,0,0,0,0,0,0,6,4,4,2,0,48,3051,2783
2,7150,3,126,0,2,0,0,21,0,0,174,0,0,0,0,0,0,8,2,2,1,0,19,126,0,0,126,0,38,0,0,174,0,0,2,0,0,0,7,1,1,2,0,32,3051,2783
3,9132,1,44,0,1,0,0,32,0,0,256,0,0,0,0,0,0,5,5,2,0,0,15,44,0,0,44,0,29,0,0,256,0,0,1,0,0,0,5,3,3,2,0,23,3051,2783
4,9132,2,0,0,0,0,0,49,0,0,300,0,0,0,0,0,0,15,4,4,0,0,36,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,13,1,1,3,0,46,3051,2783
5,9132,3,73,0,0,32,1,34,0,0,195,1,0,0,0,1,1,9,5,2,0,0,21,73,0,1,72,0,32,0,0,195,0,0,1,0,0,0,5,1,1,1,0,31,3051,2783
6,9132,4,6,0,0,4,0,37,0,0,290,1,0,0,0,1,1,10,3,2,0,0,26,6,0,1,6,0,42,0,0,290,0,0,1,0,0,0,11,3,2,4,0,36,3051,2783
7,9132,5,3,0,1,0,0,27,0,0,297,0,0,0,0,0,0,4,3,1,0,0,18,3,0,0,3,0,23,0,0,297,0,0,1,0,0,0,8,0,0,4,0,22,3051,2783
0,9412,1,3,0,0,25,1,23,0,0,194,1,0,1,0,0,1,6,4,3,3,0,12,3,1,1,0,0,31,0,0,194,0,0,0,0,0,0,11,4,3,0,0,23,3121,3576
1,9412,2,161,0,0,0,0,11,0,0,80,0,0,0,0,0,0,3,4,1,2,0,6,161,3,0,161,21,8,0,0,80,24,1,0,0,0,24,2,1,1,1,0,7,3121,3576
0,11258,1,71,0,1,26,10,27,1,0,153,16,1,1,0,0,16,9,3,2,3,0,18,71,0,0,71,0,46,0,0,153,0,0,0,0,1,0,7,2,2,0,0,36,3121,3655
0,9762,1,0,0,1,0,0,36,0,0,148,0,0,0,0,0,0,11,12,11,1,0,21,0,0,0,8,0,30,0,0,148,0,0,1,0,0,0,12,7,4,6,0,22,3276,2954
1,9762,2,15,0,1,15,0,52,0,0,189,0,0,0,0,1,0,21,1,1,0,0,42,15,0,1,18,0,38,0,0,189,0,0,2,0,0,0,9,7,6,6,0,29,3276,2954
2,9762,3,0,0,0,0,0,96,0,0,263,0,0,0,0,0,0,42,4,4,0,0,89,0,0,0,0,0,74,0,0,263,0,0,0,0,0,0,24,11,7,12,0,61,3276,2954
0,8195,1,0,0,0,25,0,64,0,0,258,0,0,1,0,0,0,20,7,6,3,0,52,0,0,1,0,0,47,0,0,258,0,0,0,0,0,0,5,2,2,1,0,35,3276,3233
1,8195,2,0,0,0,31,0,48,0,0,168,0,0,3,0,0,0,13,6,4,6,0,41,0,0,3,0,0,41,0,0,168,0,0,0,0,0,0,10,2,2,0,0,32,3276,3233
2,8195,3,0,0,0,0,0,75,0,0,266,0,0,1,0,0,0,26,2,2,1,0,73,0,0,1,0,0,72,0,0,266,0,0,0,0,0,0,7,7,4,1,0,52,3276,3233
0,9409,1,140,0,1,0,0,32,0,0,160,0,0,0,0,0,0,12,0,0,0,0,26,140,0,0,140,8,32,0,0,160,10,0,1,0,0,10,13,13,12,1,0,18,3276,3558
1,9409,2,43,0,1,29,0,77,0,0,121,0,0,0,0,0,0,38,0,0,0,0,77,43,0,0,43,0,48,0,0,121,0,1,1,0,1,0,32,3,3,3,0,45,3276,3558
0,10296,1,0,1,0,162,10,27,0,0,67,11,0,1,0,0,11,10,1,1,3,1,22,0,0,0,0,0,22,0,0,67,0,0,0,0,0,0,4,6,4,0,0,16,3276,3785
0,9990,1,8,0,0,1,1,49,1,0,198,1,0,0,0,0,1,22,8,8,2,0,39,8,0,1,0,0,53,0,0,198,0,0,0,0,0,0,10,31,23,0,0,19,3558,2668
1,9990,2,30,0,0,30,6,20,0,0,51,20,1,1,0,0,20,5,6,5,1,0,14,30,0,0,0,0,12,0,0,51,0,0,0,0,0,0,3,6,5,0,0,6,3558,2668
0,9831,1,29,0,0,29,13,55,3,0,169,17,1,0,0,0,17,33,5,3,0,0,50,29,0,2,0,0,42,0,0,169,0,0,0,0,0,0,8,1,0,0,0,36,3558,2947
0,8685,1,0,0,0,0,0,25,0,0,139,0,0,0,0,0,0,10,8,4,1,0,17,0,0,0,0,1,36,1,0,139,2,1,0,0,0,2,14,4,3,0,0,32,3558,3111
0,9193,1,4,0,0,4,0,46,0,0,253,0,0,1,0,0,0,14,5,4,1,0,39,4,0,1,0,0,36,0,0,253,0,0,0,0,0,0,8,2,1,1,0,33,3558,3406
1,9193,2,43,0,0,43,0,44,0,0,232,0,0,2,0,0,0,16,7,6,3,0,35,43,0,2,0,0,37,0,0,232,0,0,0,0,0,0,6,6,5,2,0,29,3558,3406
2,9193,3,1,0,0,1,0,60,0,0,281,0,0,0,0,0,0,19,12,9,1,0,46,1,0,0,0,0,47,0,0,281,0,0,0,0,0,0,9,5,4,1,0,41,3558,3406
0,9687,1,0,0,0,0,0,40,0,0,300,0,0,0,0,0,0,9,4,3,0,0,30,0,0,0,0,0,72,0,0,300,0,0,0,0,0,0,19,7,6,0,0,47,3558,3707
1,9687,2,15,0,0,15,0,51,0,0,285,0,0,1,0,0,0,21,3,3,1,0,48,15,0,1,0,0,75,0,0,285,0,0,0,0,0,0,14,14,11,0,0,49,3558,3707
2,9687,3,60,2,0,60,0,42,0,0,240,0,0,1,0,0,0,15,5,3,2,0,36,60,0,1,0,0,84,0,0,240,0,0,0,0,0,0,17,26,21,0,0,43,3558,3707
0,10695,1,0,0,0,47,4,2,0,0,56,4,1,1,0,0,4,0,1,1,2,0,1,0,0,0,0,0,7,0,0,56,0,0,0,0,0,0,2,0,0,0,0,7,3558,3785
0,10327,1,1,0,0,10,0,41,0,0,242,0,0,0,0,0,0,16,6,5,0,0,35,1,0,0,1,1,44,1,0,242,1,1,0,0,0,1,14,3,2,2,0,36,3558,3890
0,11500,1,181,0,0,181,2,17,0,2,119,2,0,1,1,0,4,7,3,2,1,0,14,181,0,1,0,0,19,0,0,119,0,0,0,0,0,0,3,4,2,0,0,10,3558,3968
1,11500,2,29,0,0,29,0,43,0,0,186,0,0,1,0,0,0,21,5,5,7,0,38,29,0,1,0,0,17,0,0,186,0,0,0,0,0,0,8,4,3,0,0,11,3558,3968
2,11500,3,137,0,0,137,2,13,0,0,143,2,0,2,0,0,2,5,0,0,4,0,13,137,0,2,0,0,12,0,0,143,0,0,0,0,0,0,2,2,2,0,0,7,3558,3968
0,11031,1,20,0,0,20,0,51,0,0,280,0,0,2,0,0,0,8,3,3,3,0,38,20,0,2,0,0,75,0,0,280,0,0,0,0,0,0,28,4,2,0,0,67,3599,2204
1,11031,2,22,0,0,22,0,60,0,0,278,0,0,1,0,0,0,11,9,9,1,0,42,22,0,1,0,0,62,0,0,278,0,0,0,0,0,0,20,2,1,0,0,59,3599,2204
2,11031,3,0,0,0,0,0,84,0,0,300,0,0,0,0,0,0,13,12,10,0,0,64,0,0,0,0,0,87,0,0,300,0,0,0,0,0,0,29,3,2,0,0,84,3599,2204
3,11031,4,36,0,0,36,0,72,0,0,264,1,0,3,0,0,1,22,6,4,5,0,61,36,0,3,0,0,85,0,0,264,0,0,0,0,0,0,32,1,1,0,0,84,3599,2204
4,11031,5,0,0,0,0,0,86,0,0,300,0,0,0,0,0,0,27,7,6,2,0,77,0,0,0,0,0,99,0,0,300,0,0,0,0,0,0,48,5,4,0,0,93,3599,2204
5,11819,1,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,5,10,6,0,0,25,0,0,0,0,0,49,0,0,300,0,0,0,0,0,0,10,7,5,0,0,41,3599,2204
6,11819,2,0,0,0,0,0,60,0,0,300,0,0,0,0,0,0,7,10,7,0,0,31,0,0,0,0,0,54,0,0,300,0,0,0,0,0,0,15,13,8,0,0,35,3599,2204
7,11819,3,0,0,0,5,0,79,0,0,295,0,0,1,0,0,0,11,15,14,1,0,46,0,0,1,0,0,47,0,0,295,0,0,0,0,0,0,18,6,5,0,0,39,3599,2204
8,11819,4,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,13,7,5,0,0,54,0,0,0,0,0,51,0,0,300,0,0,0,0,0,0,23,8,5,0,0,43,3599,2204
9,11819,5,0,0,0,0,0,64,0,0,300,0,0,0,0,0,0,14,17,13,1,0,37,0,0,0,0,0,62,0,0,300,0,0,0,0,0,0,24,7,6,0,0,54,3599,2204
0,10314,1,0,0,0,0,0,75,0,0,300,0,0,0,0,0,0,24,3,2,0,0,60,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,20,3,3,0,0,62,2783,3238
1,10314,2,0,0,0,0,0,69,0,0,300,0,0,0,0,0,0,11,6,3,0,0,48,0,0,0,0,0,50,0,0,300,0,0,0,0,0,0,12,5,3,1,0,44,2783,3238
2,10314,3,0,0,0,0,0,74,0,0,300,0,0,0,0,0,0,25,4,3,0,0,57,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,20,7,5,0,0,63,2783,3238
3,11918,1,0,0,0,0,0,38,0,0,300,0,0,0,0,0,0,8,2,2,0,0,26,0,0,0,0,0,52,0,0,300,0,0,0,0,0,0,9,2,2,0,0,40,2783,3238
4,11918,2,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,12,0,0,0,0,36,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,18,3,2,0,0,50,2783,3238
5,11918,3,0,0,0,0,0,34,0,0,300,0,0,0,0,0,0,16,4,3,0,0,26,0,0,0,0,0,62,0,0,300,0,0,0,0,0,0,12,8,2,1,0,50,2783,3238
6,11918,4,0,0,0,0,0,43,0,0,300,0,0,0,0,0,0,12,1,0,0,0,32,0,0,0,0,0,71,0,0,300,0,0,0,0,0,0,24,7,4,0,0,51,2783,3238
7,11918,5,0,0,0,0,0,60,0,0,300,0,0,0,0,0,0,24,4,3,0,0,53,0,0,0,0,0,87,0,0,300,0,0,0,0,0,0,22,16,10,0,0,62,2783,3238
0,6516,1,0,0,0,12,2,51,1,0,225,2,0,0,0,0,2,8,12,7,0,0,31,0,0,1,0,0,39,0,0,225,0,0,0,0,0,0,7,11,8,1,0,25,2030,2302
1,6516,2,20,0,1,0,0,59,0,0,280,0,0,0,0,0,0,12,4,3,0,0,42,20,0,0,20,0,69,0,0,280,0,0,1,0,0,0,23,9,5,2,0,54,2030,2302
2,6516,3,0,0,0,0,0,63,0,0,300,0,0,0,0,0,0,20,5,2,0,0,51,0,0,0,0,0,87,0,0,300,0,0,0,0,0,0,24,12,8,0,0,70,2030,2302
0,9537,1,3,0,0,3,1,35,1,0,264,1,1,0,0,0,1,14,8,5,0,0,26,3,0,0,0,0,90,0,0,264,0,0,0,0,0,0,24,18,15,3,0,63,3085,2929
0,11035,1,0,0,0,0,0,48,0,0,300,0,0,0,0,0,0,15,9,5,0,0,36,0,0,0,0,0,46,0,0,300,0,0,0,0,0,0,8,5,4,0,0,35,3085,3233
1,11035,2,0,0,0,0,0,99,0,0,300,0,0,0,0,0,0,40,13,10,0,0,85,0,0,0,0,0,85,0,0,300,0,0,0,0,0,0,28,18,14,0,0,64,3085,3233
2,11035,3,0,0,0,0,0,111,0,0,300,0,0,0,0,0,0,46,22,20,0,0,89,0,0,0,0,0,112,0,0,300,0,0,0,0,0,0,41,19,15,0,0,90,3085,3233
0,9935,1,4,0,0,13,0,25,0,2,283,0,0,0,2,0,2,8,7,7,0,0,18,4,0,0,0,0,28,0,0,283,0,0,0,0,0,0,9,3,3,7,0,18,3085,3364
1,9935,2,0,0,0,4,0,67,0,0,296,0,0,0,0,0,0,36,13,10,0,0,54,0,0,0,0,0,64,0,0,296,0,0,0,0,0,0,32,4,2,3,0,53,3085,3364
2,9935,3,0,0,0,18,1,79,0,0,282,1,0,0,0,0,1,35,16,10,0,0,63,0,0,0,0,0,53,0,0,282,0,0,0,0,0,0,23,1,1,10,0,50,3085,3364
0,10535,1,0,0,3,0,0,32,0,0,173,0,0,0,0,0,0,1,10,5,0,0,12,0,1,0,70,0,36,0,0,173,0,0,3,0,0,0,11,6,4,4,0,16,3085,3576
1,10535,2,0,0,0,0,0,29,0,0,169,0,0,0,0,0,0,3,8,3,0,0,16,0,0,0,0,0,48,0,0,169,0,0,0,0,0,0,16,6,4,0,0,32,3085,3576
0,11334,1,0,0,0,0,1,9,1,0,85,1,1,0,0,0,1,3,2,1,0,0,4,0,0,0,0,0,5,0,0,85,0,0,0,0,0,0,0,1,0,0,0,3,3505,3233
0,8589,1,92,0,0,92,2,22,0,0,166,3,0,1,0,0,3,2,4,3,1,0,13,92,1,1,3,0,21,0,0,166,0,1,1,0,0,0,2,2,2,1,0,5,3505,3504
0,7196,1,0,0,0,0,0,36,0,0,215,0,0,0,0,0,0,13,0,0,0,0,35,0,0,0,6,6,45,1,0,215,13,1,0,0,0,13,3,8,2,1,0,28,2204,2508
0,10315,1,0,0,0,0,0,74,0,0,286,0,0,0,0,0,0,16,7,5,0,0,64,0,0,0,0,0,50,0,0,286,0,0,0,0,0,0,8,10,8,0,0,36,2204,3576
1,10315,2,0,0,0,4,0,72,0,0,191,0,0,1,0,0,0,13,11,8,1,0,60,0,0,1,0,0,58,0,0,191,0,0,0,0,0,0,14,4,4,0,0,50,2204,3576
2,10315,3,0,0,0,0,0,78,0,0,300,0,0,0,0,0,0,31,13,12,0,0,61,0,0,0,0,0,45,0,0,300,0,0,0,0,0,0,12,9,9,1,0,33,2204,3576
3,10315,4,0,0,0,0,0,100,0,0,250,0,0,0,0,0,0,47,11,8,0,0,87,0,0,0,0,0,51,0,0,250,0,0,0,0,0,0,10,10,8,0,0,36,2204,3576
4,10315,5,0,0,0,0,0,81,0,0,221,0,0,0,0,0,0,27,6,5,0,0,75,0,0,0,0,0,65,0,0,221,0,0,0,0,0,0,23,13,12,0,0,52,2204,3576
0,10528,1,15,0,1,0,0,48,0,0,285,0,0,0,0,0,0,10,2,1,0,0,46,15,0,0,15,0,60,0,0,285,0,0,1,0,0,0,10,17,13,2,0,34,2204,3741
1,10528,2,0,0,0,10,14,120,1,0,250,20,1,0,0,0,20,56,0,0,0,0,120,0,0,0,0,0,41,0,0,250,0,0,0,0,0,0,11,6,3,0,0,34,2204,3741
0,11946,1,10,0,0,10,0,25,0,0,288,0,0,1,0,0,0,3,2,0,4,0,13,10,0,1,2,0,45,0,0,288,0,0,0,0,0,0,3,23,13,0,0,12,2508,2668
1,11946,2,0,0,0,0,0,24,0,0,131,0,0,0,0,0,0,2,3,2,1,0,15,0,0,0,8,8,29,1,0,131,13,1,0,0,0,13,6,9,3,0,0,13,2508,2668
0,8736,1,24,2,0,24,0,17,0,0,205,0,0,1,0,0,0,7,2,2,5,0,14,24,0,1,4,0,26,0,0,205,0,0,0,0,0,0,11,4,2,1,0,21,3576,3111
1,8736,2,124,2,0,124,8,31,0,0,126,14,0,0,0,0,14,17,3,3,2,0,27,124,0,0,0,0,27,0,0,126,0,0,0,0,0,0,6,2,1,2,0,25,3576,3111
2,8736,3,0,0,0,0,0,48,0,0,277,0,0,0,0,0,0,18,9,8,1,0,35,0,0,0,0,0,45,0,0,277,0,0,0,0,0,0,8,3,1,0,0,42,3576,3111
0,11075,1,70,1,0,70,27,37,1,1,142,37,0,0,1,0,38,8,12,8,0,0,17,70,0,1,0,0,33,0,0,142,0,0,0,0,0,0,1,3,3,1,0,20,3576,3238
1,11075,2,0,0,0,0,0,22,0,0,137,0,0,0,0,0,0,4,4,3,0,0,16,0,0,0,0,0,30,0,0,137,0,0,0,0,0,0,4,0,0,0,0,26,3576,3238
2,11075,3,0,0,0,0,0,33,0,0,163,0,0,0,0,0,0,9,10,7,0,0,18,0,0,0,0,0,29,0,0,163,0,0,0,0,0,0,4,2,1,0,0,22,3576,3238
3,11075,4,9,0,1,4,1,24,0,0,138,2,0,0,0,0,2,9,4,1,0,0,17,9,0,0,64,0,31,0,0,138,0,0,0,0,1,0,3,3,2,0,0,27,3576,3238
4,11075,5,71,0,0,64,3,29,0,0,159,4,0,0,0,0,4,10,7,4,0,0,21,71,0,0,0,0,29,0,0,159,0,0,0,0,0,0,2,5,2,3,0,18,3576,3238
0,11581,1,0,0,0,0,0,29,0,0,300,0,0,0,0,0,0,4,7,5,0,0,17,0,0,0,0,0,12,0,0,300,0,0,0,0,0,0,0,4,2,0,0,8,3741,3890
1,11581,2,6,0,0,129,0,21,0,0,160,2,0,2,0,0,2,3,2,2,5,0,16,6,1,2,6,2,38,0,0,160,4,0,0,0,0,4,14,4,4,0,0,34,3741,3890
2,11581,3,7,1,1,82,0,7,0,0,105,0,0,2,0,0,0,3,2,1,3,1,5,7,0,0,7,0,17,0,0,105,0,0,0,0,1,0,4,4,3,0,0,13,3741,3890
0,9617,1,0,0,0,4,7,4,1,0,12,7,1,0,0,0,7,2,1,1,0,0,2,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,2668,3233
0,9846,1,75,1,2,25,0,17,1,0,163,0,1,0,0,0,0,3,10,8,0,0,4,75,0,0,75,1,6,0,0,163,1,0,2,0,0,1,3,1,1,7,0,5,2668,3406
0,10338,1,0,0,0,0,0,80,0,0,300,0,0,0,0,0,0,25,8,7,0,0,72,0,0,0,0,0,107,0,0,300,0,0,0,0,0,0,36,13,8,0,0,88,3233,2947
1,10338,2,0,0,0,0,0,142,0,0,252,0,1,0,0,0,0,66,12,11,0,0,130,0,0,0,0,0,64,0,0,252,0,0,0,0,0,0,27,5,2,1,0,54,3233,2947
0,10352,1,0,0,0,0,0,6,0,0,74,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,14,0,0,74,0,1,0,0,0,0,3,2,2,0,0,8,3406,3968
0,10182,1,8,1,1,0,2,40,1,0,195,2,1,0,0,0,2,13,3,2,0,0,36,8,0,0,46,0,26,0,0,195,0,0,1,0,0,0,5,9,5,1,0,15,3238,2929
0,11355,1,98,2,0,80,2,37,0,0,183,3,0,1,0,0,3,10,4,4,2,0,31,98,0,1,10,0,36,1,0,183,0,1,0,0,0,0,16,7,6,0,0,27,3504,3890
0,11057,1,98,0,1,0,0,27,0,0,197,0,0,0,0,0,0,8,7,4,1,0,18,98,0,0,97,4,36,1,0,197,7,1,1,0,0,7,14,4,0,4,0,31,2929,3890
0,11119,1,0,1,0,142,0,11,0,0,122,0,0,3,0,0,0,4,2,0,3,1,6,0,0,2,0,0,20,0,0,122,0,0,0,0,0,0,1,3,1,0,0,10,3364,3707
0,10177,1,15,0,0,15,0,42,0,0,285,0,0,2,0,0,0,9,5,1,2,0,32,15,0,2,0,0,60,0,0,285,0,0,0,0,0,0,12,8,7,0,0,35,3655,3707
1,10177,2,4,0,0,4,0,56,0,0,296,0,0,1,0,0,0,11,4,3,1,0,46,4,0,1,0,0,86,0,0,296,0,0,0,0,0,0,9,15,14,0,0,53,3655,3707
2,10177,3,0,0,0,0,0,63,0,0,300,0,0,0,0,0,0,18,5,5,0,0,58,0,0,0,0,0,100,0,0,300,0,0,0,0,0,0,10,16,14,1,0,63,3655,3707
0,11046,1,0,0,0,0,0,14,0,0,23,0,0,0,0,0,0,4,2,2,0,0,11,0,0,0,0,0,15,0,0,23,0,0,0,0,0,0,6,3,3,1,0,8,3785,3968
1,11046,2,0,0,0,0,0,57,0,0,250,0,0,0,0,0,0,15,6,4,0,0,46,0,0,0,2,3,67,1,0,250,5,1,0,0,0,5,35,6,5,1,0,52,3785,3968
0,10632,1,0,0,0,0,0,51,0,0,300,0,0,0,0,0,0,10,8,6,0,0,29,0,0,0,0,0,66,0,0,300,0,0,0,0,0,0,10,10,6,1,0,30,3968,3707
1,10632,2,0,0,0,0,0,43,0,0,236,0,0,0,0,0,0,6,6,2,3,0,24,0,0,0,10,1,60,0,0,236,2,0,0,0,0,2,18,10,8,0,0,40,3968,3707
2,10632,3,0,0,1,0,1,27,0,0,163,1,0,0,0,0,1,6,2,0,0,0,18,0,0,0,93,1,27,0,0,163,1,0,1,0,0,1,7,2,1,1,0,17,3968,3707
